species,j,k,eta,sigma_mu
d,7.539712,0.493450,1.572807,0.010729
d,-11.743363,0.567025,2.786314,0.009639
d,-1.394040,0.624164,2.705131,0.005864
d,0.472511,0.474887,1.672204,0.007410
d,-5.585331,0.517493,2.785002,0.011488
d,91.816780,0.364898,1.736689,0.005246
d,-1.543009,0.341152,2.445802,0.005472
d,-5.555576,0.468947,2.658082,0.007191
d,-15.317625,0.438130,2.205899,0.009030
d,277.347504,0.385159,1.743499,0.002684
d,3.566478,0.488203,1.923756,0.010127
d,30.442694,0.495110,2.062853,0.006255
d,34.549698,0.453447,2.060045,0.006624
d,47.049744,0.518831,1.837501,0.005834
d,-0.037678,0.678222,2.235414,0.007099
d,1.498236,0.463914,2.134760,0.006250
d,-0.171862,0.732066,1.655667,0.005507
d,111.932259,0.461333,1.922751,0.001958
d,7.309457,0.535757,1.678921,0.007265
d,576.541016,0.304123,1.951913,0.001459
d,916.031250,0.193389,2.016726,0.005612
d,636.542969,0.330432,1.596173,0.000514
d,-0.994387,2.598897,3.171478,0.001007
d,28.946655,0.320085,0.887729,0.018250
d,115.410278,0.482735,1.873533,0.004249
d,13.616936,0.492035,2.035055,0.007576
d,8.623352,0.540748,1.853011,0.006618
d,4.236700,0.572067,1.717239,0.007958
d,-0.561455,0.792792,1.814640,0.007212
d,7026.420410,0.043813,1.045827,0.005111
d,10.187522,0.527154,1.343013,0.008608
d,-2.736750,0.777064,3.127568,0.005400
d,146.349167,0.374765,1.972599,0.002834
d,58.070599,0.447716,1.842327,0.006510
d,31.041126,0.515669,1.908696,0.004240
d,-2.393036,0.522349,2.060174,0.006913
d,-2.795328,0.443374,2.240249,0.009815
d,7.117716,0.526393,2.096244,0.007058
d,-5.521868,0.432029,2.753096,0.013099
d,143.136734,0.440202,1.803526,0.004165
d,9.076290,0.472785,2.183717,0.008595
d,13.988006,0.511770,1.990175,0.008019
d,104.049431,0.440588,1.725923,0.005417
d,21.145754,0.528352,1.952565,0.006415
d,0.690904,0.578804,1.692333,0.009898
d,11.021950,0.445078,1.499813,0.009555
d,4.290919,0.533074,2.066633,0.006715
d,497.749146,0.385663,2.027859,0.000407
d,-3.446657,0.490495,2.196771,0.009070
d,17.773481,0.511097,1.931587,0.005867
d,-2.707783,0.949184,3.179429,0.006008
d,374.497467,0.377528,2.036083,0.000927
d,7.592223,0.516885,2.034994,0.008791
d,63.736061,0.460520,1.772483,0.006258
d,-17.875305,0.519866,2.532325,0.008500
d,172.893845,0.376310,1.754043,0.006009
d,20.868692,0.354429,1.470648,0.010033
d,1.892097,0.432878,2.704447,0.008059
d,3.452543,0.748905,1.244343,0.004787
d,198.709488,0.451915,1.951273,0.001031
d,-17.829470,0.497290,2.180546,0.007142
d,-1.131017,0.364269,1.990981,0.007679
d,21.801840,0.487756,1.940258,0.007794
d,107.428574,0.470510,1.932697,0.002311
d,221.330322,0.398632,1.662124,0.002231
d,-1.040118,0.653530,1.727701,0.005120
d,194.005203,0.377374,1.888014,0.002774
d,66.756729,0.450368,1.834740,0.005202
d,0.531064,0.951962,1.991420,0.007752
d,-1.061110,0.944393,2.855424,0.006880
d,-5.905796,0.493152,1.490281,0.012555
d,9.075178,0.461925,1.905022,0.008097
d,161.778625,0.472439,1.738922,0.001318
d,94.702728,0.471371,1.948854,0.001338
d,102.970337,0.504620,2.016526,0.001625
d,119.497231,0.451158,1.905743,0.003258
d,9.185060,0.640342,1.771114,0.003834
d,-1.117268,0.726372,2.419394,0.006384
d,115.588074,0.424503,1.950032,0.004292
d,6.700424,0.441385,1.640207,0.009527
d,655.798828,0.332249,1.992096,0.000578
d,2.531497,0.501270,1.946314,0.007146
d,1.014222,0.734777,1.969288,0.002248
d,130.076691,0.449688,1.747839,0.003536
d,-7.073313,0.711109,2.419462,0.006718
d,-3.595181,0.404449,2.705316,0.009842
d,4.751709,0.573307,1.529692,0.007459
d,9.829995,0.509696,1.910770,0.007133
d,24.950441,0.424414,1.854616,0.007770
d,-1.592658,0.538213,1.959645,0.008420
d,31.293856,0.502438,2.024688,0.006842
d,48.567616,0.508307,1.955335,0.000420
d,-10.259556,0.535214,2.174236,0.006995
d,11.328814,0.225924,1.993148,0.006928
d,19.513107,0.521536,1.991395,0.006973
d,22.463873,0.515409,1.496764,0.008555
d,-12.681461,0.464657,2.581131,0.006137
d,-3.569406,0.611667,2.908234,0.007843
d,51.602177,0.583440,2.143096,0.000352
d,-7.799316,0.529492,2.222838,0.006916
d,49.172966,0.460066,1.762056,0.009148
d,77.702232,0.456143,1.957701,0.004632
d,-0.844478,0.462661,1.840154,0.006286
d,44.509468,0.410879,2.299619,0.007825
d,-3.874702,0.501835,2.244009,0.007090
d,0.245492,0.533231,2.111989,0.007468
d,221.012604,0.300963,1.838079,0.002381
d,380.455444,0.342194,2.006543,0.002240
d,251.583588,0.406271,1.869962,0.004283
d,14.352872,0.535239,1.890026,0.006403
d,76.058121,0.457344,1.845735,0.005413
d,138.819717,0.390696,1.916657,0.002370
d,0.949401,0.544689,1.950254,0.006177
d,109.608322,0.473018,1.910506,0.002878
d,613.342712,0.123962,1.508144,0.004668
d,616.542297,0.185539,1.982007,0.000500
d,11.189242,0.479209,1.779195,0.008066
d,4177.186523,0.065542,1.952101,0.005616
d,23.818731,0.520306,2.003518,0.007224
d,5.093410,0.539951,1.788372,0.009451
d,104.213341,0.501020,2.085542,0.001455
d,177.303787,0.571485,2.000585,0.000331
d,115.559074,0.360415,1.889728,0.003695
d,61.421997,0.480709,1.975520,0.005998
d,9.968295,0.487766,2.002327,0.006969
d,10.275155,0.509966,2.027957,0.005910
d,-5.014688,0.614300,2.415827,0.005899
d,-0.880307,0.676307,2.467363,0.004799
d,25.014137,0.479151,1.879732,0.009108
d,6.292435,0.494900,2.019689,0.007132
d,1.621935,0.451821,1.986727,0.006582
d,88.120872,0.468758,1.859812,0.005778
d,-5.697323,0.485099,2.372481,0.007040
d,61.948055,0.481281,1.914319,0.006334
d,-0.566403,0.594231,2.859914,0.003430
d,-1.618655,0.481913,2.273465,0.009658
d,26.717747,0.460656,1.801390,0.005113
d,233.387100,0.418849,1.891348,0.001773
d,-1.317740,0.514086,4.012006,0.011261
d,730.964844,0.197918,1.546580,0.001942
d,-1.407388,0.561204,1.985223,0.005059
d,77.544846,0.341030,1.759423,0.005608
d,3.467191,0.596690,2.032258,0.011727
d,7.499247,0.011045,1.451273,0.001659
d,0.333299,0.625504,2.068910,0.005181
d,15.537469,0.005672,2.857474,0.009337
d,251.978958,0.409975,1.822824,0.002552
d,1.103438,0.677269,1.822408,0.007628
d,26.507284,0.494692,1.860250,0.008303
d,-0.195610,1.250899,0.541299,0.006526
d,0.460793,0.585623,1.895012,0.007190
d,-6.822097,0.629023,2.744588,0.005931
d,-3.172417,0.435515,1.839319,0.006655
d,538.056702,0.334650,1.827378,0.000623
d,10.882210,0.453727,2.129913,0.006497
d,6.748195,0.483554,1.745191,0.009179
d,-9.446969,0.427842,2.097635,0.006398
d,4.710830,0.376974,1.756579,0.008558
d,2.464078,0.235229,3.576421,0.003709
d,-9.497683,0.523307,1.874330,0.008647
d,3.080257,0.589657,1.869637,0.006803
d,195.820114,0.373255,2.038003,0.005563
d,-1.747707,0.573431,2.923640,0.009452
d,-2.892607,0.400814,2.747729,0.014286
d,-2.549319,0.490838,2.267298,0.008762
d,7.714929,0.548204,2.033240,0.006468
d,-7.016930,0.635167,2.783394,0.007572
d,1.126795,0.468168,2.054556,0.014505
d,56.709614,0.469000,1.812763,0.006147
d,-6.855453,0.466054,2.386304,0.007616
d,0.393663,0.598932,2.168426,0.008424
d,513.278137,0.239984,2.027898,0.006388
d,1.957281,0.504013,1.996647,0.009583
d,8.636073,0.504203,1.841767,0.008611
d,2.967921,0.638501,1.976698,0.003408
d,442.686707,0.347483,1.782945,0.001596
d,-0.164562,3.085123,3.558330,0.002497
d,1.621935,0.451821,1.986727,0.006582
d,-5.560578,0.503325,2.606088,0.007573
d,1583.883057,0.184032,2.086438,0.000567
d,170.252762,0.424734,1.965185,0.003347
d,343.886078,0.283195,1.491408,0.002898
d,3.119184,0.469598,1.895596,0.007298
d,0.383690,1.434888,2.522091,0.004517
d,38.113152,0.490520,2.182090,0.005149
d,-1.706360,0.471802,2.517920,0.006795
d,351.737305,0.408653,2.051329,0.000422
d,2.104951,0.513530,1.881593,0.007402
d,1.094060,0.420894,2.161568,0.009902
d,136.077454,0.431985,1.769091,0.004787
d,47.298481,0.522620,2.010199,0.001872
d,92.908295,0.423345,1.912925,0.005027
d,91.816780,0.364898,1.736689,0.005246
d,-4.748498,0.476449,2.949163,0.014920
d,6.065068,0.465066,1.720999,0.007182
d,126.087311,0.493622,1.965360,0.000947
d,411.334198,0.308992,1.768139,0.002764
d,-5.778047,0.472752,2.157710,0.007650
d,-1.007735,0.510131,2.116859,0.008045
d,79.141533,0.500410,2.031120,0.003157
d,2.622576,0.527960,2.408090,0.005860
d,7.783500,0.504324,2.020940,0.008686
d,123.289696,0.458671,1.744983,0.004487
d,45.805943,0.511178,1.720591,0.007039
d,0.715640,0.557501,2.002312,0.006891
d,94.399063,0.431966,1.928555,0.005849
d,44.294014,0.568461,1.771681,0.004270
d,-32.832706,0.474649,2.241338,0.008669
d,-1.079694,0.506737,2.513524,0.007802
d,10.281034,0.517829,1.829855,0.004431
d,805.497986,0.299765,1.753887,0.000612
d,35.543499,0.535463,2.146578,0.000515
d,48.516560,0.436113,1.772844,0.007735
d,-10.593337,0.545578,2.185766,0.006998
d,16.273035,0.530963,1.767122,0.007100
d,1.345651,0.782839,1.696804,0.007534
d,15.647551,0.560009,1.808648,0.008807
d,-0.185300,0.557954,1.898667,0.005930
d,29.095457,0.513997,1.796530,0.006501
d,242.041367,0.429303,1.829697,0.000797
d,374.081116,0.332504,1.892880,0.003021
d,-1.779466,0.595640,2.094710,0.002169
d,3.852939,0.619530,1.907423,0.010206
d,367.121552,0.369381,1.857020,0.001059
d,128.658234,0.391084,1.827652,0.001921
d,5.307670,0.568160,1.565417,0.005927
d,1.287266,0.518719,2.097138,0.007733
d,110.245277,0.440909,1.820918,0.004738
d,-3.899572,0.512018,2.929215,0.005238
d,-2.305061,0.452732,2.150800,0.004573
d,0.760697,0.528103,2.075649,0.006034
d,70.706039,0.468617,1.996375,0.004341
d,-2.015239,0.775924,2.625715,0.003332
d,160.142426,0.358643,2.034011,0.003963
d,-1.343380,0.295873,1.967661,0.008808
d,5.829773,0.505338,1.942262,0.007522
d,1.658899,0.456726,2.003530,0.005614
d,0.949907,0.589755,1.359085,0.006838
d,-10.220061,0.451422,2.033036,0.008165
d,275.463867,0.404730,1.933084,0.001163
d,519.580688,0.275268,1.788512,0.001738
d,-9.344325,0.544173,2.281447,0.007864
d,1340.387817,0.146252,0.593328,0.004156
d,-1.858483,0.475599,2.053453,0.006712
d,5793.394531,0.054812,2.001844,0.002219
d,8.983606,0.352714,1.883893,0.008475
d,2435.372314,0.136660,2.124055,0.000362
d,-0.449618,0.454546,2.013905,0.009337
d,-11.161045,0.534529,2.243277,0.008425
d,1.633914,0.589566,2.151450,0.005866
d,139.078217,0.344866,1.795611,0.000534
d,136.772034,0.306187,1.865968,0.004651
d,6.642097,0.474393,1.981957,0.008124
d,6.886218,0.456601,2.128947,0.008276
d,-18.325724,0.431814,2.408144,0.012629
d,-1.267270,1.892368,3.305308,0.002966
d,10374.603516,0.029056,2.027137,0.003161
d,5.186057,0.589269,1.186194,0.007972
d,14.117296,0.505923,1.888564,0.008009
d,0.604649,0.553175,1.894099,0.006512
d,-9.437760,0.443407,2.981469,0.009789
d,10.994417,0.646047,1.520957,0.005501
d,-0.321263,0.887351,3.153430,0.002308
d,-1.876710,0.419130,1.859026,0.007385
d,101.943382,0.387575,1.969578,0.003786
d,2.415612,0.613452,1.874479,0.005376
d,-12.136645,0.425572,2.040596,0.007565
d,58.074024,0.509366,2.032946,0.005805
d,89.509697,0.425574,1.649157,0.006607
d,-0.790965,0.432819,2.447550,0.010341
d,2.481302,0.518972,1.896837,0.003780
d,3.740002,0.350483,1.480717,0.018928
d,0.438713,1.162652,2.346609,0.005476
d,12.546931,0.452898,2.103319,0.005974
d,276.320953,0.396498,1.699508,0.002127
d,-4.164059,0.454371,2.566601,0.006180
d,-15.556742,0.549298,2.360497,0.007603
d,-5.166886,0.567693,2.144928,0.005356
d,107.160255,0.513358,1.835622,0.001375
d,51.850521,0.411277,1.739120,0.006612
d,3.187033,0.556689,1.532416,0.007888
d,245.294052,0.383774,1.824322,0.001077
d,-0.350274,0.505242,2.407376,0.012936
d,-1.306517,0.615515,2.061400,0.005681
d,-20.607403,0.463668,1.798396,0.006621
d,7021.126465,0.044718,2.008173,0.003523
d,7.341434,0.563333,1.952575,0.006454
d,34.107185,0.437246,1.796215,0.008783
d,5.747342,0.496864,1.901107,0.008617
d,-2.012161,0.668538,2.340275,0.005323
d,239.839767,0.395811,1.791193,0.001097
d,297.072327,0.315097,1.688449,0.004115
d,-1.664030,0.651638,1.742566,0.005880
d,90.255264,0.473365,1.980962,0.004767
d,25.654764,0.455058,2.034252,0.006160
d,0.020394,0.538766,2.010292,0.010871
d,118.109383,0.410021,2.029263,0.003344
d,-10.695220,0.519954,2.333194,0.010606
d,33.580959,0.417015,1.968544,0.007874
d,-3.972984,0.531060,2.057996,0.006604
d,1.701784,0.519641,1.942762,0.009790
d,-6.903295,0.514944,3.315699,0.009330
d,64.388962,0.469945,2.032598,0.005283
d,1.540796,0.134030,2.697358,0.009603
d,41.560963,0.424444,1.942906,0.006541
d,7.711197,0.531373,2.131605,0.007141
d,20.378897,0.506046,1.814887,0.007588
d,119.805679,0.410277,1.786176,0.005693
d,-7.747633,0.494186,2.221317,0.009621
d,83.758125,0.596761,1.817380,0.000318
d,-1.914951,0.577985,2.069712,0.006401
d,257.599518,0.306913,1.851868,0.003106
d,-3.141778,0.609558,4.296911,0.006600
d,48.453907,0.466065,2.012886,0.004303
d,62.402557,0.479127,1.792920,0.005549
d,3.889422,0.507710,2.201279,0.008028
d,-6.623528,0.442650,3.991749,0.017884
d,30.272892,0.539640,1.979774,0.004733
d,27.725258,0.455179,1.866984,0.008289
d,2.806728,0.656971,1.590814,0.011366
d,283.287384,0.390233,1.585235,0.001563
d,77.251892,0.522814,1.912702,0.001444
d,41.888863,0.484387,1.906580,0.006863
d,24.543303,0.487148,1.868113,0.008718
d,181.760910,0.395579,1.885643,0.002959
d,-1.528266,0.704747,3.230555,0.008233
d,197.748093,0.495163,1.683059,0.001457
d,5.188254,0.423803,1.962719,0.007777
d,-41.502174,0.451853,2.336223,0.007798
d,101.567581,0.458059,1.690650,0.004668
d,412.198486,0.346591,1.951325,0.003552
d,3.234498,0.716873,1.826415,0.004729
d,8.675787,0.566537,1.592983,0.007719
d,66.066719,0.441788,2.210267,0.005254
d,7.529624,0.548775,1.628811,0.005252
d,17.215237,0.467791,1.637262,0.007409
d,229.207535,0.452349,1.807870,0.000716
d,561.009766,0.066738,1.902197,0.000774
d,-4.406329,0.784488,4.196378,0.006807
d,-8.587893,0.548250,1.992096,0.008775
d,4.758695,0.529022,1.902993,0.006710
d,111.217751,0.442495,1.872589,0.004215
d,-3.277480,0.853273,3.046002,0.002705
d,-0.419965,0.873139,2.079070,0.006008
d,22.101919,0.494721,1.988684,0.006934
d,8.305017,0.509535,1.839537,0.009095
d,40.268295,0.486647,1.978631,0.005331
d,394.244843,0.329889,1.646076,0.001049
d,82.322830,0.439874,2.049020,0.004075
d,0.437660,0.388124,2.321154,0.011222
d,8.085050,0.576493,1.404513,0.012140
d,-0.853933,0.456767,2.357444,0.008485
d,-7.008182,0.546800,1.980761,0.008135
d,6.473184,0.461764,1.790063,0.003134
d,12.056744,0.434518,1.901463,0.008932
d,78.960716,0.178354,1.649218,0.007997
d,-1.112290,0.520569,2.288904,0.010375
d,-6.425094,0.457237,2.085147,0.007205
d,51.114574,0.470756,1.915822,0.006180
d,47.702076,0.455743,1.755723,0.006678
d,-2.101614,0.632965,1.803594,0.005728
d,-4.540117,0.449914,2.137488,0.007717
d,1.886393,0.503028,1.399444,0.011608
d,24.239803,0.185421,1.879379,0.001649
d,11.360203,0.606548,1.440481,0.009392
d,114.160774,0.476781,1.820081,0.003663
d,209.887360,0.443845,1.663024,0.001677
d,76.513466,0.489451,1.769597,0.002929
d,18.782263,0.485620,1.943724,0.007190
d,-2.071407,0.726288,2.009526,0.002812
d,77.992264,0.468233,1.738518,0.005489
d,227.589615,0.083013,2.164610,0.000635
d,-0.596672,0.568079,2.268187,0.004734
d,-5.715544,0.510327,2.522053,0.009966
d,13.763656,0.596234,1.796356,0.007228
d,113.552719,0.119678,2.253551,0.012251
d,75.792961,0.414848,1.701861,0.006688
d,4.562663,0.532343,1.848653,0.007738
d,102.639877,0.408991,1.896271,0.003625
d,-2.756432,0.376628,4.032890,0.014714
d,35.284336,0.462456,1.885750,0.006518
d,178.991425,0.378899,1.985170,0.003108
d,10.416616,0.581588,1.674847,0.007160
d,2.638226,0.544878,1.556676,0.006711
d,10.448150,0.498474,1.885048,0.005854
d,7.011096,0.562412,1.835847,0.008495
d,41.194027,0.513932,1.901481,0.006143
d,16.954388,0.529005,1.795365,0.006979
d,607.881165,0.372394,1.838938,0.000489
d,263.767822,0.350578,1.931875,0.005403
d,-7.120948,0.490935,1.852823,0.007741
d,7.630778,0.478263,2.017293,0.007460
d,1780.451294,0.181648,2.209664,0.000312
d,1.974963,0.396837,1.921443,0.007262
d,-0.331502,1.336728,2.669565,0.001660
d,3039.461914,0.109822,1.206706,0.000317
d,17.792240,0.457164,1.704879,0.008801
d,473.779144,0.336032,1.566929,0.000446
d,2.234363,0.481135,2.151441,0.007613
d,13.130003,0.591933,1.811049,0.006160
d,-4.748498,0.476449,2.949163,0.014920
d,108.346474,0.484462,1.733331,0.003840
d,31.930958,0.510683,1.899109,0.004634
d,-12.069170,0.513535,1.974229,0.008513
d,-1.336339,0.536643,2.046791,0.008070
d,-8.575376,0.555070,2.146687,0.006900
d,-1.038497,0.421512,2.003265,0.001421
d,1.816016,0.395448,1.777356,0.014096
d,-4.404109,0.625064,2.231599,0.005740
d,-1.152447,1.454389,4.234443,0.003128
d,47.964703,0.485039,1.837638,0.006667
d,128.377319,0.449020,1.817903,0.005052
d,-3.465255,0.622814,1.745862,0.009365
d,-6.285840,0.528609,2.118858,0.007570
d,255.901474,0.400360,1.813457,0.001929
d,61.989059,0.496146,2.033180,0.003172
d,8021.229004,0.044680,2.141679,0.000301
d,2.182643,0.471805,1.788192,0.007062
d,172.220200,0.459285,1.808395,0.000729
d,-4.030431,0.511316,2.066625,0.006775
d,-7.356419,0.532211,1.968108,0.007643
d,-4.951067,0.658959,3.327852,0.008947
d,2.179468,0.579350,1.912131,0.005897
d,68.042923,0.513468,1.741667,0.005562
d,139.597534,0.467084,1.835391,0.004466
d,-9.898023,0.650141,3.291743,0.009446
d,2750.527344,0.108131,2.091143,0.000288
d,28.991137,0.463649,1.854992,0.006839
d,-1.316906,0.753422,2.984926,0.007088
d,-3.683435,0.675715,2.479870,0.007585
d,13.625435,0.474765,1.218521,0.008157
d,-27.505432,0.495996,2.165441,0.006199
d,112.113464,0.447415,1.936325,0.004744
d,-9.352823,0.534723,1.916585,0.007464
d,16.284992,0.480916,1.973007,0.006731
d,1817.161011,0.172165,2.054951,0.004573
d,-3.561719,0.584142,2.009634,0.007166
d,64.905617,0.455793,1.654467,0.004232
d,-3.198002,0.857649,2.496285,0.007867
d,22.972805,0.482151,2.045610,0.006702
d,118.441277,0.476494,1.923373,0.004052
d,1676.964722,0.148581,2.042771,0.003738
d,-1.093871,1.084248,1.736651,0.003457
d,155.103836,0.326993,1.737403,0.007131
d,32.166874,0.508927,2.002656,0.006835
d,-0.701776,0.273432,3.700893,0.018196
d,-1.520035,0.495701,1.843444,0.007318
d,81.960640,0.429924,2.019678,0.005211
d,176.926758,0.470649,1.911756,0.000634
d,-19.077530,0.455175,2.129976,0.007020
d,58.784439,0.439443,1.744337,0.007346
d,107.844055,0.472940,1.759259,0.004818
d,0.052676,0.662488,1.845798,0.009566
d,11.530128,0.507203,2.062548,0.006998
d,5.286725,0.512164,1.752385,0.006583
d,-3.623745,0.429346,4.352782,0.007316
d,119.645302,0.347038,1.878815,0.006043
d,-14.580671,0.449106,2.158845,0.010360
d,9.932707,0.578139,2.069451,0.006140
d,-1.708728,0.791613,2.050398,0.007692
d,-0.511786,0.715986,1.885480,0.003795
d,94.130318,0.445900,1.952684,0.006090
d,251.580597,0.399554,1.812207,0.002530
d,-2.114050,0.529493,2.772894,0.007091
d,1.318268,0.472225,2.065515,0.007370
d,-2.747303,0.481788,2.059064,0.007280
d,18.916044,0.505619,1.685751,0.007861
d,1.750086,0.361743,3.528779,0.011977
d,111.843666,0.460091,1.716286,0.004322
d,1234.088867,0.202491,1.688675,0.000413
d,227.320618,0.400605,1.779953,0.003054
d,-10.582639,0.470973,1.941942,0.008419
d,15.544223,0.520416,1.897047,0.007192
d,285.848816,0.364677,1.547336,0.003888
d,-0.893695,0.759566,1.846595,0.002501
d,-32.127491,0.367932,2.178139,0.007309
d,107.973259,0.349232,1.739826,0.004772
d,-2.406681,0.417655,2.464823,0.004276
d,107.141266,0.231087,1.837043,0.001902
d,-0.079375,0.535907,2.007682,0.006453
d,-8.564445,0.064776,4.431823,0.010710
d,12603.990234,0.027374,2.027303,0.000755
d,-7.984961,0.566196,2.840852,0.009297
d,20.144142,0.505269,1.726526,0.007898
d,-5.192840,0.590437,3.311428,0.007412
d,862.129639,0.226383,1.718419,0.003298
d,94.788773,0.353472,1.914665,0.003535
d,3.767072,0.563870,1.594800,0.010483
d,140.700928,0.452180,1.862697,0.003973
d,127.843025,0.392224,2.137147,0.004331
d,-12.138200,0.427189,2.201566,0.008235
d,-0.418269,0.380334,2.001204,0.008339
d,-4.797679,0.473021,2.164569,0.005863
d,164.488495,0.453982,1.969633,0.003623
d,157.988586,0.338459,1.743380,0.003687
d,354.587372,0.440260,1.893160,0.000381
d,5.240608,0.811320,0.537797,0.004942
d,13.590227,0.526600,2.032408,0.005450
d,132.403519,0.409367,1.761176,0.005282
d,2.733020,0.578161,1.691483,0.005755
d,113.131729,0.407925,1.909534,0.002982
d,14.662705,0.530749,1.722723,0.007858
d,316.126312,0.407996,1.880337,0.001766
d,91.020645,0.479746,1.891842,0.004714
d,132.853928,0.250707,1.865006,0.000635
d,-1.673745,0.451186,2.292762,0.010565
d,-0.353071,0.363409,1.905783,0.007248
d,48.024918,0.513011,1.717017,0.006201
d,12.517613,0.427417,1.734180,0.010667
d,-27.304752,0.495858,2.327806,0.006979
d,2161.929443,0.146348,2.003231,0.000384
d,-0.726260,0.494525,2.752527,0.002874
d,634.324707,0.316487,2.030353,0.001214
d,669.727295,0.247034,1.962231,0.000576
d,7.594554,0.507694,1.780202,0.009088
d,-4.463270,0.435238,2.028813,0.005665
d,21.859169,0.469294,2.039638,0.007027
d,0.678979,1.583930,0.994649,0.005089
d,1.607892,0.379197,2.134504,0.014896
d,38.701347,0.468010,1.909352,0.007617
d,3968.770264,0.088566,2.149481,0.000744
d,1.475567,0.623205,2.080470,0.010504
d,10.298331,0.493166,1.694645,0.009797
d,5.365480,0.569924,1.962460,0.007389
d,6234.183594,0.055812,2.030184,0.000314
d,304.367249,0.340229,2.022729,0.000889
d,14.120065,0.542147,1.950590,0.007317
d,10.632277,0.571006,1.695822,0.007082
d,124.243942,0.383071,1.805944,0.002423
d,73.145142,0.454222,1.770541,0.005107
d,4.748290,0.400165,1.960041,0.014961
d,12.340178,0.549078,1.981758,0.008137
d,209.672546,0.475445,1.733862,0.000464
d,-7.660093,0.502488,2.131490,0.006378
d,0.749766,0.308124,1.362020,0.010184
d,8.785359,0.473868,1.330891,0.009341
d,78.934799,0.371402,1.925828,0.007876
d,-7.585137,0.488534,2.189655,0.006446
d,0.238519,0.547906,2.065685,0.006701
d,-9.177653,0.063845,2.772943,0.008326
d,29.681162,0.506498,1.717126,0.006417
d,47.625847,0.423036,1.916281,0.005829
d,0.610630,0.478831,2.039554,0.006779
d,994.307861,0.203454,1.593980,0.002731
d,0.816455,0.378291,2.772501,0.011860
d,26166.486328,0.011714,1.888891,0.000366
d,156.741287,0.535321,1.890348,0.000463
d,-2.115741,0.460487,1.739829,0.007711
d,241.430145,0.388202,1.924444,0.001826
d,52.517384,0.546510,1.855054,0.002936
d,25.082397,0.517053,1.944426,0.006873
d,-11.252206,0.433334,2.427766,0.012976
d,199.976257,0.411017,1.539213,0.005772
d,-2.443783,0.461134,2.014045,0.007677
d,1916.606445,0.168583,1.682588,0.000314
d,69.403542,0.630744,1.497372,0.000414
d,117.624825,0.470027,1.825791,0.005050
d,0.976257,0.148437,1.291047,0.011792
d,125.019836,0.464926,1.612199,0.004365
d,7.296680,0.553672,1.925222,0.007948
d,87.483719,0.568341,1.943406,0.000408
d,165.115021,0.474458,1.552797,0.001965
d,-4.782111,0.437088,2.225059,0.010449
d,87.947723,0.635889,1.661562,0.000341
d,-9.385784,0.609107,2.140874,0.009582
d,6.699947,0.630711,1.267650,0.006109
d,10.666833,0.535293,1.918298,0.007357
d,-15.792943,0.526409,1.956946,0.007118
d,14.125343,0.452775,2.122406,0.001078
d,-7.354980,0.468825,2.366915,0.007684
d,-6.683784,0.501635,2.245456,0.009017
d,6.732129,0.833229,1.575681,0.004676
d,25.087053,0.425464,1.839447,0.009305
d,179.222824,0.405008,1.904584,0.002151
d,-1.280196,0.540142,1.422091,0.011551
d,32.795517,0.498886,1.945023,0.005413
d,-4.081008,0.472006,2.952789,0.008427
d,16.660961,0.415895,1.414756,0.006050
d,57.060741,0.464930,1.778655,0.006513
d,2.722492,0.487823,1.931201,0.007803
d,6.721022,0.479777,2.299405,0.009922
d,157.103226,0.431668,1.848293,0.003744
d,194.502289,0.439158,1.993197,0.001760
d,3.381157,0.515459,1.657007,0.001689
d,26.981306,0.478004,1.967288,0.006490
d,3.519950,0.494252,2.118067,0.006917
d,-0.050673,0.602712,2.071738,0.006369
d,85.252014,0.569578,1.699696,0.003144
d,1.877291,0.617522,1.658216,0.009361
d,572.388489,0.311830,1.818314,0.001794
d,1429.121094,0.184521,2.162887,0.000286
d,13.007370,0.492274,1.847764,0.008495
d,336.766357,0.401450,1.544926,0.000342
d,-0.022955,0.738616,2.329893,0.011012
d,-2.325097,0.636836,2.190804,0.006464
d,65.617233,0.524386,2.110955,0.001056
d,17.589504,0.528626,1.744141,0.008977
d,-1.319736,0.642351,1.749941,0.003886
d,19.679420,0.403002,1.989592,0.007460
d,21.022551,0.505634,1.631114,0.007767
d,0.152317,0.654637,2.840347,0.008486
d,10.607296,0.524020,1.920065,0.005063
d,142.968491,0.442576,1.863216,0.002289
d,1.768506,0.614016,2.272887,0.006612
d,-2.414126,0.664390,3.523291,0.006147
d,420.576538,0.312665,1.934151,0.003587
d,116.758331,0.472167,1.860263,0.001515
d,-1.210087,0.460140,2.037414,0.007237
d,-4.034454,0.621698,2.660768,0.007766
d,0.870474,0.468622,2.078782,0.007328
d,3.500329,0.576968,1.488036,0.010114
d,1.059814,0.515034,1.877407,0.006749
d,217.141800,0.335505,1.841642,0.003198
d,69.930260,0.507544,1.845248,0.004826
d,-1.568067,0.508637,2.544160,0.002535
d,131.949738,0.487026,1.935828,0.000806
d,-2.691078,0.486064,2.272581,0.013716
d,230.320755,0.373544,1.877151,0.002025
d,449.887817,0.399894,1.883160,0.000521
d,0.057434,0.558715,1.913399,0.007982
d,50.616913,0.489263,1.779140,0.005177
d,-2.781444,0.474390,2.223469,0.006643
d,12.502401,0.427703,2.220321,0.008991
d,138.681335,0.474351,1.964103,0.000964
d,144.029968,0.424814,1.847530,0.004479
d,159.412384,0.426154,1.514183,0.004069
