species,j,k,eta,sigma_mu
0.00000,0.59340,0.57466,2.16641,0.00474
0.00000,114.30138,0.30073,1.53500,0.00170
0.00000,-1.60365,0.55604,2.25161,0.00229
0.00000,5.79868,0.52201,1.94042,0.00569
0.00000,-0.12365,1.16205,1.86029,0.00248
0.00000,-0.17748,1.02252,1.81116,0.00309
0.00000,5.91756,0.63287,1.92245,0.00728
0.00000,13.72667,0.55880,1.76124,0.00324
0.00000,-4.96598,0.32423,1.56878,0.01696
0.00000,10.70499,0.51883,1.63534,0.00832
0.00000,4.57153,0.59796,1.95147,0.00547
0.00000,-9.16666,0.54269,2.70645,0.00373
0.00000,0.79589,0.58004,2.06227,0.00890
0.00000,-7.93590,0.52336,1.97463,0.00926
0.00000,25.32817,0.61843,1.87917,0.00108
0.00000,2.67587,0.46970,1.90682,0.00586
0.00000,329.70999,0.20865,2.04174,0.00046
0.00000,206.17627,0.29381,1.56302,0.00094
0.00000,-1.84572,0.56814,2.09468,0.00540
0.00000,-15.24723,0.52253,2.24964,0.00560
0.00000,23.60127,0.49673,1.84916,0.00655
0.00000,-0.77331,0.50120,2.95192,0.00888
0.00000,-5.22156,0.43884,3.72937,0.01428
0.00000,-0.31591,0.51724,3.31914,0.01036
0.00000,0.53928,0.49596,1.74704,0.00935
0.00000,-0.10935,1.02350,1.62731,0.00412
0.00000,6.25658,0.57621,1.74351,0.00467
0.00000,-0.85202,0.54562,2.12340,0.00903
0.00000,76.72741,0.48870,1.42170,0.00141
0.00000,59.30715,0.41241,1.72982,0.00156
0.00000,-2.17640,0.43584,2.25495,0.00511
0.00000,3.78436,0.61940,1.59282,0.00561
0.00000,-5.15187,0.45323,2.51790,0.00959
0.00000,149.10765,0.33473,1.94387,0.00067
0.00000,33.80000,0.48551,0.88720,0.00059
0.00000,39.38342,0.39184,2.49479,0.00063
0.00000,12.85246,0.49969,2.07202,0.00268
0.00000,4.48532,0.53784,1.89479,0.00294
0.00000,23.50983,0.56213,1.88447,0.00266
0.00000,-24.14231,0.48381,2.43867,0.00636
0.00000,92.42062,0.30044,1.79687,0.00319
0.00000,62.22690,0.52534,2.04749,0.00032
0.00000,13.25715,0.56786,1.89756,0.00324
0.00000,-0.11249,1.91549,2.15203,0.00037
0.00000,-1.94600,0.66233,2.13912,0.00858
0.00000,0.77655,0.50766,2.14392,0.00863
0.00000,-4.17487,0.50742,1.92504,0.00758
0.00000,3.20611,0.52964,1.70773,0.00146
0.00000,-3.92343,0.58682,2.30688,0.00614
0.00000,5.18571,0.69430,2.39236,0.00154
0.00000,-0.31560,0.40709,2.07427,0.00752
0.00000,4.88163,0.44573,1.64005,0.01239
0.00000,148.49460,0.40880,2.40179,0.00046
0.00000,-6.43011,0.54402,3.07491,0.00992
0.00000,1546.28027,0.06650,2.05538,0.00037
0.00000,-3.58588,0.08740,2.31836,0.00603
0.00000,46.81050,0.48819,1.42523,0.00355
0.00000,-0.15648,0.47344,1.69322,0.00634
0.00000,24.56891,0.43723,1.86659,0.00526
0.00000,27.64238,0.36708,1.93514,0.00132
0.00000,-0.02738,25.40099,3.34418,0.00022
0.00000,-9.03239,0.59321,2.64958,0.00667
0.00000,-9.77532,0.59258,2.89607,0.00759
0.00000,10.30947,0.22408,1.86428,0.00695
0.00000,7.82920,0.56310,2.02172,0.00573
0.00000,-29.12747,0.59912,2.60354,0.00540
0.00000,6.45598,0.46398,1.34634,0.01106
0.00000,0.39558,0.59050,1.35421,0.01121
0.00000,8.76540,0.31809,2.11893,0.01224
0.00000,0.13670,0.73789,1.93008,0.00862
0.00000,-12.68325,0.48776,2.30863,0.00473
0.00000,56.48640,0.44356,1.55743,0.00185
0.00000,-2.84371,0.59826,2.21718,0.00624
0.00000,53.70085,0.49770,1.61226,0.00107
0.00000,4.40754,0.65080,1.99350,0.00288
0.00000,59.77133,0.42895,1.78997,0.00181
0.00000,-2.20774,0.58752,3.06631,0.00265
0.00000,5.75615,0.57591,1.84150,0.00594
0.00000,7.33993,0.70979,1.57546,0.00736
0.00000,18.79632,0.54218,2.04550,0.00209
0.00000,9.88947,0.69016,1.57591,0.00652
0.00000,3.72594,0.51733,2.25728,0.00494
0.00000,6.24799,0.55961,1.57569,0.00545
0.00000,7.04068,0.56492,1.71328,0.00457
0.00000,61.10004,0.30871,1.27990,0.00677
0.00000,58.58667,0.38331,1.93775,0.00418
0.00000,325.60718,0.24537,1.65844,0.00063
0.00000,-2.48217,0.73427,2.56237,0.00258
0.00000,107.36887,0.55194,1.89659,0.00021
0.00000,-19.86087,0.64654,2.38870,0.00108
0.00000,29.75125,0.53413,1.78064,0.00114
0.00000,16.13669,0.62342,1.87422,0.00392
0.00000,-1.20369,0.57152,2.17781,0.00645
0.00000,291.47595,0.29750,2.07735,0.00029
0.00000,24.73983,0.52860,1.75565,0.00376
0.00000,-2.44586,0.74951,4.30675,0.00574
0.00000,19.03205,0.35616,2.14583,0.00517
0.00000,14.01285,0.52024,1.73270,0.00839
0.00000,121.71926,0.39632,1.87536,0.00148
0.00000,13.68520,0.52502,2.40726,0.00250
0.00000,33.25639,0.55769,2.08182,0.00085
0.00000,1263.50354,0.08288,2.04281,0.00034
0.00000,3.13085,0.69451,1.81610,0.00838
0.00000,-0.00867,0.59747,2.29026,0.00464
0.00000,-2.35748,0.51009,2.21427,0.00805
0.00000,20.55027,0.42348,1.24072,0.01144
0.00000,-0.17819,0.72177,1.89686,0.00333
0.00000,5.83570,0.47771,1.91987,0.00087
0.00000,959.62775,0.09420,1.98082,0.00025
0.00000,-2.71329,0.43407,1.86323,0.00573
0.00000,17.52528,0.45021,1.45499,0.00665
0.00000,25.40302,0.57662,1.93227,0.00304
0.00000,11.92968,0.57019,1.87673,0.00562
0.00000,8.44912,0.57239,1.82496,0.00481
0.00000,-0.45973,0.88948,1.75280,0.00594
0.00000,238.73578,0.29797,2.01448,0.00073
0.00000,95.24528,0.10787,2.41845,0.00052
0.00000,25.59397,0.50021,1.99513,0.00101
0.00000,541.11365,0.12321,1.80829,0.00040
0.00000,0.68029,0.62843,2.09854,0.00645
0.00000,-5.28731,0.59067,2.37608,0.00642
0.00000,133.81056,0.17751,2.06085,0.00030
0.00000,22.20640,0.58033,1.64432,0.00109
0.00000,13.95029,0.41284,1.92856,0.00316
0.00000,285.15866,0.18278,2.07854,0.00085
0.00000,33.33223,0.49994,1.75171,0.00220
0.00000,20.72751,0.52398,2.02242,0.00315
0.00000,-0.12669,0.41724,1.98976,0.00926
0.00000,3.90292,0.58353,1.93105,0.00531
0.00000,22.76738,0.50137,1.88301,0.00809
0.00000,319.07672,0.11085,2.02569,0.00076
0.00000,0.62434,0.78191,1.67844,0.00403
0.00000,-2.13195,0.60352,1.80851,0.00553
0.00000,20.40751,0.55138,1.75643,0.00445
0.00000,39.61257,0.52477,1.51316,0.00226
0.00000,701.42847,0.01565,1.04947,0.01110
0.00000,-9.77532,0.59258,2.89607,0.00759
0.00000,127.51949,0.39386,1.03925,0.00153
0.00000,7.55493,0.58378,1.81220,0.00589
0.00000,42.83439,0.36864,1.15045,0.00264
0.00000,6.40833,0.59856,2.03915,0.00388
0.00000,294.89969,0.20903,1.13953,0.00053
0.00000,3.03360,0.58236,1.74636,0.00096
0.00000,-4.20585,0.49723,2.04452,0.00566
0.00000,72.17088,0.33796,1.83910,0.00090
0.00000,25.87378,0.51938,1.61893,0.00656
0.00000,0.03449,1.50701,1.80228,0.00195
0.00000,-0.55262,2.51280,4.35861,0.00108
0.00000,17.06500,0.57473,1.69775,0.00229
0.00000,18.94695,0.52313,1.71730,0.00450
0.00000,22.93511,0.56009,1.76511,0.00320
0.00000,14.13353,0.52518,1.78672,0.00459
0.00000,0.68080,0.50540,1.97909,0.00505
0.00000,9.91391,0.46511,1.73437,0.00694
0.00000,3.43652,0.46541,1.43159,0.01042
0.00000,-14.24186,0.53412,2.06027,0.00171
0.00000,2.77651,0.70919,1.75980,0.00366
0.00000,0.50071,0.75347,1.15346,0.00382
0.00000,14.75507,0.43330,2.00041,0.00091
0.00000,118.90541,0.30271,1.82044,0.00074
0.00000,13.88987,0.21491,1.81752,0.00098
0.00000,3.24677,0.54930,1.44690,0.00508
0.00000,-1.89667,0.58823,1.99952,0.00720
0.00000,249.46724,0.29020,1.99320,0.00082
0.00000,2.68538,0.75909,1.80089,0.00022
0.00000,-0.60458,0.98133,2.32124,0.00506
0.00000,535.02075,0.18339,1.96452,0.00039
0.00000,38.71129,0.38571,1.89171,0.00189
0.00000,12.31149,0.53418,1.85348,0.00357
0.00000,11.89636,0.46760,2.00079,0.00356
0.00000,14.74460,0.50641,2.01011,0.00489
0.00000,205.29932,0.26507,1.42787,0.00059
0.00000,17.68549,0.52352,1.91640,0.00398
0.00000,0.52370,0.59094,1.84777,0.00633
0.00000,-2.45199,0.58409,2.24033,0.00448
0.00000,-0.29624,0.51991,1.86221,0.00494
0.00000,-3.87913,0.48570,2.95931,0.01220
0.00000,-1.47498,0.55221,2.10297,0.00563
0.00000,-6.45028,0.55378,2.63809,0.00653
0.00000,133.03348,0.38104,2.07958,0.00083
0.00000,46.06224,0.43725,1.46957,0.00314
0.00000,4.78050,0.57019,1.84072,0.00531
0.00000,-24.24929,0.59107,2.46920,0.00318
0.00000,170.32086,0.28008,1.96154,0.00041
0.00000,103.92931,0.31431,1.54518,0.00487
0.00000,12.96304,0.57384,1.81822,0.00622
0.00000,2.78495,0.34424,1.83950,0.00279
0.00000,-8.57334,0.45706,1.99924,0.00865
0.00000,17.88456,0.51648,2.21065,0.00170
0.00000,32.00451,0.41828,1.61690,0.00192
0.00000,7.11612,0.47525,1.83796,0.00620
0.00000,44.14138,0.28864,1.76465,0.00371
0.00000,-0.03438,0.58104,3.13250,0.00244
0.00000,0.54703,0.76481,1.50534,0.00357
0.00000,5.74781,0.54947,1.74189,0.00642
0.00000,53.22914,0.39669,1.98659,0.00456
0.00000,3.76244,0.26454,1.67876,0.00282
0.00000,4.98815,0.60910,1.81408,0.00412
0.00000,3.29823,0.50732,1.68542,0.00649
0.00000,13.97411,0.49056,1.81260,0.00275
0.00000,-8.95025,0.14782,2.27792,0.00447
0.00000,-0.10612,0.53443,1.97657,0.00501
0.00000,194.32874,0.23234,1.56239,0.00055
0.00000,1.38053,0.47176,2.17636,0.00593
0.00000,-1.99434,0.60925,2.65955,0.00734
0.00000,4.31882,0.49641,1.07124,0.00306
0.00000,1.49587,0.60971,2.88824,0.00790
0.00000,23.14810,0.47005,1.82724,0.00692
0.00000,172.84831,0.35067,2.02026,0.00039
0.00000,12.83618,0.50866,1.67532,0.00727
0.00000,10.72720,0.47798,1.99464,0.00570
0.00000,-3.65291,0.09747,3.63610,0.00933
0.00000,132.85313,0.28606,1.51113,0.00161
0.00000,-3.78711,0.55314,2.78853,0.00423
0.00000,-6.23676,0.62708,1.92846,0.00807
0.00000,31.00639,0.56026,1.73768,0.00248
0.00000,519.61127,0.19679,1.93737,0.00041
0.00000,4.56649,0.45731,2.92608,0.00624
0.00000,1.56474,1.03894,1.42673,0.00510
0.00000,-5.71364,0.57627,2.02429,0.00623
0.00000,0.90909,0.59569,1.98664,0.00767
0.00000,-1.50891,0.45835,1.93362,0.00614
0.00000,-5.11841,0.40043,2.19189,0.00539
0.00000,2.63527,0.48220,1.54927,0.00612
0.00000,38.20155,0.50566,1.55903,0.00337
0.00000,-2.08528,0.50570,1.94924,0.00803
0.00000,-8.00129,0.61446,2.42493,0.00621
0.00000,8.04586,0.56511,1.63189,0.00225
0.00000,20.88092,0.56540,2.00728,0.00369
0.00000,25.02033,0.50375,1.86907,0.00315
0.00000,29.86762,0.47331,1.54009,0.00501
0.00000,374.47299,0.25831,1.98233,0.00041
0.00000,86.30682,0.32905,1.83612,0.00180
0.00000,-0.82415,0.61887,1.74566,0.00538
0.00000,12.99120,0.51113,1.78106,0.00485
0.00000,58.46763,0.34059,1.82058,0.00240
0.00000,-0.28963,0.56108,2.29674,0.00825
0.00000,-4.69866,0.61733,1.67014,0.00415
0.00000,5.88610,0.59061,1.73021,0.00729
0.00000,-3.77452,0.54606,1.92614,0.00644
0.00000,2.37465,0.54330,1.56624,0.00536
0.00000,143.08311,0.39476,1.62943,0.00044
0.00000,9.34641,0.52926,2.00990,0.00483
0.00000,28.90128,0.59295,1.82969,0.00118
0.00000,56.65333,0.43323,1.84683,0.00246
0.00000,33.97551,0.55224,1.72507,0.00215
0.00000,97.45338,0.47777,1.59978,0.00126
0.00000,-3.44228,0.69054,2.13763,0.00108
0.00000,-9.91121,0.57271,2.15198,0.00259
0.00000,5.51505,0.47535,1.97116,0.00491
0.00000,-6.87664,0.45534,2.01855,0.00836
0.00000,0.25727,2.74582,2.33960,0.00266
0.00000,11.77461,0.43122,1.46169,0.00386
0.00000,15.81530,0.06960,0.84708,0.01834
0.00000,0.12953,0.60227,2.26852,0.00283
0.00000,4.22843,0.54395,1.81682,0.00430
0.00000,21.88593,0.48931,1.58363,0.00383
0.00000,-1.66441,0.43150,3.23741,0.00998
0.00000,1.09930,0.61142,1.76611,0.00864
0.00000,58.50441,0.40829,1.39559,0.00083
0.00000,23.86731,0.45426,1.45412,0.00907
0.00000,36.27710,0.42026,1.60523,0.00429
0.00000,407.46112,0.21079,1.81904,0.00027
0.00000,8.05196,0.39202,1.62112,0.00756
0.00000,37.87878,0.35772,1.84365,0.01052
0.00000,2.10452,0.49999,0.79649,0.01222
0.00000,0.19724,0.41164,2.33623,0.00507
0.00000,-10.00758,0.54216,2.29871,0.00443
0.00000,10.84585,0.55630,1.80876,0.00276
0.00000,-0.94948,0.35029,1.65788,0.01169
0.00000,22.07543,0.55819,1.57511,0.00619
0.00000,409.11713,0.07235,2.05730,0.00030
0.00000,6.02595,0.50075,1.81818,0.00656
0.00000,48.95498,0.44723,1.73964,0.00188
0.00000,-1.59489,0.51275,2.16205,0.01026
0.00000,-5.06690,0.52443,2.00125,0.00738
0.00000,325.40527,0.15771,1.53996,0.00063
0.00000,2.47934,0.52227,1.29005,0.00799
0.00000,23.49162,0.44986,2.32883,0.00291
0.00000,-2.95093,0.66962,2.66328,0.00558
0.00000,66.43819,0.45395,1.42732,0.00308
0.00000,-1.46923,0.75291,3.92085,0.00396
0.00000,18.22388,0.48759,2.13475,0.00177
0.00000,339.85126,0.13521,1.90603,0.00037
0.00000,464.71365,0.14521,1.96341,0.00157
0.00000,3.24968,0.48568,1.69768,0.01597
0.00000,34.87690,0.49088,1.75870,0.00281
0.00000,15.80297,0.54381,1.91074,0.00432
0.00000,-0.07320,5.74965,2.63448,0.00044
0.00000,3.06163,0.49547,2.19571,0.00472
0.00000,9.10840,0.53346,0.97533,0.00929
0.00000,-2.45685,0.67233,2.45436,0.00892
0.00000,166.71973,0.30238,2.29162,0.00065
0.00000,4.20146,0.72301,0.96129,0.00701
0.00000,41.52203,0.44403,1.81744,0.00291
0.00000,-3.94500,0.53676,3.70683,0.00920
0.00000,126.35495,0.39958,1.27985,0.00076
0.00000,-7.10575,0.48537,2.25715,0.00990
0.00000,-6.52465,0.52001,2.34534,0.00719
0.00000,-2.58162,0.34075,1.92805,0.00822
0.00000,-1.33806,0.81941,3.61228,0.00592
0.00000,-0.53783,0.82894,1.76184,0.00500
0.00000,-8.55402,0.50097,2.42460,0.00603
0.00000,-6.71780,0.56225,2.09689,0.00462
0.00000,25.85839,0.57997,1.11594,0.00065
0.00000,116.79869,0.28515,1.37840,0.00117
0.00000,0.90188,0.51678,2.23867,0.00640
0.00000,18.01278,0.47606,1.86268,0.00864
0.00000,-4.44902,0.61501,2.01640,0.00520
0.00000,-5.66020,0.53495,3.08292,0.00504
0.00000,11.95303,0.63384,1.65041,0.00045
0.00000,-2.02729,0.64028,2.17361,0.00712
0.00000,498.74365,0.11761,1.90007,0.00063
0.00000,9.52663,0.61777,1.92628,0.00515
0.00000,10.35886,0.50577,2.19868,0.00482
0.00000,78.38976,0.41608,1.77276,0.00221
0.00000,80.82201,0.46299,0.99816,0.00101
0.00000,26.19908,0.48317,2.38377,0.00135
0.00000,-1.56082,0.48568,3.46246,0.00280
0.00000,2.28950,0.61469,1.62493,0.00609
0.00000,-10.91152,0.53036,2.22376,0.00577
0.00000,-1.72776,0.64500,2.20387,0.01046
0.00000,169.96713,0.26787,1.22284,0.00094
0.00000,10.09588,0.48397,1.70978,0.00372
0.00000,23.30153,0.52714,2.21152,0.00137
0.00000,11.00950,0.46128,2.03970,0.00385
0.00000,73.39952,0.11901,1.90991,0.00069
0.00000,78.43549,0.44831,1.79799,0.00037
0.00000,2.75483,0.56807,2.24608,0.00737
0.00000,319.16443,0.14586,2.00073,0.00041
0.00000,22.22655,0.56088,1.86506,0.00354
0.00000,-1.82041,0.59207,2.54389,0.00559
0.00000,3.24987,0.67165,2.03925,0.00656
0.00000,13.09014,0.22245,1.52387,0.00138
0.00000,8.32096,0.50586,2.07323,0.00356
0.00000,3.82503,0.36181,1.17337,0.01179
0.00000,165.33714,0.37920,1.74697,0.00064
0.00000,35.96528,0.40416,2.06071,0.00244
0.00000,4.91526,0.38892,2.13276,0.00693
0.00000,57.76737,0.25291,1.40917,0.00123
0.00000,31.58185,0.58129,1.85605,0.00074
0.00000,-9.51254,0.42982,2.09094,0.01058
0.00000,-1.69251,0.72369,2.49062,0.00622
0.00000,-13.18652,0.03779,2.50222,0.00926
0.00000,16.75876,0.55051,2.00089,0.00553
0.00000,62.91113,0.49832,1.95320,0.00061
0.00000,-2.80724,0.52881,2.10711,0.01070
0.00000,6.83595,0.43237,1.76729,0.00855
0.00000,13.51029,0.54810,1.62779,0.00520
0.00000,-14.35179,0.59234,2.60218,0.00735
0.00000,1.54966,0.55672,1.91429,0.00778
0.00000,-0.91012,1.36406,0.57533,0.00502
0.00000,59.94155,0.37254,1.61568,0.00159
0.00000,131.65721,0.38946,2.05348,0.00114
0.00000,59.11566,0.51038,1.37887,0.00143
0.00000,-5.81906,0.44124,2.35554,0.00624
0.00000,-3.76443,0.59163,1.73810,0.00292
0.00000,-1.33798,1.43529,2.59277,0.00128
0.00000,-0.21877,0.94786,2.68575,0.00263
0.00000,-0.68329,0.44386,2.42929,0.00537
0.00000,160.70728,0.29983,2.37881,0.00088
0.00000,22.04781,0.57615,1.63608,0.00481
0.00000,12.39786,0.53366,2.01760,0.00658
0.00000,-1.40247,1.36347,2.33312,0.00042
0.00000,14.66758,0.44808,1.76496,0.00569
0.00000,16.41449,0.51235,1.59313,0.00859
0.00000,4.16435,0.70357,1.96858,0.00407
0.00000,44.87480,0.33685,1.74398,0.00291
0.00000,15.74881,0.67443,1.82681,0.00113
0.00000,5.98971,0.31724,1.79372,0.00363
0.00000,510.45880,0.18959,1.94191,0.00033
0.00000,-3.03147,0.55766,2.02758,0.00515
0.00000,-1.37525,0.81961,2.72018,0.00615
0.00000,38.51425,0.45488,2.25944,0.00204
0.00000,40.31333,0.45726,1.48685,0.00378
0.00000,0.87666,0.66996,1.97315,0.00637
0.00000,-0.15534,0.55757,2.10979,0.00818
0.00000,15.30504,0.57119,2.07057,0.00240
0.00000,29.38855,0.54923,1.89715,0.00184
0.00000,18.31473,0.56450,1.91885,0.00164
0.00000,10.89973,0.46605,2.00425,0.00595
0.00000,11.84632,0.37996,1.64844,0.00671
0.00000,2.16360,0.49422,1.97510,0.00717
0.00000,210.54962,0.27970,1.51626,0.00058
0.00000,43.79077,0.51061,1.36578,0.00488
0.00000,18.76038,0.60568,1.71853,0.00161
0.00000,-1.12681,0.48866,2.33747,0.00364
0.00000,-6.48029,0.30017,2.24115,0.00775
0.00000,319.59787,0.21188,1.85983,0.00050
0.00000,-4.41617,0.65544,2.49096,0.00788
0.00000,7.14935,0.60454,2.04103,0.00511
0.00000,22.71444,0.57939,1.94720,0.00298
0.00000,6.86005,0.32922,1.75905,0.00086
0.00000,7.67974,0.24167,2.20325,0.00121
0.00000,0.17993,1.64679,1.62080,0.00226
0.00000,86.09653,0.47252,1.68962,0.00122
0.00000,18.14720,0.49666,1.88479,0.00415
0.00000,2.78643,0.56030,1.68046,0.00442
0.00000,1.83389,0.53619,1.96860,0.00762
0.00000,8.65598,0.53382,1.88559,0.00588
0.00000,1.10989,0.80922,2.13530,0.00659
0.00000,-2.06083,0.63991,2.20799,0.00853
0.00000,-8.60404,0.60655,2.52219,0.00816
0.00000,20.06989,0.64468,1.89774,0.00055
0.00000,91.73338,0.15451,1.86301,0.00364
0.00000,8.23720,0.47962,1.69773,0.00832
0.00000,-2.98774,0.82299,4.30581,0.00495
0.00000,5.51421,0.49314,2.15666,0.00305
0.00000,15.29433,0.56151,2.02628,0.00278
0.00000,46.52129,0.41737,2.05347,0.00291
0.00000,0.23839,0.65432,1.79596,0.00660
0.00000,250.62791,0.29426,2.18925,0.00082
0.00000,34.02574,0.49158,2.05510,0.00156
0.00000,-9.05126,0.65443,3.10435,0.00891
0.00000,-7.77498,0.40977,2.70775,0.00869
0.00000,22.60694,0.56822,1.61303,0.00453
0.00000,-13.06698,0.66381,2.49990,0.00759
0.00000,-1.43818,0.65593,3.82380,0.01051
0.00000,-25.90602,0.50412,2.19738,0.00824
0.00000,14.64721,0.57907,1.60526,0.00066
0.00000,-10.44695,0.51196,2.21523,0.00410
0.00000,33.80000,0.48551,0.88720,0.00059
0.00000,-16.60020,0.52094,2.13306,0.00431
0.00000,23.95955,0.47080,2.09791,0.00355
0.00000,0.17753,0.63541,1.50394,0.00881
0.00000,-13.25101,0.56502,3.86768,0.01315
0.00000,5.70218,0.48429,2.13880,0.00527
0.00000,-1.90428,0.52268,1.92778,0.00670
0.00000,168.84857,0.35407,2.03118,0.00051
0.00000,3.41930,0.49842,1.79637,0.00315
0.00000,-4.76008,0.49665,3.84183,0.01037
0.00000,42.73615,0.49305,1.61196,0.00333
0.00000,-16.68503,0.60432,2.49640,0.00665
0.00000,4.22104,0.43145,2.46162,0.01405
0.00000,-5.47219,0.51499,2.11337,0.00634
0.00000,-1.21162,0.54784,2.34862,0.00697
0.00000,-5.64102,0.43943,2.79653,0.00599
0.00000,74.37702,0.22696,1.43222,0.00545
0.00000,1.30439,0.47389,1.44053,0.00333
0.00000,457.43185,0.17099,1.87236,0.00049
0.00000,37.02840,0.50748,1.86539,0.00309
0.00000,-0.00386,0.39919,3.82578,0.00691
0.00000,-1.40519,0.32600,4.40299,0.00856
0.00000,-3.33519,0.62716,2.57138,0.00533
0.00000,14.65029,0.09545,2.15151,0.00400
0.00000,-2.36921,0.74329,2.61912,0.00567
0.00000,52.54908,0.58528,2.01772,0.00071
0.00000,11.92080,0.42101,1.70783,0.00353
0.00000,52.41849,0.48952,1.37340,0.00036
0.00000,4.10867,0.47370,1.98652,0.00397
0.00000,25.66437,0.54422,1.63757,0.00484
0.00000,-3.58559,0.46012,2.67653,0.01090
0.00000,106.64803,0.40337,2.01317,0.00187
0.00000,-8.89586,0.72576,2.29902,0.00400
0.00000,740.25250,0.12815,2.01464,0.00044
0.00000,6.04034,0.25155,1.50043,0.00343
0.00000,21.46741,0.38649,1.14526,0.00079
0.00000,2.15577,0.55609,2.23486,0.00248
0.00000,-1.44941,0.56279,1.97672,0.00770
0.00000,15.32762,0.54318,1.39975,0.00304
0.00000,14.75056,0.45415,1.26878,0.00858
0.00000,3.39474,0.43277,1.57034,0.00535
0.00000,2.31725,0.57155,2.03436,0.00411
0.00000,107.73330,0.41297,1.61584,0.00148
0.00000,-11.27308,0.42516,2.36386,0.00721
0.00000,16.30324,0.53300,1.74885,0.00781
0.00000,12.97226,0.06098,2.24189,0.00389
0.00000,1.75297,0.55326,2.02617,0.00681
0.00000,-0.01180,0.68539,1.50532,0.00950
0.00000,12.16986,0.46018,1.99185,0.00331
0.00000,263.82059,0.28965,2.08602,0.00063
0.00000,26.40654,0.45491,1.57057,0.00231
0.00000,27.54006,0.65975,1.39116,0.00094
0.00000,-5.49094,0.36458,2.21264,0.00861
0.00000,8.27019,0.58600,1.84556,0.00524
0.00000,-8.30551,0.58094,2.04002,0.00432
0.00000,-2.74556,0.37217,2.59784,0.01294
0.00000,57.80002,0.20949,1.57006,0.00120
0.00000,20.49473,0.47641,1.95321,0.00115
0.00000,1.18433,0.46143,1.82693,0.00949
0.00000,-11.16154,0.56615,2.29929,0.00641
0.00000,3.89899,0.55213,1.97360,0.00611
0.00000,0.22127,0.66174,2.01316,0.00496
0.00000,10.27818,0.51707,1.90975,0.00363
0.00000,84.73411,0.35589,1.56682,0.00083
0.00000,30.33929,0.44179,1.72785,0.00450
0.00000,-11.64625,0.58161,2.44394,0.00380
0.00000,-1.50186,0.56665,2.23781,0.00620
0.00000,14.38130,0.49837,1.63199,0.00541
0.00000,-1.88830,0.61546,2.19478,0.00793
0.00000,3.00114,0.66540,1.93282,0.00523
0.00000,36.72655,0.50761,1.12370,0.00096
0.00000,41.97767,0.46580,1.17942,0.00527
0.00000,28.44325,0.61202,2.10679,0.00065
0.00000,83.72261,0.45934,0.91591,0.00609
0.00000,-0.63939,0.70492,2.02565,0.00466
0.00000,2.26854,0.51745,1.96254,0.00587
0.00000,10.75173,0.44592,1.77930,0.00627
0.00000,3.42357,0.43760,2.36015,0.00957
0.00000,2.18325,0.93714,1.54743,0.00521
0.00000,-5.58955,0.51967,2.50587,0.00904
0.00000,1.97533,0.61812,1.98114,0.00723
0.00000,-1.61505,0.59113,2.25727,0.00556
0.00000,87.28208,0.15936,1.88292,0.00307
0.00000,-0.56615,0.90489,2.32548,0.00674
0.00000,-1.45267,0.48866,1.97762,0.00528
0.00000,0.23494,0.46298,2.25976,0.01003
0.00000,-6.15267,0.42524,2.04101,0.00761
0.00000,1.27549,0.53035,1.88603,0.00921
0.00000,593.38538,0.16724,2.18638,0.00044
0.00000,40.54039,0.48361,1.75563,0.00164
0.00000,-7.33552,0.51362,2.49742,0.00793
0.00000,2.18891,0.82558,1.73044,0.00434
0.00000,2.91834,0.40084,2.97024,0.01055
0.00000,34.63965,0.56677,1.77148,0.00136
0.00000,3.57637,0.54220,2.26907,0.00685
0.00000,-5.49094,0.36458,2.21264,0.00861
0.00000,31.98089,0.56857,1.62809,0.00323
0.00000,3.89681,0.55088,1.75852,0.00881
0.00000,-1.77586,0.42327,2.19083,0.00904
0.00000,41.20652,0.43531,1.67364,0.00442
0.00000,-0.36361,0.68684,3.42922,0.00523
0.00000,-3.83906,0.66502,2.76008,0.00665
0.00000,39.24395,0.50558,2.04391,0.00105
0.00000,-6.52296,0.54839,1.87412,0.00710
0.00000,-2.37258,0.61801,1.99783,0.00657
0.00000,31.58311,0.46381,1.74205,0.00252
0.00000,0.88071,0.59882,3.64305,0.00319
0.00000,4.49143,0.49604,1.81681,0.00726
0.00000,49.75697,0.48879,1.61208,0.00187
0.00000,-26.49605,0.55381,2.15850,0.00426
0.00000,4.96700,0.49781,1.22626,0.00804
0.00000,378.95255,0.17819,1.82997,0.00026
0.00000,-4.06460,0.46367,4.35004,0.00883
0.00000,62.42799,0.34752,1.26685,0.00133
0.00000,-0.73550,1.14726,2.81684,0.00562
0.00000,56.19457,0.40834,1.74730,0.00316
0.00000,5.26184,0.52794,1.72801,0.01139
0.00000,16.85253,0.51906,1.46681,0.00090
0.00000,708.52643,0.14487,1.85756,0.00032
0.00000,28.03685,0.45933,1.77017,0.00268
0.00000,46.41745,0.48191,1.81706,0.00158
0.00000,-2.88331,0.46782,2.15313,0.00471
0.00000,55.10078,0.50938,1.51232,0.00080
0.00000,-9.74252,0.53254,2.55659,0.00254
0.00000,15.34772,0.52225,1.60763,0.00570
0.00000,113.08521,0.43528,1.14476,0.00060
0.00000,-9.12155,0.51004,2.07440,0.00156
0.00000,826.83276,0.10388,1.69580,0.00025
0.00000,-0.59441,0.51175,2.05947,0.00955
0.00000,9.54613,0.55722,2.03199,0.01218
0.00000,315.97610,0.18463,1.62495,0.00074
