species,j,k,eta,sigma_mu
d,8.910204,0.757202,2.056464,0.003824
d,16.727848,0.993409,1.256752,0.002567
d,-1.735298,1.584900,3.039351,0.001985
d,38.514675,0.574483,1.486428,0.004285
d,1.384810,0.609905,1.389064,0.002664
d,2251.374512,0.027257,2.119638,0.000542
d,-0.236624,1.514243,2.097932,0.002811
d,113.286751,0.562887,1.453134,0.002590
d,0.856963,1.445350,2.184464,0.004001
d,1.262254,1.693066,1.794016,0.002460
d,2408.169434,0.062415,2.017114,0.000871
d,8.005421,0.582700,1.255081,0.004260
d,4.606107,0.407348,2.052956,0.009723
d,25.881786,0.745194,1.210222,0.003813
d,7.865150,1.033320,2.025221,0.002814
d,4.655322,1.207478,1.674913,0.002961
d,6.789675,0.370886,2.093421,0.004200
d,0.286554,0.682642,1.642174,0.008898
d,14.943458,0.359372,1.959059,0.003791
d,44.112309,0.487101,1.362133,0.005081
d,181.812180,0.357984,1.402012,0.003897
d,0.139626,1.357017,2.131002,0.001114
d,0.525170,1.264373,1.809874,0.006377
d,10.891369,0.774085,1.272572,0.002582
d,45.889252,1.179220,1.599838,0.001933
d,107.504135,0.673939,1.864321,0.001469
d,2.334081,0.857528,1.677492,0.002691
d,57.233906,0.813948,1.303562,0.004821
d,117.083809,0.512346,1.479610,0.004560
d,3.915526,0.324293,1.738101,0.005893
d,405.963196,0.220998,0.980716,0.004873
d,102.673248,0.518470,1.377190,0.001326
d,25.063267,0.653445,1.690123,0.005304
d,-0.564705,1.123387,1.877442,0.003748
d,32.363941,1.223080,1.348040,0.003323
d,11.753946,0.727810,1.484233,0.003306
d,10.257219,0.630489,2.057759,0.004189
d,91.885498,0.359713,1.222931,0.007843
d,32.861794,0.514221,1.680041,0.003061
d,133.382889,0.532495,1.233679,0.004917
d,-0.031276,0.445663,2.199636,0.003151
d,58.953823,0.294711,1.738797,0.002265
d,4.928815,0.554384,1.748164,0.007796
d,607.395996,0.182083,1.441473,0.002282
d,79.663750,0.646057,1.119607,0.007972
d,-0.338577,0.873639,2.518515,0.000844
d,5.907643,0.503564,1.876918,0.007468
d,-2.051491,0.270799,1.682527,0.015395
d,2.313523,1.206352,2.099015,0.003072
d,1.208483,0.965012,2.540387,0.001469
d,0.037394,2.018514,1.801100,0.000202
d,0.754841,1.416956,2.519410,0.001694
d,123.251549,0.523453,0.950405,0.004768
d,44.332043,1.060338,1.567351,0.000846
d,51.735477,0.542545,1.314525,0.003941
d,0.213378,1.774831,2.370890,0.002732
d,11.239635,0.708936,1.717333,0.002970
d,30.164387,0.671393,2.148555,0.000787
d,-3.330023,1.156254,2.235323,0.004456
d,20.372931,0.910233,2.065384,0.000487
d,-0.636194,1.016134,3.287264,0.002559
d,5.008716,0.536603,1.799436,0.006646
d,36.398842,0.451880,1.997765,0.002493
d,28.314852,1.477759,0.854315,0.003433
d,3.554411,0.755115,1.970837,0.006342
d,21.977571,0.767922,2.350947,0.002077
d,96.119469,0.436502,1.735553,0.005616
d,50.369007,0.911084,0.980161,0.003652
d,8.587025,0.975615,1.935108,0.002869
d,15.528939,1.215016,1.740348,0.003115
d,3.444127,1.245870,1.771288,0.004782
d,3.443518,1.425414,1.814674,0.003273
d,217.765701,0.472453,1.710767,0.001935
d,35.640118,1.339188,1.214859,0.001393
d,2.955219,0.301451,1.169543,0.006206
d,0.488142,0.713533,2.587304,0.000849
d,932.139526,0.058810,1.627228,0.005398
d,171.150650,0.359432,1.124520,0.005295
d,126.217751,0.577237,1.890151,0.001131
d,3116.416504,0.015158,2.145796,0.000942
d,19.949228,0.705017,1.461569,0.001510
d,4.108472,0.479719,2.581619,0.000454
d,0.699255,0.976240,1.245108,0.005019
d,0.302105,1.582788,2.127261,0.002290
d,28.057121,0.643634,1.447188,0.001019
d,75.548874,0.285373,1.647509,0.001115
d,-2.020508,0.484449,1.998279,0.006489
d,154.968872,0.443491,1.945761,0.001558
d,16.894838,0.132049,2.383910,0.003655
d,2.224098,1.084854,1.133043,0.001954
d,110.784836,0.331050,1.331977,0.007007
d,149.837540,0.120354,1.418550,0.003385
d,50.319527,0.408165,1.466579,0.006274
d,52.278835,0.474883,1.977263,0.005793
d,-0.553759,0.888980,4.380493,0.002332
d,-0.573488,0.942069,2.134166,0.001535
d,102.665016,0.462046,1.347504,0.003323
d,154.444717,0.497615,0.964721,0.002805
d,0.989122,2.237500,1.646755,0.003051
d,8.520833,0.113797,1.556731,0.000936
d,7.138134,0.133748,2.345823,0.002833
d,1.498639,0.839591,2.195239,0.004078
d,267.917114,0.223192,1.027960,0.004619
d,27.595165,1.074270,1.457198,0.003139
d,794.589478,0.152982,1.397999,0.001599
d,28.210995,0.640267,1.413539,0.002803
d,1.568909,0.662673,2.344178,0.009093
d,27.057171,0.417910,1.476112,0.003804
d,1.316576,0.786651,0.547923,0.003883
d,58.873821,0.309611,1.775238,0.003207
d,566.399231,0.233988,0.899256,0.005539
d,104.038513,0.578685,0.862906,0.006550
d,-2.214587,0.552379,1.639348,0.005007
d,166.579681,0.462422,0.829561,0.004022
d,12.173171,0.764774,1.427864,0.002900
d,2.386837,1.293999,1.773610,0.003132
d,4.454662,1.153287,2.327591,0.002154
d,92.553993,0.753427,1.136346,0.001633
d,96.256111,0.130703,1.754549,0.000905
d,-0.118627,0.629816,1.998009,0.004932
d,43.441105,0.681845,1.766575,0.006281
d,61.858578,0.555864,1.561995,0.005534
d,12.783344,0.125784,2.283209,0.003343
d,22.754436,0.743213,1.468462,0.000891
d,1.155232,0.642356,1.410102,0.002796
d,-0.748434,1.243920,2.365313,0.004119
d,-0.254888,0.029499,3.100520,0.000812
d,1.483435,0.587535,2.458410,0.005060
d,-0.659394,2.082694,2.921302,0.003831
d,82.601906,0.589530,0.999459,0.003502
d,1.250973,0.951352,2.314588,0.001105
d,107.044128,0.537313,1.232107,0.003660
d,63.490509,0.515042,1.405065,0.002662
d,7.326662,0.416875,1.996224,0.003566
d,126.887459,0.514153,1.504447,0.002784
d,-1.327058,1.426687,1.801098,0.003251
d,25.449997,1.417935,1.452648,0.001016
d,129.251907,0.397404,1.143286,0.005489
d,16.500229,1.431242,1.582965,0.001756
d,786.821289,0.192119,2.079495,0.000888
d,67.115089,0.637788,1.657857,0.002983
d,3.523968,1.080489,1.544703,0.004888
d,8.640827,0.853862,1.678478,0.003499
d,56.917858,0.458443,1.677964,0.004936
d,193.447357,0.507340,1.715118,0.001210
d,6.069064,1.008870,1.849391,0.004404
d,-0.183444,0.828508,1.402553,0.003491
d,-0.451031,0.306624,0.977462,0.002270
d,44.194355,1.009011,1.047123,0.002590
d,76.226372,0.236504,1.923860,0.003144
d,5.285351,0.802344,1.635381,0.004514
d,11.753717,0.489983,1.764344,0.003595
d,1396.804688,0.061353,1.931949,0.002039
d,5.708333,0.851623,1.672354,0.000814
d,13.504145,1.270677,1.449881,0.003845
d,64.468636,0.062384,2.076283,0.000430
d,159.946381,0.486917,0.978134,0.003082
d,5.134586,0.509099,1.640648,0.001364
d,20.119480,0.672874,1.462101,0.004175
d,7031.026855,0.021144,2.055479,0.000680
d,32.448570,0.029967,2.200456,0.007067
d,66.581161,0.973510,1.726938,0.001722
d,69.164795,0.614802,1.308807,0.002619
d,118.614632,0.676973,1.180735,0.002494
d,12.553195,1.038855,1.468773,0.003199
d,300.320496,0.231909,1.281510,0.006412
d,150.468826,0.465388,0.991239,0.003463
d,760.159607,0.184626,1.510808,0.002247
d,3.041127,0.740529,1.856390,0.002367
d,-4.054331,0.437514,1.518278,0.015919
d,180.931854,0.461716,1.237481,0.003175
d,157.276779,0.516431,1.462047,0.001155
d,31.174082,0.587035,1.634980,0.006240
d,6.741469,0.689664,1.912363,0.002208
d,-1.709694,0.071165,1.873548,0.011265
d,23.346865,0.808379,1.405504,0.006327
d,1.204471,0.888804,1.903212,0.002490
d,-0.261222,0.931229,2.533445,0.002233
d,0.432569,1.041978,1.010715,0.003450
d,27.466738,0.875236,1.705287,0.002731
d,1.581574,1.724743,1.941889,0.002178
d,0.646272,0.856915,1.706585,0.002076
d,835.961731,0.069499,1.792960,0.002465
d,-0.193498,1.953584,2.597208,0.002232
d,6.307075,0.472217,1.872966,0.004713
d,-0.231867,1.087591,0.670569,0.003279
d,39.585423,0.219942,0.609747,0.003400
d,57.285942,0.035285,2.123103,0.002406
d,722.140259,0.216591,1.970428,0.001122
d,3.230089,0.558105,2.222302,0.008481
d,24.651106,0.305451,2.060668,0.012577
d,44.981167,0.787933,1.973755,0.002412
d,-0.417755,2.295148,1.557864,0.000601
d,32.163425,0.672836,1.740915,0.003468
d,-0.036055,1.709814,2.237203,0.003335
d,20.212425,0.637589,1.552515,0.005098
d,49.080929,1.139393,1.300424,0.002530
d,2.271087,0.867188,2.250057,0.003878
d,659.092102,0.138247,2.190812,0.000638
d,77.819542,0.475376,1.244429,0.005622
d,1898.040527,0.055353,2.019730,0.000379
d,4.030093,0.770017,1.567780,0.003876
d,1.547722,0.431284,3.562802,0.007368
d,41.424213,0.544900,1.696907,0.005302
d,26.885124,0.156656,1.729625,0.006247
d,159.456985,0.410374,1.123255,0.006304
d,1420.877319,0.021621,1.213950,0.000408
d,10.064126,0.498099,2.203640,0.008812
d,66.029404,0.566752,1.140255,0.006153
d,591.669983,0.052510,2.480467,0.000807
d,0.752860,0.824494,1.839353,0.003501
d,6.159698,0.575840,1.671989,0.002860
d,52.777523,1.084792,1.571979,0.001168
d,118.196732,0.568417,2.045200,0.003019
d,53.387527,0.568016,1.418666,0.007393
d,76.140823,0.619721,1.682552,0.004252
d,83.445747,0.184839,1.648039,0.004601
d,192.285889,0.213013,1.004128,0.005006
d,44.088718,0.630313,1.711652,0.005560
d,94.573425,0.679406,1.006364,0.004164
d,9.850246,0.991284,1.686730,0.003241
d,76.738655,0.518839,1.389523,0.002941
d,40.568783,0.658864,1.050204,0.004971
d,696.359863,0.177535,2.019814,0.002184
d,0.282389,1.517933,2.806036,0.002330
d,8.895773,0.911247,2.015705,0.004441
d,75.653046,1.036568,1.841663,0.000599
d,5.326159,0.267346,2.072505,0.006250
d,6.016376,0.887151,1.948833,0.000532
d,3.755254,0.567593,1.774786,0.001961
d,-0.342585,0.343699,3.568678,0.005949
d,24.430643,0.605828,1.528932,0.005859
d,0.465258,1.637678,1.515771,0.001876
d,9.199379,0.507279,1.746287,0.001753
d,242.492249,0.247107,1.064364,0.002133
d,7.726337,0.120359,2.424250,0.005327
d,14.023705,0.633339,1.287452,0.001353
d,778.532104,0.078266,1.835987,0.002239
d,28.948088,0.387320,1.366086,0.004464
d,11.198236,0.683018,1.745267,0.004131
d,121.783989,0.518374,1.160250,0.004448
d,43.245548,0.425404,1.274247,0.007363
d,0.601766,0.993478,2.047691,0.001711
d,2.878575,1.099451,2.093577,0.003537
d,194.425079,0.488521,1.638382,0.002881
d,20.612791,0.894437,1.389834,0.001975
d,0.224400,1.048304,3.093146,0.009960
d,-2.066763,1.124509,2.436452,0.004382
d,-1.240850,1.655888,1.989943,0.001583
d,84.421356,0.047104,2.416845,0.001444
d,76.775604,0.716850,1.075178,0.004709
d,383.434296,0.139529,2.047583,0.001253
d,1450.144897,0.098656,1.115544,0.003557
d,288.499664,0.387857,1.714820,0.001889
d,-3.165512,0.769233,1.808094,0.006293
d,261.573486,0.059359,2.002310,0.000996
d,357.200104,0.325671,1.555427,0.003152
d,9.922967,0.413745,1.923037,0.005431
d,-0.223764,1.654838,1.920234,0.001511
d,-0.521209,0.593843,2.059668,0.006634
d,6.287270,0.464331,2.197624,0.002047
d,0.307238,1.003066,2.622904,0.000133
d,-0.055426,1.256976,1.904025,0.003339
d,2.721591,0.754103,3.019175,0.004051
d,9.826005,0.933364,1.867003,0.002928
d,-1.331256,0.877513,2.713483,0.004207
d,8.706585,1.273249,1.718820,0.002410
d,0.564953,2.166405,2.489742,0.004659
d,90.469627,0.550278,1.151713,0.004408
d,0.528128,0.739430,1.801549,0.008919
d,44.000530,0.966667,1.886995,0.003204
d,32.418983,1.197262,1.039834,0.001788
d,-0.495154,0.273935,3.745061,0.005029
d,2.781374,0.651331,1.951684,0.004705
d,-0.132650,2.280475,2.449380,0.001423
d,-1.298403,0.503051,1.829875,0.007226
d,254.923462,0.065167,0.750134,0.005645
d,0.116932,0.345305,2.012588,0.003363
d,0.318064,3.202160,2.194740,0.001652
d,35.597435,0.270811,2.028633,0.003988
d,6.923490,1.880636,1.612767,0.002137
d,21.383184,0.821831,1.333672,0.006140
d,35.944481,0.457825,1.953877,0.001834
d,9.269307,1.148917,1.317668,0.002999
d,8.718746,1.516533,1.983575,0.000889
d,16.183582,0.051257,1.693345,0.003182
d,0.331141,0.568039,1.802716,0.010325
d,-2.203687,0.400659,2.596639,0.004972
d,12.284030,1.387477,1.446355,0.003969
d,0.205764,1.698996,1.569302,0.001569
d,10.640823,0.523310,1.797204,0.003144
d,-1.964510,1.565737,2.035170,0.002187
d,352.872925,0.023849,2.229404,0.001012
d,-0.003504,1.984712,1.601477,0.001304
d,-1.961509,0.931840,2.154808,0.003763
d,65.320137,0.627749,1.321729,0.003730
d,20.841551,1.146083,1.348961,0.002141
d,1471.692261,0.088283,1.452654,0.001876
d,93.569626,0.586291,1.496391,0.000965
d,-1.033757,0.661145,1.885492,0.003095
d,-0.698270,0.233385,1.900963,0.009178
d,615.976501,0.142420,1.196944,0.002886
d,48.520164,1.148682,1.496638,0.000840
d,0.717246,1.027992,2.294071,0.004017
d,26.674488,0.517285,1.662434,0.006727
d,-0.841103,1.078911,2.131083,0.002077
d,60.640350,0.713219,1.494558,0.004189
d,-1.082268,0.447300,2.117037,0.002690
d,9.005664,0.878983,2.167117,0.001494
d,289.096832,0.361929,0.960718,0.002601
d,1609.275146,0.095768,1.574074,0.002667
d,-0.531137,0.849267,1.882203,0.002559
d,3.555070,0.914778,1.407406,0.002073
d,15.568841,0.989838,1.970055,0.001798
d,4.023034,0.583396,1.633253,0.007613
d,13.442468,0.671377,1.767378,0.004629
d,7.853359,0.512870,1.505764,0.002549
d,76.037392,0.480029,1.581376,0.007176
d,102.381149,0.467203,1.735477,0.004235
d,4.535534,0.700581,0.378379,0.005295
d,51.117596,1.105845,1.077325,0.002258
d,17.761583,0.708556,1.743780,0.002711
d,8.183361,0.649328,1.323735,0.004209
d,2.825220,0.333905,1.928118,0.006280
d,7.595147,0.575075,1.585838,0.004517
d,284.198303,0.382210,1.268129,0.002725
d,726.925781,0.213806,1.481586,0.001484
d,20.888815,0.903067,1.523338,0.001861
d,0.961977,1.397142,2.745341,0.001075
d,96.491539,0.577818,1.317224,0.005417
d,0.280503,1.649924,0.828137,0.003395
d,3.267780,1.045590,1.923376,0.003542
d,13.025842,0.673308,1.013787,0.001632
d,205.559387,0.016861,2.522743,0.001323
d,52.116344,0.897862,1.737924,0.001885
d,5.871173,0.357618,0.992432,0.007642
d,6.934306,0.156968,2.451515,0.003975
d,106.997063,0.632396,0.979987,0.003247
d,13.326579,0.973671,1.643599,0.001546
d,50.895058,1.006937,1.469721,0.001622
d,20.977163,0.478522,1.411508,0.006306
d,-1.123641,0.476140,1.691165,0.006306
d,6.520308,0.338326,1.888167,0.008902
d,-0.256153,1.495138,1.076215,0.002193
d,12.746216,0.844745,2.125205,0.000726
d,47.021244,0.397960,1.937278,0.005730
d,11.629676,1.197450,1.471053,0.001810
d,33.946770,0.305754,1.346753,0.009285
d,-4.535772,1.586136,1.838713,0.003243
d,97.236542,0.484420,1.199784,0.006467
d,47.697777,1.450748,0.921575,0.003302
d,17.121731,0.438071,1.367133,0.007061
d,140.268997,0.106328,1.700029,0.002232
d,29.024612,0.368974,1.427219,0.006244
d,0.953294,1.930782,0.842069,0.001770
d,323.454376,0.166328,1.396822,0.002877
d,30.786589,0.884641,1.645028,0.004059
d,102.329269,0.383442,1.353138,0.005186
d,25.449997,1.417935,1.452648,0.001016
d,-0.819565,1.030933,2.004116,0.003540
d,142.102600,0.500035,1.708197,0.002308
d,61.243061,0.720860,0.937193,0.003838
d,34.763191,0.958148,1.978481,0.001851
d,8.281116,1.320659,2.001001,0.002211
d,48.712872,1.268524,1.300071,0.002056
d,11.358504,0.351409,1.993590,0.007435
d,3.970700,0.484345,2.263724,0.000733
d,405.103943,0.304801,1.542362,0.002314
d,40.071621,1.030302,1.623529,0.002115
d,5.454031,0.743472,1.971491,0.001646
d,17.453930,0.449482,1.703882,0.003253
d,2.608554,0.561588,2.317064,0.002752
d,907.175354,0.162673,1.537049,0.003700
d,50.534309,0.643043,1.185662,0.003607
d,8.892282,0.442485,2.085677,0.008554
d,18.747824,0.907971,1.978293,0.003408
d,999.334167,0.035654,2.073483,0.000916
d,1.228069,0.639382,1.850605,0.002458
d,5.937929,0.663917,2.081122,0.005134
d,126.112267,0.502667,1.229541,0.004199
d,6.717083,0.430555,1.978492,0.004587
d,380.709961,0.014459,1.086270,0.000803
d,1.849639,1.432294,2.168050,0.000729
d,39.939430,0.425153,1.859922,0.006434
d,0.839107,0.480266,3.386020,0.004652
d,15.432825,0.744465,1.400780,0.003226
d,3.842445,2.011420,1.529697,0.002873
d,103.683891,0.100704,2.263646,0.002322
d,-4.662327,0.975731,2.748129,0.005020
d,338.749603,0.275761,1.245084,0.003542
d,29.624392,0.782033,1.483554,0.000875
d,126.081551,0.577169,1.491169,0.001634
d,119.132050,0.433714,1.398914,0.003074
d,67.716461,0.752824,1.243595,0.003686
d,30.758158,0.636064,1.703458,0.005895
d,-1.678624,0.176795,4.016345,0.006632
d,0.335842,0.856424,2.473205,0.003221
d,101.824478,0.966062,1.569947,0.001239
d,568.129761,0.073398,1.867588,0.000518
d,8.919732,0.600448,1.715431,0.005436
d,0.053741,5.177978,3.905994,0.001609
d,-0.797186,0.771566,1.952694,0.001000
d,17.580278,0.168659,1.637792,0.003320
d,6397.731934,0.021767,2.054164,0.001303
d,34.862259,0.940080,1.432854,0.001282
d,4.328191,1.468492,1.617381,0.001895
d,177.779129,0.393582,1.086127,0.002868
d,317.778290,0.233217,1.705706,0.001415
d,93.840385,0.387884,1.536788,0.011367
d,119.670288,0.417879,1.095239,0.004102
d,-1.205341,1.182077,2.330316,0.000340
d,14.779302,0.358593,2.256812,0.002714
d,28.146175,1.284007,1.663686,0.002730
d,0.143416,1.490149,1.505938,0.000485
d,71.341087,0.612843,1.130075,0.005258
d,103.143791,0.666052,1.163396,0.003121
d,3.157968,1.401941,1.448322,0.002689
d,83.713417,0.429457,1.439090,0.005031
d,348.970856,0.349321,1.637944,0.001514
d,576.101929,0.024714,1.855976,0.003966
d,13.186579,0.582832,2.151095,0.007682
d,89.539062,0.833721,0.964248,0.002862
d,874.469849,0.121922,1.952870,0.000977
d,92.018570,0.049636,2.133438,0.000993
d,317.533722,0.077656,2.046554,0.001169
d,8.281116,1.320659,2.001001,0.002211
d,1.743661,0.617723,2.098445,0.001750
d,4.824988,1.040689,1.589095,0.003783
d,3.576411,0.574329,2.079895,0.001672
d,127.094292,0.329612,1.085304,0.007819
d,25.382740,1.115465,1.315846,0.003169
d,116.291565,0.485207,1.045855,0.004336
d,62.662506,0.882094,1.043434,0.004450
d,0.436774,1.931731,2.082294,0.001494
d,12.580275,1.561042,1.893113,0.000919
d,97.023666,0.187855,1.220334,0.002733
d,119.598083,0.418189,0.979949,0.006414
d,57.586002,0.684943,1.224913,0.002079
d,40.067551,0.397186,1.984256,0.001547
d,36.340199,0.521909,2.039872,0.001665
d,-0.297114,2.315008,3.041992,0.001339
d,1.099828,0.326248,1.309148,0.002891
d,10.119342,0.443666,1.989730,0.010080
d,117.937393,0.312781,1.279675,0.011335
d,1337.252075,0.006827,1.063361,0.001986
d,69.903496,0.529802,1.618562,0.005277
d,107.653717,0.532184,1.354716,0.002325
d,2.045045,0.992928,1.675002,0.003039
d,56.730644,1.153384,1.115025,0.002141
d,4.794922,0.847438,1.492466,0.003093
d,31.492058,0.033007,1.412043,0.001250
d,10.538618,1.136717,1.234224,0.004852
d,7.068650,0.663903,1.357366,0.006380
d,7.982489,0.122186,1.997743,0.004993
d,36.816219,0.467101,1.796563,0.011332
d,6.697419,1.086489,1.898440,0.003466
d,81.722260,0.825308,1.715222,0.001567
d,136.489655,0.384884,1.034383,0.003064
d,73.304398,0.592068,1.432449,0.002101
d,23.863770,0.544804,1.510496,0.007244
d,22.494831,1.058340,1.361132,0.003630
d,143.438034,0.440000,1.328576,0.003866
d,0.784020,0.674020,2.445518,0.005567
d,41.330761,1.061519,0.969899,0.003569
d,153.018921,0.378768,1.482455,0.003820
d,68.199158,0.924244,1.209959,0.000964
d,72.779259,0.587119,1.553383,0.003506
d,13.241526,0.770954,1.412086,0.005759
d,-1.432527,0.692943,1.624259,0.006234
d,1317.133789,0.122357,1.816933,0.003797
d,7.240618,0.603853,2.051037,0.001299
d,6.331706,0.739721,1.688163,0.005200
d,0.003051,1.751769,2.169080,0.003884
d,-1.039575,1.050483,1.639894,0.003048
d,3.933321,0.728258,2.299031,0.001947
d,67.265808,0.816284,1.049274,0.002633
d,28.275875,1.275728,1.206032,0.002543
d,1969.613037,0.073943,1.888945,0.000981
d,0.635621,0.586948,1.175231,0.001544
d,1.016713,0.906636,1.789729,0.003649
d,122.809502,0.475025,1.344278,0.004918
d,1.172076,0.520496,2.782557,0.010310
d,68.429626,0.678040,1.326182,0.002394
d,3.136280,1.267534,1.634805,0.002905
d,13.902717,0.411132,1.465700,0.001700
d,33.731194,0.058412,3.212695,0.001677
d,-1.326236,0.308742,1.925013,0.003125
d,12.647701,0.524317,2.103231,0.002920
d,1.090692,0.518788,2.025460,0.005110
d,137.286636,0.479036,1.332496,0.004749
d,58.599674,0.349048,1.146326,0.007114
d,0.957085,0.631976,1.004595,0.002231
d,0.189245,2.499700,1.732468,0.001140
d,418.905670,0.335187,2.037162,0.001197
d,4227.799316,0.018718,2.022024,0.000859
d,0.035297,15.352911,4.176371,0.000408
d,528.627563,0.029171,2.094804,0.001425
d,56.949097,0.151378,2.146828,0.001915
d,-0.583647,1.663273,1.863362,0.002089
d,102.112923,0.546679,1.475089,0.004375
d,0.819710,1.837635,1.826236,0.002567
d,2.000639,0.576728,1.095412,0.003230
d,37.317886,0.794344,1.582563,0.002384
d,1.301471,0.232453,2.455487,0.001074
d,0.574615,0.290923,1.453732,0.003045
d,6734.655273,0.020316,2.023866,0.000577
d,23.416245,0.493467,1.271787,0.003617
d,10.610956,0.760462,1.733493,0.005921
d,5.248762,0.440812,1.752455,0.007969
d,3.447603,0.488350,2.048662,0.001414
d,53.215801,0.559336,1.673596,0.001643
d,10.196922,0.499200,1.949757,0.004360
d,70.875549,0.650520,1.458866,0.000530
d,0.538616,0.800450,1.988298,0.004599
d,516.767578,0.107501,2.013893,0.001285
d,4941.282227,0.027540,1.939795,0.001051
d,35.556335,0.646362,1.366290,0.003755
d,6.212344,0.122161,3.506919,0.006565
d,3.598957,0.243778,1.507454,0.003181
d,151.901566,0.360228,1.244040,0.005496
d,23.094189,0.471071,1.143153,0.005564
d,333.192535,0.174748,2.023471,0.000441
d,68.241562,0.259378,1.521126,0.011806
d,189.738678,0.587128,1.960745,0.000733
d,67.896240,0.688653,1.356723,0.002435
d,556.642517,0.108216,1.836451,0.001255
d,-2.376405,0.575368,2.255881,0.004722
d,268.358490,0.066293,2.002248,0.002017
d,65.380936,0.643199,1.050535,0.003401
d,63.578964,0.445524,1.441086,0.003696
d,-1.263684,0.760569,2.786121,0.001894
d,10.012285,1.374223,1.740141,0.001584
d,2.013355,0.742495,2.182149,0.000610
d,61.051266,0.773653,1.666627,0.002631
d,36.080616,0.525962,1.031047,0.006496
d,112.004608,0.031109,2.267598,0.000934
d,5.636550,1.380175,2.231349,0.002948
d,211.079529,0.420414,1.657493,0.001746
d,2.466400,1.076813,1.396115,0.002282
d,15.775457,0.638516,2.107070,0.003810
d,0.290133,0.629269,2.542567,0.000569
d,31.030615,0.648206,1.563631,0.003233
d,1.694395,2.063709,0.944402,0.001203
d,3962.463623,0.019328,2.029866,0.000847
d,209.892059,0.390337,0.910596,0.004635
d,1.779113,0.321127,3.249079,0.006736
d,37.384647,0.742317,1.629911,0.005796
d,1.739847,0.675203,1.524320,0.003432
d,-1.064242,1.305749,3.297842,0.004399
d,1.866242,0.407067,2.925704,0.002729
d,8.061722,0.044369,2.241834,0.020248
d,108.751389,0.548505,1.397678,0.003575
d,117.083389,0.379476,1.211922,0.004459
d,291.231537,0.185742,1.340002,0.007724
d,-1.774889,0.648763,2.066774,0.005739
d,44.995266,0.467772,1.277001,0.006797
d,24.150553,1.344104,1.708343,0.000865
d,17.342108,0.586676,1.882040,0.002017
d,18.581566,0.311615,2.069250,0.010538
d,177.418579,0.456718,0.903670,0.004446
d,0.157551,3.021968,2.886941,0.001442
d,6537.527832,0.019325,2.001903,0.000765
d,126.479172,0.580167,1.021571,0.001587
d,143.194290,0.452171,1.161846,0.006876
d,1.502225,0.573354,1.441777,0.006515
d,4.629579,0.767769,1.962655,0.002449
d,129.495682,0.207215,1.452703,0.001225
d,5.121085,0.228005,1.187711,0.001922
d,18.279181,1.008095,1.963098,0.002051
d,2.176838,2.486884,2.230388,0.001788
d,-0.055279,1.347190,1.534986,0.002011
d,-0.464774,1.481128,1.832067,0.001812
d,73.071198,0.541543,1.177929,0.007296
d,693.898682,0.142608,1.866122,0.004309
d,0.618099,0.137174,2.471935,0.005628
d,-3.625863,0.914113,2.052992,0.003518
d,187.962891,0.167305,1.284661,0.003670
d,48.649658,0.296509,1.604163,0.003773
d,0.071671,1.320394,1.001530,0.002357
d,0.248607,0.976262,3.107442,0.003037
d,8.032780,0.551203,1.881745,0.010802
d,2.030075,0.465303,1.517155,0.007801
d,145.658630,0.514880,1.000987,0.003427
d,10.019364,0.045110,2.626693,0.001208
d,88.382690,0.720374,1.646287,0.001372
d,105.943268,0.544928,1.284738,0.003916
d,34.901501,0.874082,1.328770,0.002081
d,9.936391,1.594168,1.490677,0.001693
d,255.009766,0.155888,2.150112,0.004608
d,1.612555,0.839468,1.686710,0.004193
d,0.419409,1.788840,0.907720,0.002381
d,2.309338,0.109638,1.717912,0.010875
d,104.087372,0.493501,1.250144,0.003582
d,-0.197004,2.488893,1.882049,0.001839
d,172.646805,0.528949,1.639428,0.001380
d,-0.179758,1.231849,2.166629,0.002780
d,244.304077,0.457177,1.689001,0.001338
d,318.923279,0.256337,1.288327,0.001855
d,23.145350,1.258250,1.618326,0.002144
d,36.466709,0.768489,1.742556,0.004215
d,77.371658,0.437244,1.354533,0.004337
d,10.081717,0.964002,1.619749,0.004668
d,20.772579,0.228118,2.208557,0.001717
d,124.263878,0.690684,1.290072,0.001549
d,-0.648435,1.032292,1.625913,0.001608
d,-0.316233,0.777538,3.246618,0.004091
d,27.272501,0.619060,1.476979,0.006444
d,9.330977,0.727892,1.821263,0.004598
d,6.282448,0.337804,1.806140,0.004348
d,-1.311893,0.471335,4.034387,0.005627
d,45.858257,0.901695,1.207669,0.001506
d,5.863605,0.773946,2.010839,0.004120
d,6.718360,0.466593,2.139763,0.002401
d,-0.224583,7.906031,2.908895,0.000130
d,51.464226,1.188867,2.005924,0.001479
d,0.218810,3.163965,2.160150,0.000174
d,-2.093000,1.434707,2.119508,0.000570
d,4.035371,0.114228,2.402270,0.007472
d,0.208086,0.516514,2.319965,0.005201
d,12.182290,1.236634,1.073179,0.002088
d,41.284809,0.932144,1.257619,0.003618
d,0.202479,0.407047,1.959054,0.002843
d,9.831913,0.393848,1.929259,0.001747
d,22.423819,0.412000,1.958703,0.009958
d,90.118851,0.569781,1.634709,0.005151
d,2.526608,1.420251,1.603108,0.001764
d,-0.073558,1.152615,1.757974,0.003996
d,48.507099,0.616200,1.445085,0.004900
d,27.840124,0.396147,1.856667,0.004687
d,-2.268996,0.764875,1.723427,0.002941
d,0.069261,1.384537,1.708094,0.001317
