#  Name       RA      DEC       l       b     Epoch    RA_decimal   DEC_decimal    l_decimal     b_decimal  Prefix No
BLG731     18:50:00    -18:11:20      16:28:50     -7:52:34   2000.0    18.8333333   -18.1888889    16.4806479    -7.8760685   BLG 731
BLG732     18:50:06    -19:25:10      15:22:24     -8:26:10   2000.0    18.8350000   -19.4194444    15.3734487    -8.4360876   BLG 732
GD1000     17:50:16    -29:00:05       0:28:10    -00:54:14   2000.0    17.8377778   -29.0013889     0.4694804    -0.9037550   GD 1000
GD1001     17:50:32    -30:14:01     359:26:26     -1:35:05   2000.0    17.8422222   -30.2336111   359.4406664    -1.5847715   GD 1001
GD1002     17:50:47    -31:27:58     358:24:30     -2:15:40   2000.0    17.8463889   -31.4661111   358.4083520    -2.2611402   GD 1002
GD1003     17:51:08    -32:41:55     357:23:06     -2:57:13   2000.0    17.8522222   -32.6986111   357.3850665    -2.9536853   GD 1003
GD1004     17:44:41    -28:23:00       0:21:52     00:27:50   2000.0    17.7447222   -28.3833333     0.3643659     0.4637796   GD 1004
GD1005     17:44:52    -29:36:56     359:20:05    -00:12:51   2000.0    17.7477778   -29.6155556   359.3346989    -0.2142924   GD 1005
GD1006     17:45:03    -30:50:53     358:18:15    -00:53:30   2000.0    17.7508333   -30.8480556   358.3041816    -0.8916177   GD 1006
GD1007     17:45:20    -32:04:50     357:17:02     -1:35:09   2000.0    17.7555556   -32.0805556   357.2837864    -1.5858794   GD 1007
GD1008     17:45:36    -33:18:46     356:15:37     -2:16:31   2000.0    17.7600000   -33.3127778   356.2602554    -2.2751579   GD 1008
GD1009     17:39:07    -27:45:55       0:14:30     01:49:59   2000.0    17.6519444   -27.7652778     0.2415600     1.8329630   GD 1009
GD1010     17:39:15    -28:59:51     359:12:50     01:09:07   2000.0    17.6541667   -28.9975000   359.2138508     1.1519532   GD 1010
GD1011     17:39:21    -30:13:48     358:10:56     00:28:38   2000.0    17.6558333   -30.2300000   358.1821856     0.4771029   GD 1011
GD1012     17:39:34    -31:27:45     357:09:49    -00:13:07   2000.0    17.6594444   -31.4625000   357.1636748    -0.2185066   GD 1012
GD1013     17:39:45    -32:41:41     356:08:27    -00:54:25   2000.0    17.6625000   -32.6947222   356.1409091    -0.9069421   GD 1013
GD1014     17:40:04    -33:55:38     355:07:54     -1:37:04   2000.0    17.6677778   -33.9272222   355.1316283    -1.6177815   GD 1014
GD1015     17:40:22    -35:09:35     354:07:08     -2:19:25   2000.0    17.6727778   -35.1597222   354.1187829    -2.3236446   GD 1015
GD1016     17:39:49    -37:13:38     352:18:15     -3:19:28   2000.0    17.6636111   -37.2272222   352.3040340    -3.3244602   GD 1016
GD1017     17:33:39    -28:22:46     359:04:29     02:31:11   2000.0    17.5608333   -28.3794444   359.0746891     2.5197727   GD 1017
GD1018     17:33:42    -29:36:43     358:02:41     01:50:30   2000.0    17.5616667   -29.6119444   358.0447445     1.8415852   GD 1018
GD1019     17:33:50    -30:50:40     357:01:31     01:08:53   2000.0    17.5638889   -30.8444444   357.0251575     1.1480088   GD 1019
GD1020     17:33:57    -32:04:36     356:00:14     00:27:28   2000.0    17.5658333   -32.0766667   356.0039740     0.4577970   GD 1020
GD1021     17:34:11    -33:18:33     354:59:44    -00:15:09   2000.0    17.5697222   -33.3091667   354.9956185    -0.2526263   GD 1021
GD1022     17:34:24    -34:32:30     353:59:04    -00:57:32   2000.0    17.5733333   -34.5416667   353.9845211    -0.9589446   GD 1022
GD1023     17:34:42    -35:46:26     352:58:54     -1:40:41   2000.0    17.5783333   -35.7738889   352.9816562    -1.6779292   GD 1023
GD1024     17:35:09    -37:00:23     351:59:35     -2:25:13   2000.0    17.5858333   -37.0063889   351.9929402    -2.4201967   GD 1024
GD1025     17:35:35    -38:14:20     350:59:59     -3:09:24   2000.0    17.5930556   -38.2388889   350.9997163    -3.1565883   GD 1025
GD1026     17:28:08    -30:13:35     356:52:07     02:30:48   2000.0    17.4688889   -30.2263889   356.8686159     2.5132602   GD 1026
GD1027     17:28:11    -31:27:31     355:50:53     01:49:18   2000.0    17.4697222   -31.4586111   355.8480321     1.8215970   GD 1027
GD1028     17:28:20    -32:41:28     354:50:22     01:06:43   2000.0    17.4722222   -32.6911111   354.8395122     1.1119259   GD 1028
GD1029     17:28:28    -33:55:25     353:49:45     00:24:20   2000.0    17.4744444   -33.9236111   353.8290683     0.4055072   GD 1029
GD1030     17:28:41    -35:09:21     352:49:41    -00:18:52   2000.0    17.4780556   -35.1558333   352.8280166    -0.3144035   GD 1030
GD1031     17:29:02    -36:23:18     351:50:26     -1:03:20   2000.0    17.4838889   -36.3883333   351.8406763    -1.0556241   GD 1031
GD1032     17:29:22    -37:37:15     350:50:59     -1:47:31   2000.0    17.4894444   -37.6208333   350.8497555    -1.7919529   GD 1032
GD1033     17:29:51    -38:51:11     349:52:23     -2:33:01   2000.0    17.4975000   -38.8530556   349.8731025    -2.5501813   GD 1033
GD1034     17:30:20    -40:05:08     348:53:35     -3:18:19   2000.0    17.5055556   -40.0855556   348.8931669    -3.3051657   GD 1034
GD1035     17:22:27    -30:50:26     355:40:24     03:11:03   2000.0    17.3741667   -30.8405556   355.6734326     3.1840386   GD 1035
GD1036     17:22:32    -32:04:23     354:39:56     02:28:21   2000.0    17.3755556   -32.0730556   354.6656693     2.4725113   GD 1036
GD1037     17:22:35    -33:18:20     353:39:17     01:45:59   2000.0    17.3763889   -33.3055556   353.6547701     1.7663525   GD 1037
GD1038     17:22:42    -34:32:16     352:39:09     01:02:55   2000.0    17.3783333   -34.5377778   352.6524761     1.0487290   GD 1038
GD1039     17:22:58    -35:46:13     351:40:02     00:18:22   2000.0    17.3827778   -35.7702778   351.6672261     0.3061263   GD 1039
GD1040     17:23:12    -37:00:10     350:40:39    -00:25:47   2000.0    17.3866667   -37.0027778   350.6773714    -0.4297158   GD 1040
GD1041     17:23:36    -38:14:06     349:42:19     -1:11:28   2000.0    17.3933333   -38.2350000   349.7051553    -1.1910591   GD 1041
GD1042     17:23:58    -39:28:03     348:43:37     -1:56:41   2000.0    17.3994444   -39.4675000   348.7269763    -1.9447487   GD 1042
GD1043     17:24:30    -40:42:00     347:45:51     -2:43:19   2000.0    17.4083333   -40.7000000   347.7642072    -2.7219799   GD 1043
GD1044     17:25:01    -41:55:56     346:47:47     -3:29:34   2000.0    17.4169444   -41.9322222   346.7964626    -3.4927060   GD 1044
GD1045     17:16:44    -32:41:15     353:27:36     03:07:34   2000.0    17.2788889   -32.6875000   353.4600920     3.1260083   GD 1045
GD1046     17:16:47    -33:55:11     352:27:34     02:24:19   2000.0    17.2797222   -33.9197222   352.4593747     2.4053208   GD 1046
GD1047     17:16:57    -35:09:08     351:28:23     01:39:52   2000.0    17.2825000   -35.1522222   351.4731155     1.6645327   GD 1047
GD1048     17:17:06    -36:23:05     350:29:06     00:55:37   2000.0    17.2850000   -36.3847222   350.4850480     0.9268218   GD 1048
GD1049     17:17:23    -37:37:01     349:30:44     00:10:06   2000.0    17.2897222   -37.6169444   349.5123188     0.1682248   GD 1049
GD1050     17:17:39    -38:50:58     348:32:11    -00:35:11   2000.0    17.2941667   -38.8494444   348.5364558    -0.5864382   GD 1050
GD1051     17:18:04    -40:04:55     347:34:33     -1:21:47   2000.0    17.3011111   -40.0819444   347.5757997    -1.3629324   GD 1051
GD1052     17:18:28    -41:18:51     346:36:40     -2:08:02   2000.0    17.3077778   -41.3141667   346.6112129    -2.1340171   GD 1052
GD1053     17:19:01    -42:32:48     345:39:34     -2:55:30   2000.0    17.3169444   -42.5466667   345.6595789    -2.9250228   GD 1053
GD1054     17:19:45    -43:46:45     344:43:23     -3:44:21   2000.0    17.3291667   -43.7791667   344.7230926    -3.7392141   GD 1054
GD1055     17:10:54    -33:18:06     352:14:43     03:45:38   2000.0    17.1816667   -33.3016667   352.2452311     3.7605624   GD 1055
GD1056     17:10:59    -34:32:03     351:15:32     03:01:09   2000.0    17.1830556   -34.5341667   351.2588228     3.0190981   GD 1056
GD1057     17:11:02    -35:46:00     350:16:10     02:16:57   2000.0    17.1838889   -35.7666667   350.2694575     2.2826034   GD 1057
GD1058     17:11:13    -36:59:56     349:17:49     01:31:28   2000.0    17.1869444   -36.9988889   349.2968912     1.5243784   GD 1058
GD1059     17:11:23    -38:13:53     348:19:20     00:46:09   2000.0    17.1897222   -38.2313889   348.3221350     0.7691365   GD 1059
GD1060     17:11:41    -39:27:50     347:21:44    -00:00:22   2000.0    17.1947222   -39.4638889   347.3622571    -0.0062067   GD 1060
GD1061     17:11:59    -40:41:46     346:24:05    -00:46:47   2000.0    17.1997222   -40.6961111   346.4013509    -0.7797577   GD 1061
GD1062     17:12:24    -41:55:43     345:27:05     -1:34:09   2000.0    17.2066667   -41.9286111   345.4513658    -1.5691238   GD 1062
GD1063     17:13:00    -43:09:40     344:31:06     -2:22:58   2000.0    17.2166667   -43.1611111   344.5184617    -2.3827618   GD 1063
GD1064     17:13:36    -44:23:36     343:34:55     -3:11:32   2000.0    17.2266667   -44.3933333   343.5819310    -3.1921438   GD 1064
GD1065     17:05:01    -35:08:55     350:01:59     03:38:04   2000.0    17.0836111   -35.1486111   350.0329268     3.6343702   GD 1065
GD1066     17:05:06    -36:22:51     349:03:34     02:52:37   2000.0    17.0850000   -36.3808333   349.0593336     2.8768449   GD 1066
GD1067     17:05:10    -37:36:48     348:05:04     02:07:17   2000.0    17.0861111   -37.6133333   348.0844912     2.1213738   GD 1067
GD1068     17:05:22    -38:50:45     347:07:34     01:20:42   2000.0    17.0894444   -38.8458333   347.1260372     1.3449596   GD 1068
GD1069     17:05:33    -40:04:41     346:09:56     00:34:19   2000.0    17.0925000   -40.0780556   346.1656545     0.5719391   GD 1069
GD1070     17:05:50    -41:18:38     345:12:57    -00:12:55   2000.0    17.0972222   -41.3105556   345.2158676    -0.2153778   GD 1070
GD1071     17:06:19    -42:32:35     344:17:13     -1:01:50   2000.0    17.1052778   -42.5430556   344.2869403    -1.0304532   GD 1071
GD1072     17:06:46    -43:46:31     343:21:07     -1:50:15   2000.0    17.1127778   -43.7752778   343.3519225    -1.8375522   GD 1072
GD1073     17:07:26    -45:00:28     342:26:12     -2:40:21   2000.0    17.1238889   -45.0077778   342.4367086    -2.6723774   GD 1073
GD1074     17:08:06    -46:14:24     341:31:02     -3:30:09   2000.0    17.1350000   -46.2400000   341.5172391    -3.5024371   GD 1074
GD1075     16:59:00    -36:59:43     347:49:26     03:28:11   2000.0    16.9833333   -36.9952778   347.8239522     3.4696978   GD 1075
GD1076     16:59:06    -38:13:40     346:51:57     02:41:33   2000.0    16.9850000   -38.2277778   346.8657470     2.6925504   GD 1076
GD1077     16:59:10    -39:27:36     345:54:17     01:55:13   2000.0    16.9861111   -39.4600000   345.9045848     1.9203991   GD 1077
GD1078     16:59:21    -40:41:33     344:57:27     01:07:50   2000.0    16.9891667   -40.6925000   344.9574721     1.1305171   GD 1078
GD1079     16:59:42    -41:55:30     344:01:45     00:19:01   2000.0    16.9950000   -41.9250000   344.0292250     0.3169540   GD 1079
GD1080     17:00:02    -43:09:26     343:05:52    -00:29:32   2000.0    17.0005556   -43.1572222   343.0978607    -0.4921924   GD 1080
GD1081     17:00:33    -44:23:23     342:11:05     -1:19:31   2000.0    17.0091667   -44.3897222   342.1846668    -1.3252923   GD 1081
GD1082     17:01:03    -45:37:19     341:16:00     -2:09:09   2000.0    17.0175000   -45.6219444   341.2667793    -2.1526100   GD 1082
GD1083     17:01:44    -46:51:16     340:21:52     -3:00:05   2000.0    17.0288889   -46.8544444   340.3644149    -3.0013826   GD 1083
GD1084     16:52:51    -38:50:31     345:37:14     03:15:45   2000.0    16.8808333   -38.8419444   345.6206064     3.2624612   GD 1084
GD1085     16:52:55    -40:04:28     344:40:23     02:28:22   2000.0    16.8819444   -40.0744444   344.6729564     2.4728768   GD 1085
GD1086     16:53:09    -41:18:25     343:44:45     01:39:31   2000.0    16.8858333   -41.3069444   343.7459581     1.6587407   GD 1086
GD1087     16:53:21    -42:32:21     342:48:54     00:51:01   2000.0    16.8891667   -42.5391667   342.8149822     0.8503663   GD 1087
GD1088     16:53:44    -43:46:18     341:54:15     00:01:01   2000.0    16.8955556   -43.7716667   341.9041602     0.0170545   GD 1088
GD1089     16:54:05    -45:00:14     340:59:17    -00:48:34   2000.0    16.9013889   -45.0038889   340.9879807    -0.8093539   GD 1089
GD1090     16:54:37    -46:14:11     340:05:22     -1:39:30   2000.0    16.9102778   -46.2363889   340.0894463    -1.6583393   GD 1090
GD1091     16:55:22    -47:28:08     339:12:37     -2:31:56   2000.0    16.9227778   -47.4688889   339.2104026    -2.5323106   GD 1091
GD1092     16:56:06    -48:42:04     338:19:29     -3:23:56   2000.0    16.9350000   -48.7011111   338.3247011    -3.3989224   GD 1092
GD1093     16:46:33    -39:27:23     344:21:53     03:48:31   2000.0    16.7758333   -39.4563889   344.3647814     3.8085771   GD 1093
GD1094     16:46:39    -40:41:20     343:26:08     02:59:48   2000.0    16.7775000   -40.6888889   343.4356833     2.9966323   GD 1094
GD1095     16:46:44    -41:55:16     342:30:21     02:11:13   2000.0    16.7788889   -41.9211111   342.5057076     2.1869752   GD 1095
GD1096     16:46:59    -43:09:13     341:35:45     01:21:14   2000.0    16.7830556   -43.1536111   341.5958225     1.3538541   GD 1096
GD1097     16:47:12    -44:23:09     340:40:54     00:31:35   2000.0    16.7866667   -44.3858333   340.6817041     0.5264918   GD 1097
GD1098     16:47:34    -45:37:06     339:47:01    -00:19:12   2000.0    16.7927778   -45.6183333   339.7834973    -0.3199706   GD 1098
GD1099     16:48:10    -46:51:03     338:54:32     -1:11:41   2000.0    16.8027778   -46.8508333   338.9089991    -1.1947397   GD 1099
GD1100     16:48:44    -48:04:59     338:01:39     -2:03:41   2000.0    16.8122222   -48.0830556   338.0273903    -2.0613134   GD 1100
GD1101     16:49:30    -49:18:56     337:09:45     -2:56:57   2000.0    16.8250000   -49.3155556   337.1624696    -2.9492394   GD 1101
GD1102     16:40:11    -41:18:11     342:10:14     03:31:01   2000.0    16.6697222   -41.3030556   342.1705974     3.5169260   GD 1102
GD1103     16:40:18    -42:32:08     341:15:37     02:41:04   2000.0    16.6716667   -42.5355556   341.2602349     2.6843356   GD 1103
GD1104     16:40:23    -43:46:04     340:20:48     01:51:23   2000.0    16.6730556   -43.7677778   340.3467619     1.8563900   GD 1104
GD1105     16:40:36    -45:00:01     339:26:57     01:00:38   2000.0    16.6766667   -45.0002778   339.4491463     1.0106006   GD 1105
GD1106     16:41:03    -46:13:58     338:34:39     00:08:08   2000.0    16.6841667   -46.2327778   338.5775971     0.1355350   GD 1106
GD1107     16:41:27    -47:27:54     337:41:54    -00:43:50   2000.0    16.6908333   -47.4650000   337.6983414    -0.7304866   GD 1107
GD1108     16:42:03    -48:41:51     336:50:17     -1:37:08   2000.0    16.7008333   -48.6975000   336.8381419    -1.6190132   GD 1108
GD1109     16:42:54    -49:55:48     336:00:01     -2:32:02   2000.0    16.7150000   -49.9300000   336.0002943    -2.5339949   GD 1109
GD1110     16:43:45    -51:09:44     335:09:24     -3:26:36   2000.0    16.7291667   -51.1622222   335.1565825    -3.4432268   GD 1110
GD1111     16:33:38    -43:08:59     339:59:01     03:10:46   2000.0    16.5605556   -43.1497222   339.9837056     3.1795419   GD 1111
GD1112     16:33:43    -44:22:56     339:05:14     02:19:57   2000.0    16.5619444   -44.3822222   339.0871738     2.3325552   GD 1112
GD1113     16:34:01    -45:36:53     338:13:01     01:27:27   2000.0    16.5669444   -45.6147222   338.2170032     1.4576183   GD 1113
GD1114     16:34:15    -46:50:49     337:20:18     00:35:33   2000.0    16.5708333   -46.8469444   337.3383876     0.5925774   GD 1114
GD1115     16:34:40    -48:04:46     336:28:46    -00:17:38   2000.0    16.5777778   -48.0794444   336.4793110    -0.2940015   GD 1115
GD1116     16:35:21    -49:18:43     335:38:50     -1:12:37   2000.0    16.5891667   -49.3119444   335.6471302    -1.2101772   GD 1116
GD1117     16:36:00    -50:32:39     334:48:25     -2:07:05   2000.0    16.6000000   -50.5441667   334.8070777    -2.1180506   GD 1117
GD1118     16:36:53    -51:46:36     333:59:11     -3:02:55   2000.0    16.6147222   -51.7766667   333.9862723    -3.0485852   GD 1118
GD1119     16:26:54    -43:45:51     338:41:46     03:38:50   2000.0    16.4483333   -43.7641667   338.6962199     3.6472881   GD 1119
GD1120     16:27:03    -44:59:48     337:49:33     02:46:22   2000.0    16.4508333   -44.9966667   337.8259265     2.7727862   GD 1120
GD1121     16:27:08    -46:13:44     336:56:54     01:54:25   2000.0    16.4522222   -46.2288889   336.9483098     1.9069505   GD 1121
GD1122     16:27:23    -47:27:41     336:05:26     01:01:14   2000.0    16.4563889   -47.4613889   336.0904819     1.0206607   GD 1122
GD1123     16:27:53    -48:41:38     335:15:37     00:06:21   2000.0    16.4647222   -48.6938889   335.2603253     0.1058104   GD 1123
GD1124     16:28:21    -49:55:34     334:25:26    -00:48:08   2000.0    16.4725000   -49.9261111   334.4238108    -0.8021763   GD 1124
GD1125     16:29:02    -51:09:31     333:36:27     -1:43:55   2000.0    16.4838889   -51.1586111   333.6074372    -1.7320768   GD 1125
GD1126     16:29:56    -52:23:28     332:48:32     -2:40:54   2000.0    16.4988889   -52.3911111   332.8088808    -2.6816567   GD 1126
GD1127     16:31:11    -53:37:24     332:02:21     -3:39:47   2000.0    16.5197222   -53.6233333   332.0392647    -3.6631046   GD 1127
GD1128     16:20:06    -45:36:39     336:31:44     03:12:42   2000.0    16.3350000   -45.6108333   336.5288401     3.2117550   GD 1128
GD1129     16:20:11    -46:50:36     335:40:14     02:19:34   2000.0    16.3363889   -46.8433333   335.6705993     2.3260799   GD 1129
GD1130     16:20:31    -48:04:33     334:50:34     01:24:39   2000.0    16.3419444   -48.0758333   334.8426428     1.4109506   GD 1130
GD1131     16:20:48    -49:18:29     334:00:28     00:30:12   2000.0    16.3466667   -49.3080556   334.0078134     0.5033018   GD 1131
GD1132     16:21:17    -50:32:26     333:11:38    -00:25:32   2000.0    16.3547222   -50.5405556   333.1938719    -0.4254720   GD 1132
GD1133     16:21:59    -51:46:23     332:24:02     -1:22:30   2000.0    16.3663889   -51.7730556   332.4005029    -1.3751224   GD 1133
GD1134     16:23:00    -53:00:19     331:38:09     -2:21:15   2000.0    16.3833333   -53.0052778   331.6359110    -2.3541319   GD 1134
GD1135     16:24:01    -54:14:16     330:51:49     -3:19:38   2000.0    16.4002778   -54.2377778   330.8635086    -3.3270915   GD 1135
GD1136     16:13:04    -46:13:31     335:13:13     03:37:17   2000.0    16.2177778   -46.2252778   335.2203740     3.6213439   GD 1136
GD1137     16:13:14    -47:27:28     334:23:35     02:42:22   2000.0    16.2205556   -47.4577778   334.3929864     2.7062493   GD 1137
GD1138     16:13:20    -48:41:24     333:33:29     01:47:57   2000.0    16.2222222   -48.6900000   333.5580677     1.7992471   GD 1138
GD1139     16:13:38    -49:55:21     332:44:48     00:52:12   2000.0    16.2272222   -49.9225000   332.7465904     0.8700951   GD 1139
GD1140     16:14:07    -51:09:18     331:57:16    -00:04:38   2000.0    16.2352778   -51.1550000   331.9545434    -0.0773533   GD 1140
GD1141     16:14:56    -52:23:14     331:11:47     -1:03:25   2000.0    16.2488889   -52.3872222   331.1964437    -1.0569883   GD 1141
GD1142     16:15:42    -53:37:11     330:25:37     -2:01:37   2000.0    16.2616667   -53.6197222   330.4270471    -2.0269510   GD 1142
GD1143     16:16:45    -54:51:08     329:40:52     -3:01:14   2000.0    16.2791667   -54.8522222   329.6810662    -3.0205267   GD 1143
GD1144     16:05:58    -48:04:19     333:04:39     03:04:58   2000.0    16.0994444   -48.0719444   333.0773661     3.0827560   GD 1144
GD1145     16:06:05    -49:18:16     332:15:60     02:09:13   2000.0    16.1013889   -49.3044444   332.2665598     2.1535594   GD 1145
GD1146     16:06:23    -50:32:13     331:28:40     01:12:18   2000.0    16.1063889   -50.5369444   331.4776886     1.2050772   GD 1146
GD1147     16:06:58    -51:46:09     330:43:13     00:13:44   2000.0    16.1161111   -51.7691667   330.7202050     0.2288295   GD 1147
GD1148     16:07:31    -53:00:06     329:57:19    -00:44:28   2000.0    16.1252778   -53.0016667   329.9551472    -0.7411240   GD 1148
GD1149     16:08:20    -54:14:03     329:12:54     -1:44:03   2000.0    16.1388889   -54.2341667   329.2149486    -1.7341468   GD 1149
GD1150     16:09:25    -55:27:59     328:29:47     -2:44:52   2000.0    16.1569444   -55.4663889   328.4965034    -2.7477129   GD 1150
GD1151     16:10:49    -56:41:56     327:48:04     -3:47:05   2000.0    16.1802778   -56.6988889   327.8010594    -3.7845964   GD 1151
GD1152     15:58:37    -48:41:11     331:45:09     03:25:33   2000.0    15.9769444   -48.6863889   331.7526102     3.4257091   GD 1152
GD1153     15:58:44    -49:55:08     330:57:55     02:28:35   2000.0    15.9788889   -49.9188889   330.9652078     2.4764605   GD 1153
GD1154     15:59:07    -51:09:04     330:12:37     01:30:01   2000.0    15.9852778   -51.1511111   330.2101717     1.5003961   GD 1154
GD1155     15:59:27    -52:23:01     329:26:50     00:31:51   2000.0    15.9908333   -52.3836111   329.4473465     0.5308550   GD 1155
GD1156     16:00:01    -53:36:58     328:42:32    -00:27:34   2000.0    16.0002778   -53.6161111   328.7088000    -0.4595419   GD 1156
GD1157     16:00:51    -54:50:54     327:59:44     -1:28:18   2000.0    16.0141667   -54.8483333   327.9954323    -1.4716982   GD 1157
GD1158     16:01:59    -56:04:51     327:18:25     -2:30:25   2000.0    16.0330556   -56.0808333   327.3070115    -2.5068360   GD 1158
GD1159     16:03:26    -57:18:48     326:38:30     -3:33:50   2000.0    16.0572222   -57.3133333   326.6415449    -3.5637503   GD 1159
GD1160     15:51:10    -49:18:03     330:25:04     03:44:08   2000.0    15.8527778   -49.3008333   330.4177986     3.7356695   GD 1160
GD1161     15:51:22    -50:31:59     329:39:56     02:45:30   2000.0    15.8561111   -50.5330556   329.6654536     2.7583187   GD 1161
GD1162     15:51:29    -51:45:56     328:54:10     01:47:22   2000.0    15.8580556   -51.7655556   328.9028461     1.7894275   GD 1162
GD1163     15:51:50    -52:59:53     328:10:03     00:47:55   2000.0    15.8638889   -52.9980556   328.1675367     0.7987118   GD 1163
GD1164     15:52:26    -54:13:49     327:27:31    -00:12:47   2000.0    15.8738889   -54.2302778   327.4587040    -0.2131528   GD 1164
GD1165     15:53:17    -55:27:46     326:46:22     -1:14:40   2000.0    15.8880556   -55.4627778   326.7728312    -1.2445058   GD 1165
GD1166     15:54:28    -56:41:43     326:06:56     -2:18:01   2000.0    15.9077778   -56.6952778   326.1156418    -2.3003611   GD 1166
GD1167     15:56:05    -57:55:39     325:29:35     -3:23:11   2000.0    15.9347222   -57.9275000   325.4931672    -3.3864056   GD 1167
GD1168     15:43:38    -51:08:51     328:19:29     03:01:54   2000.0    15.7272222   -51.1475000   328.3246717     3.0318046   GD 1168
GD1169     15:43:46    -52:22:48     327:35:26     02:02:28   2000.0    15.7294444   -52.3800000   327.5905653     2.0410279   GD 1169
GD1170     15:44:07    -53:36:44     326:52:56     01:01:53   2000.0    15.7352778   -53.6122222   326.8821246     1.0312607   GD 1170
GD1171     15:44:44    -54:50:41     326:12:07    -00:00:02   2000.0    15.7455556   -54.8447222   326.2019314    -0.0005158   GD 1171
GD1172     15:45:38    -56:04:38     325:32:55     -1:03:12   2000.0    15.7605556   -56.0772222   325.5485655    -1.0533625   GD 1172
GD1173     15:46:57    -57:18:34     324:55:58     -2:08:09   2000.0    15.7825000   -57.3094444   324.9326494    -2.1359452   GD 1173
GD1174     15:48:16    -58:32:31     324:18:21     -3:12:43   2000.0    15.8044444   -58.5419444   324.3057755    -3.2118145   GD 1174
GD1175     15:35:48    -51:45:43     326:58:37     03:16:04   2000.0    15.5966667   -51.7619444   326.9769654     3.2677762   GD 1175
GD1176     15:35:56    -52:59:39     326:16:15     02:15:26   2000.0    15.5988889   -52.9941667   326.2707552     2.2572199   GD 1176
GD1177     15:36:18    -54:13:36     325:35:31     01:13:36   2000.0    15.6050000   -54.2266667   325.5920633     1.2267692   GD 1177
GD1178     15:36:57    -55:27:33     324:56:38     00:10:28   2000.0    15.6158333   -55.4591667   324.9437505     0.1743556   GD 1178
GD1179     15:37:59    -56:41:29     324:20:00    -00:54:21   2000.0    15.6330556   -56.6913889   324.3333553    -0.9057353   GD 1179
GD1180     15:38:59    -57:55:26     323:42:40     -1:58:42   2000.0    15.6497222   -57.9238889   323.7110636    -1.9782527   GD 1180
GD1181     15:40:21    -59:09:23     323:07:05     -3:04:25   2000.0    15.6725000   -59.1563889   323.1180445    -3.0736358   GD 1181
GD1182     15:27:52    -52:22:34     325:37:26     03:27:54   2000.0    15.4644444   -52.3761111   325.6238925     3.4650778   GD 1182
GD1183     15:28:00    -53:36:31     324:56:47     02:26:05   2000.0    15.4666667   -53.6086111   324.9464998     2.4346286   GD 1183
GD1184     15:28:23    -54:50:28     324:17:56     01:23:03   2000.0    15.4730556   -54.8411111   324.2989423     1.3842283   GD 1184
GD1185     15:29:09    -56:04:24     323:41:36     00:18:20   2000.0    15.4858333   -56.0733333   323.6934317     0.3055130   GD 1185
GD1186     15:29:52    -57:18:21     323:04:35    -00:45:58   2000.0    15.4977778   -57.3058333   323.0765145    -0.7660116   GD 1186
GD1187     15:30:55    -58:32:18     322:29:22     -1:51:32   2000.0    15.5152778   -58.5383333   322.4895467    -1.8587806   GD 1187
GD1188     15:32:20    -59:46:14     321:55:54     -2:58:21   2000.0    15.5388889   -59.7705556   321.9315990    -2.9725992   GD 1188
GD1189     15:19:49    -52:59:26     324:15:52     03:37:24   2000.0    15.3302778   -52.9905556   324.2645436     3.6232960   GD 1189
GD1190     15:19:57    -54:13:23     323:37:03     02:34:25   2000.0    15.3325000   -54.2230556   323.6174457     2.5735595   GD 1190
GD1191     15:20:28    -55:27:19     323:00:59     01:29:42   2000.0    15.3411111   -55.4552778   323.0163860     1.4950901   GD 1191
GD1192     15:20:53    -56:41:16     322:24:01     00:25:34   2000.0    15.3480556   -56.6877778   322.4002842     0.4259914   GD 1192
GD1193     15:21:38    -57:55:13     321:49:06    -00:39:55   2000.0    15.3605556   -57.9202778   321.8183530    -0.6651911   GD 1193
GD1194     15:22:43    -59:09:09     321:15:59     -1:46:33   2000.0    15.3786111   -59.1525000   321.2662526    -1.7759031   GD 1194
GD1195     15:24:13    -60:23:06     320:44:52     -2:54:36   2000.0    15.4036111   -60.3850000   320.7476732    -2.9100218   GD 1195
GD1196     15:11:39    -53:36:18     322:54:03     03:44:28   2000.0    15.1941667   -53.6050000   322.9007078     3.7411883   GD 1196
GD1197     15:11:54    -54:50:14     322:17:59     02:39:51   2000.0    15.1983333   -54.8372222   322.2998046     2.6642670   GD 1197
GD1198     15:12:04    -56:04:11     321:41:17     01:35:38   2000.0    15.2011111   -56.0697222   321.6879174     1.5938763   GD 1198
GD1199     15:12:31    -57:18:08     321:06:30     00:30:16   2000.0    15.2086111   -57.3022222   321.1082183     0.5044064   GD 1199
GD1200     15:13:17    -58:32:04     320:33:39    -00:36:15   2000.0    15.2213889   -58.5344444   320.5607141    -0.6041872   GD 1200
GD1201     15:14:25    -59:46:01     320:02:46     -1:44:01   2000.0    15.2402778   -59.7669444   320.0461261    -1.7335566   GD 1201
GD1202     15:16:16    -60:59:57     319:35:45     -2:54:12   2000.0    15.2711111   -60.9991667   319.5957581    -2.9032152   GD 1202
GD1203     15:03:22    -55:27:06     320:56:07     02:44:24   2000.0    15.0561111   -55.4516667   320.9351697     2.7399838   GD 1203
GD1204     15:03:32    -56:41:03     320:21:26     01:39:03   2000.0    15.0588889   -56.6841667   320.3571584     1.6509473   GD 1204
GD1205     15:04:00    -57:54:59     319:48:48     00:32:36   2000.0    15.0666667   -57.9163889   319.8134137     0.5433363   GD 1205
