#  Name       RA      DEC       l       b     Epoch    RA_decimal   DEC_decimal    l_decimal     b_decimal  Prefix No
GD1206     15:04:48    -59:08:56     319:18:12    -00:35:00   2000.0    15.0800000   -59.1488889   319.3032533    -0.5834720   GD 1206
GD1207     15:06:17    -60:22:52     318:51:36     -1:44:54   2000.0    15.1047222   -60.3811111   318.8599174    -1.7482762   GD 1207
GD1208     15:08:13    -61:36:49     318:26:59     -2:56:02   2000.0    15.1369444   -61.6136111   318.4496902    -2.9340042   GD 1208
GD1209     14:54:43    -56:03:58     319:34:15     02:46:15   2000.0    14.9119444   -56.0661111   319.5708984     2.7708865   GD 1209
GD1210     14:54:53    -57:17:54     319:01:42     01:39:51   2000.0    14.9147222   -57.2983333   319.0282103     1.6641638   GD 1210
GD1211     14:55:22    -58:31:51     318:31:17     00:32:20   2000.0    14.9227778   -58.5308333   318.5214043     0.5388082   GD 1211
GD1212     14:56:30    -59:45:47     318:05:01    -00:37:20   2000.0    14.9416667   -59.7630556   318.0835475    -0.6221248   GD 1212
GD1213     14:58:03    -60:59:44     317:40:50     -1:48:09   2000.0    14.9675000   -60.9955556   317.6804407    -1.8025088   GD 1213
GD1214     15:00:03    -62:13:41     317:18:35     -3:00:06   2000.0    15.0008333   -62.2280556   317.3096186    -3.0017921   GD 1214
GD1215     14:45:54    -56:40:49     318:12:11     02:45:33   2000.0    14.7650000   -56.6802778   318.2030151     2.7590744   GD 1215
GD1216     14:46:05    -57:54:46     317:41:56     01:38:02   2000.0    14.7680556   -57.9127778   317.6989070     1.6339407   GD 1216
GD1217     14:46:53    -59:08:42     317:15:55     00:28:33   2000.0    14.7813889   -59.1450000   317.2654054     0.4757453   GD 1217
GD1218     14:48:04    -60:22:39     316:52:04    -00:42:01   2000.0    14.8011111   -60.3775000   316.8678298    -0.7003429   GD 1218
GD1219     14:49:41    -61:36:36     316:30:22     -1:53:41   2000.0    14.8280556   -61.6100000   316.5061124    -1.8947807   GD 1219
GD1220     14:51:47    -62:50:32     316:10:45     -3:06:28   2000.0    14.8630556   -62.8422222   316.1791726    -3.1078394   GD 1220
GD1221     14:36:58    -57:17:41     316:50:23     02:41:59   2000.0    14.6161111   -57.2947222   316.8397444     2.6996622   GD 1221
GD1222     14:37:27    -58:31:37     316:24:35     01:32:35   2000.0    14.6241667   -58.5269444   316.4096806     1.5430310   GD 1222
GD1223     14:38:17    -59:45:34     316:00:59     00:22:12   2000.0    14.6380556   -59.7594444   316.0162610     0.3701120   GD 1223
GD1224     14:39:31    -60:59:31     315:39:36    -00:49:11   2000.0    14.6586111   -60.9919444   315.6600881    -0.8196039   GD 1224
GD1225     14:41:12    -62:13:27     315:20:27     -2:01:35   2000.0    14.6866667   -62.2241667   315.3407734    -2.0264600   GD 1225
GD1226     14:43:24    -63:27:24     315:03:30     -3:15:08   2000.0    14.7233333   -63.4566667   315.0582521    -3.2521884   GD 1226
GD1227     14:27:59    -56:40:36     315:56:30     03:44:12   2000.0    14.4663889   -56.6766667   315.9417605     3.7365906   GD 1227
GD1228     14:28:10    -57:54:32     315:30:53     02:34:49   2000.0    14.4694444   -57.9088889   315.5146365     2.5802559   GD 1228
GD1229     14:28:40    -59:08:29     315:07:28     01:24:33   2000.0    14.4777778   -59.1413889   315.1244279     1.4092557   GD 1229
GD1230     14:29:33    -60:22:26     314:46:28     00:13:20   2000.0    14.4925000   -60.3738889   314.7743073     0.2222986   GD 1230
GD1231     14:30:50    -61:36:22     314:27:38    -00:58:46   2000.0    14.5138889   -61.6061111   314.4606577    -0.9794511   GD 1231
GD1232     14:32:36    -62:50:19     314:11:10     -2:11:55   2000.0    14.5433333   -62.8386111   314.1861993    -2.1985237   GD 1232
GD1233     14:35:15    -64:04:16     313:59:03     -3:26:60   2000.0    14.5875000   -64.0711111   313.9842349    -3.4499157   GD 1233
GD1234     14:19:03    -57:17:27     314:35:04     03:35:07   2000.0    14.3175000   -57.2908333   314.5843960     3.5854141   GD 1234
GD1235     14:19:14    -58:31:24     314:11:48     02:24:54   2000.0    14.3205556   -58.5233333   314.1966563     2.4150620   GD 1235
GD1236     14:19:45    -59:45:21     313:50:51     01:13:52   2000.0    14.3291667   -59.7558333   313.8475654     1.2311246   GD 1236
GD1237     14:20:40    -60:59:17     313:32:24     00:01:57   2000.0    14.3444444   -60.9880556   313.5399724     0.0325408   GD 1237
GD1238     14:22:01    -62:13:14     313:16:17     -1:10:52   2000.0    14.3669444   -62.2205556   313.2715032    -1.1810241   GD 1238
GD1239     14:24:12    -63:27:11     313:04:40     -2:25:24   2000.0    14.4033333   -63.4530556   313.0777640    -2.4234509   GD 1239
GD1240     14:27:20    -64:41:07     312:57:30     -3:41:48   2000.0    14.4555556   -64.6852778   312.9582411    -3.6967921   GD 1240
GD1241     14:09:57    -57:54:19     313:13:52     03:23:17   2000.0    14.1658333   -57.9052778   313.2311819     3.3879210   GD 1241
GD1242     14:10:09    -59:08:16     312:53:11     02:12:15   2000.0    14.1691667   -59.1377778   312.8863111     2.2042449   GD 1242
GD1243     14:10:42    -60:22:12     312:34:54     01:00:30   2000.0    14.1783333   -60.3700000   312.5815630     1.0082634   GD 1243
GD1244     14:11:39    -61:36:09     312:19:02    -00:12:04   2000.0    14.1941667   -61.6025000   312.3173119    -0.2010742   GD 1244
GD1245     14:13:24    -62:50:06     312:07:52     -1:26:11   2000.0    14.2233333   -62.8350000   312.1311686    -1.4363792   GD 1245
GD1246     14:16:03    -64:04:02     312:01:19     -2:41:56   2000.0    14.2675000   -64.0672222   312.0218901    -2.6989493   GD 1246
GD1247     14:00:42    -58:31:11     311:53:13     03:08:33   2000.0    14.0116667   -58.5197222   311.8869840     3.1426184   GD 1247
GD1248     14:00:54    -59:45:07     311:35:03     01:56:52   2000.0    14.0150000   -59.7519444   311.5842198     1.9478183   GD 1248
GD1249     14:01:29    -60:59:04     311:19:29     00:44:27   2000.0    14.0247222   -60.9844444   311.3248134     0.7407554   GD 1249
GD1250     14:02:49    -62:13:01     311:08:40    -00:29:19   2000.0    14.0469444   -62.2169444   311.1443423    -0.4887206   GD 1250
GD1251     14:05:01    -63:26:57     311:02:40     -1:44:32   2000.0    14.0836111   -63.4491667   311.0444875    -1.7422900   GD 1251
GD1252     14:07:47    -64:40:54     310:58:54     -3:00:35   2000.0    14.1297222   -64.6816667   310.9815429    -3.0097901   GD 1252
GD1253     13:51:18    -59:08:02     310:33:17     02:50:57   2000.0    13.8550000   -59.1338889   310.5545914     2.8490433   GD 1253
GD1254     13:51:30    -60:21:59     310:17:42     01:38:38   2000.0    13.8583333   -60.3663889   310.2949483     1.6438952   GD 1254
GD1255     13:52:27    -61:35:56     310:07:14     00:25:06   2000.0    13.8741667   -61.5988889   310.1205311     0.4183697   GD 1255
GD1256     13:54:13    -62:49:52     310:01:41    -00:49:39   2000.0    13.9036111   -62.8311111   310.0279269    -0.8274897   GD 1256
GD1257     13:56:31    -64:03:49     309:58:30     -2:05:07   2000.0    13.9419444   -64.0636111   309.9749736    -2.0853801   GD 1257
GD1258     13:59:11    -65:17:46     309:56:13     -3:20:59   2000.0    13.9863889   -65.2961111   309.9368571    -3.3498375   GD 1258
GD1259     13:41:43    -59:44:54     309:13:57     02:30:25   2000.0    13.6952778   -59.7483333   309.2325513     2.5069326   GD 1259
GD1260     13:42:17    -60:58:51     309:03:40     01:17:04   2000.0    13.7047222   -60.9808333   309.0609852     1.2844107   GD 1260
GD1261     13:43:38    -62:12:47     308:58:26     00:02:41   2000.0    13.7272222   -62.2130556   308.9738430     0.0448379   GD 1261
GD1262     13:45:29    -63:26:44     308:55:43     -1:12:17   2000.0    13.7580556   -63.4455556   308.9285815    -1.2047984   GD 1262
GD1263     13:47:39    -64:40:41     308:53:55     -2:27:34   2000.0    13.7941667   -64.6780556   308.8986370    -2.4594953   GD 1263
GD1264     13:32:07    -59:07:49     308:08:18     03:19:47   2000.0    13.5352778   -59.1302778   308.1384463     3.3296345   GD 1264
GD1265     13:32:19    -60:21:46     307:58:08     02:06:31   2000.0    13.5386111   -60.3627778   307.9687594     2.1085846   GD 1265
GD1266     13:33:16    -61:35:42     307:53:08     00:52:26   2000.0    13.5544444   -61.5950000   307.8855869     0.8737855   GD 1266
GD1267     13:34:40    -62:49:39     307:50:39    -00:22:08   2000.0    13.5777778   -62.8275000   307.8441531    -0.3687737   GD 1267
GD1268     13:36:22    -64:03:36     307:49:18     -1:36:56   2000.0    13.6061111   -64.0600000   307.8216767    -1.6156241   GD 1268
GD1269     13:38:15    -65:17:32     307:48:06     -2:51:50   2000.0    13.6375000   -65.2922222   307.8016627    -2.8640261   GD 1269
GD1270     13:22:32    -59:44:41     306:50:41     02:53:26   2000.0    13.3755556   -59.7447222   306.8448126     2.8905765   GD 1270
GD1271     13:23:06    -60:58:37     306:45:52     01:39:32   2000.0    13.3850000   -60.9769444   306.7644841     1.6589777   GD 1271
GD1272     13:24:06    -62:12:34     306:43:44     00:25:17   2000.0    13.4016667   -62.2094444   306.7290259     0.4212628   GD 1272
GD1273     13:25:20    -63:26:31     306:42:36    -00:49:09   2000.0    13.4222222   -63.4419444   306.7099431    -0.8191047   GD 1273
GD1274     13:26:42    -64:40:27     306:41:35     -2:03:37   2000.0    13.4450000   -64.6741667   306.6931647    -2.0602407   GD 1274
GD1275     13:28:13    -65:54:24     306:40:42     -3:18:10   2000.0    13.4702778   -65.9066667   306.6782110    -3.3027946   GD 1275
GD1276     13:12:56    -59:07:36     305:41:31     03:37:47   2000.0    13.2155556   -59.1266667   305.6920301     3.6298383   GD 1276
GD1277     13:13:08    -60:21:32     305:36:49     02:23:59   2000.0    13.2188889   -60.3588889   305.6136971     2.3998434   GD 1277
GD1278     13:13:44    -61:35:29     305:34:52     01:09:56   2000.0    13.2288889   -61.5913889   305.5810275     1.1656293   GD 1278
GD1279     13:14:32    -62:49:26     305:33:56    -00:04:13   2000.0    13.2422222   -62.8238889   305.5654632    -0.0702939   GD 1279
GD1280     13:15:26    -64:03:22     305:33:11     -1:18:24   2000.0    13.2572222   -64.0561111   305.5531660    -1.3065531   GD 1280
GD1281     13:16:25    -65:17:19     305:32:27     -2:32:36   2000.0    13.2736111   -65.2886111   305.5408019    -2.5434676   GD 1281
GD1282     13:03:21    -59:44:27     304:26:03     03:05:46   2000.0    13.0558333   -59.7408333   304.4342698     3.0961642   GD 1282
GD1283     13:03:34    -60:58:24     304:24:12     01:51:50   2000.0    13.0594444   -60.9733333   304.4034409     1.8637580   GD 1283
GD1284     13:03:58    -62:12:21     304:23:31     00:37:49   2000.0    13.0661111   -62.2058333   304.3919669     0.6303937   GD 1284
GD1285     13:04:24    -63:26:17     304:22:50    -00:36:10   2000.0    13.0733333   -63.4380556   304.3804295    -0.6027672   GD 1285
GD1286     13:04:53    -64:40:14     304:22:12     -1:50:11   2000.0    13.0813889   -64.6705556   304.3700470    -1.8363562   GD 1286
GD1287     13:05:24    -65:54:11     304:21:30     -3:04:12   2000.0    13.0900000   -65.9030556   304.3583486    -3.0699826   GD 1287
GD1288     12:53:36    -60:21:19     303:11:58     02:30:55   2000.0    12.8933333   -60.3552778   303.1995271     2.5153488   GD 1288
GD1289     12:53:36    -61:35:16     303:11:21     01:16:58   2000.0    12.8933333   -61.5877778   303.1891673     1.2828923   GD 1289
GD1290     12:53:36    -62:49:12     303:10:44     00:03:03   2000.0    12.8933333   -62.8200000   303.1788199     0.0507135   GD 1290
GD1291     12:53:36    -64:03:09     303:10:06     -1:10:54   2000.0    12.8933333   -64.0525000   303.1684706    -1.1817430   GD 1291
GD1292     12:53:36    -65:17:06     303:09:29     -2:24:51   2000.0    12.8933333   -65.2850000   303.1581121    -2.4141996   GD 1292
GD1293     12:43:51    -59:44:27     301:58:29     03:07:01   2000.0    12.7308333   -59.7408333   301.9747229     3.1168135   GD 1293
GD1294     12:43:38    -60:58:24     301:59:05     01:53:03   2000.0    12.7272222   -60.9733333   301.9848190     1.8840637   GD 1294
GD1295     12:43:14    -62:12:21     301:58:32     00:39:02   2000.0    12.7205556   -62.2058333   301.9755755     0.6506807   GD 1295
GD1296     12:42:48    -63:26:17     301:57:59    -00:34:57   2000.0    12.7133333   -63.4380556   301.9664089    -0.5825001   GD 1296
GD1297     12:42:19    -64:40:14     301:57:22     -1:48:58   2000.0    12.7052778   -64.6705556   301.9560710    -1.8160895   GD 1297
GD1298     12:41:48    -65:54:11     301:56:49     -3:02:59   2000.0    12.6966667   -65.9030556   301.9470198    -3.0497381   GD 1298
GD1299     12:34:16    -59:07:36     300:43:34     03:40:17   2000.0    12.5711111   -59.1266667   300.7260872     3.6715202   GD 1299
GD1300     12:34:04    -60:21:32     300:47:01     02:26:25   2000.0    12.5677778   -60.3588889   300.7837187     2.4403849   GD 1300
GD1301     12:33:28    -61:35:29     300:47:44     01:12:21   2000.0    12.5577778   -61.5913889   300.7956572     1.2057965   GD 1301
GD1302     12:32:40    -62:49:26     300:47:26    -00:01:49   2000.0    12.5444444   -62.8238889   300.7904820    -0.0302139   GD 1302
GD1303     12:31:46    -64:03:22     300:46:55     -1:15:59   2000.0    12.5294444   -64.0561111   300.7820335    -1.2665054   GD 1303
GD1304     12:30:47    -65:17:19     300:46:25     -2:30:12   2000.0    12.5130556   -65.2886111   300.7736208    -2.5034529   GD 1304
GD1305     12:24:40    -59:44:41     299:33:39     02:57:06   2000.0    12.4111111   -59.7447222   299.5609719     2.9516918   GD 1305
GD1306     12:24:06    -60:58:37     299:37:14     01:43:08   2000.0    12.4016667   -60.9769444   299.6206188     1.7189201   GD 1306
GD1307     12:23:06    -62:12:34     299:38:07     00:28:51   2000.0    12.3850000   -62.2094444   299.6353218     0.4807848   GD 1307
GD1308     12:21:52    -63:26:31     299:38:01    -00:45:35   2000.0    12.3644444   -63.4419444   299.6336134    -0.7597283   GD 1308
GD1309     12:20:30    -64:40:27     299:37:46     -2:00:03   2000.0    12.3416667   -64.6741667   299.6295754    -2.0009710   GD 1309
GD1310     12:18:59    -65:54:24     299:37:25     -3:14:37   2000.0    12.3163889   -65.9066667   299.6236569    -3.2436006   GD 1310
GD1311     12:15:05    -59:07:49     298:16:29     03:24:44   2000.0    12.2513889   -59.1302778   298.2748046     3.4123492   GD 1311
GD1312     12:14:53    -60:21:46     298:25:26     02:11:19   2000.0    12.2480556   -60.3627778   298.4240009     2.1886315   GD 1312
GD1313     12:13:56    -61:35:42     298:29:11     00:57:09   2000.0    12.2322222   -61.5950000   298.4864859     0.9526136   GD 1313
GD1314     12:12:32    -62:49:39     298:30:26    -00:17:26   2000.0    12.2088889   -62.8275000   298.5071184    -0.2904649   GD 1314
GD1315     12:10:50    -64:03:36     298:30:31     -1:32:15   2000.0    12.1805556   -64.0600000   298.5087179    -1.5375168   GD 1315
GD1316     12:08:57    -65:17:32     298:30:28     -2:47:10   2000.0    12.1491667   -65.2922222   298.5078039    -2.7860786   GD 1316
GD1317     12:05:29    -59:44:54     297:10:01     02:36:29   2000.0    12.0913889   -59.7483333   297.1669739     2.6080504   GD 1317
GD1318     12:04:55    -60:58:51     297:19:05     01:22:58   2000.0    12.0819444   -60.9808333   297.3180844     1.3828338   GD 1318
GD1319     12:03:34    -62:12:47     297:23:04     00:08:31   2000.0    12.0594444   -62.2130556   297.3845058     0.1419783   GD 1319
GD1320     12:01:43    -63:26:44     297:24:32     -1:06:30   2000.0    12.0286111   -63.4455556   297.4088815    -1.1082397   GD 1320
GD1321     11:59:33    -64:40:41     297:25:04     -2:21:48   2000.0    11.9925000   -64.6780556   297.4178378    -2.3632615   GD 1321
GD1322     11:57:09    -65:54:37     297:25:28     -3:37:15   2000.0    11.9525000   -65.9102778   297.4244961    -3.6207108   GD 1322
GD1323     11:55:54    -59:08:02     295:51:03     02:58:20   2000.0    11.9316667   -59.1338889   295.8507128     2.9721613   GD 1323
GD1324     11:55:42    -60:21:59     296:05:25     01:45:46   2000.0    11.9283333   -60.3663889   296.0902326     1.7628554   GD 1324
GD1325     11:54:45    -61:35:56     296:14:39     00:32:05   2000.0    11.9125000   -61.5988889   296.2442001     0.5345935   GD 1325
GD1326     11:52:59    -62:49:52     296:18:58    -00:42:45   2000.0    11.8830556   -62.8311111   296.3160219    -0.7126366   GD 1326
GD1327     11:50:41    -64:03:49     296:20:53     -1:58:16   2000.0    11.8447222   -64.0636111   296.3479810    -1.9712348   GD 1327
GD1328     11:48:01    -65:17:46     296:21:54     -3:14:10   2000.0    11.8002778   -65.2961111   296.3649608    -3.2361516   GD 1328
GD1329     11:46:30    -58:31:11     294:31:24     03:17:16   2000.0    11.7750000   -58.5197222   294.5232332     3.2878504   GD 1329
GD1330     11:46:18    -59:45:07     294:48:22     02:05:17   2000.0    11.7716667   -59.7519444   294.8061068     2.0881876   GD 1330
GD1331     11:45:43    -60:59:04     295:02:44     00:52:37   2000.0    11.7619444   -60.9844444   295.0454218     0.8769808   GD 1331
GD1332     11:44:23    -62:13:01     295:12:20    -00:21:19   2000.0    11.7397222   -62.2169444   295.2054275    -0.3553256   GD 1332
GD1333     11:42:11    -63:26:57     295:17:04     -1:36:37   2000.0    11.7030556   -63.4491667   295.2844089    -1.6103823   GD 1333
GD1334     11:39:25    -64:40:54     295:19:34     -2:52:44   2000.0    11.6569444   -64.6816667   295.3262216    -2.8787536   GD 1334
GD1335     11:37:15    -57:54:19     293:10:59     03:33:19   2000.0    11.6208333   -57.9052778   293.1830842     3.5553911   GD 1335
GD1336     11:37:03    -59:08:16     293:30:30     02:21:58   2000.0    11.6175000   -59.1377778   293.5083239     2.3661717   GD 1336
GD1337     11:36:30    -60:22:12     293:47:36     01:09:55   2000.0    11.6083333   -60.3700000   293.7932324     1.1653079   GD 1337
GD1338     11:35:33    -61:36:09     294:02:15    -00:02:54   2000.0    11.5925000   -61.6025000   294.0374097    -0.0482429   GD 1338
GD1339     11:33:48    -62:50:06     294:12:11     -1:17:11   2000.0    11.5633333   -62.8350000   294.2030332    -1.2864646   GD 1339
GD1340     11:31:09    -64:04:02     294:17:29     -2:33:02   2000.0    11.5191667   -64.0672222   294.2913174    -2.5506735   GD 1340
GD1341     11:27:58    -58:31:24     292:12:05     02:35:55   2000.0    11.4661111   -58.5233333   292.2014810     2.5986056   GD 1341
GD1342     11:27:27    -59:45:21     292:31:52     01:24:33   2000.0    11.4575000   -59.7558333   292.5310119     1.4090719   GD 1342
GD1343     11:26:32    -60:59:17     292:49:08     00:12:20   2000.0    11.4422222   -60.9880556   292.8187826     0.2055731   GD 1343
GD1344     11:25:11    -62:13:14     293:04:02     -1:00:44   2000.0    11.4197222   -62.2205556   293.0671531    -1.0122623   GD 1344
GD1345     11:23:00    -63:27:11     293:14:25     -2:15:28   2000.0    11.3833333   -63.4530556   293.2402862    -2.2577224   GD 1345
GD1346     11:19:52    -64:41:07     293:20:19     -3:31:58   2000.0    11.3311111   -64.6852778   293.3386536    -3.5328660   GD 1346
GD1347     11:18:43    -57:54:32     290:50:48     02:46:15   2000.0    11.3119444   -57.9088889   290.8467568     2.7707248   GD 1347
GD1348     11:18:32    -59:08:29     291:15:26     01:36:30   2000.0    11.3088889   -59.1413889   291.2571538     1.6082039   GD 1348
GD1349     11:17:39    -60:22:26     291:35:16     00:24:56   2000.0    11.2941667   -60.3738889   291.5877281     0.4156516   GD 1349
GD1350     11:16:22    -61:36:22     291:52:54    -00:47:28   2000.0    11.2727778   -61.6061111   291.8815512    -0.7910971   GD 1350
GD1351     11:14:36    -62:50:19     292:08:09     -2:00:52   2000.0    11.2433333   -62.8386111   292.1358527    -2.0145254   GD 1351
GD1352     11:11:57    -64:04:16     292:19:01     -3:16:09   2000.0    11.1991667   -64.0711111   292.3170813    -3.2690764   GD 1352
GD1353     11:09:38    -57:17:41     289:29:17     02:53:44   2000.0    11.1605556   -57.2947222   289.4879863     2.8955736   GD 1353
GD1354     11:09:27    -58:31:37     289:56:17     01:44:53   2000.0    11.1575000   -58.5269444   289.9379457     1.7480372   GD 1354
GD1355     11:08:55    -59:45:34     290:20:54     00:35:02   2000.0    11.1486111   -59.7594444   290.3483368     0.5838268   GD 1355
GD1356     11:07:41    -60:59:31     290:41:06    -00:36:42   2000.0    11.1280556   -60.9919444   290.6849675    -0.6115646   GD 1356
GD1357     11:06:00    -62:13:27     290:59:04     -1:49:25   2000.0    11.1000000   -62.2241667   290.9844055    -1.8234958   GD 1357
GD1358     11:03:48    -63:27:24     291:14:48     -3:03:13   2000.0    11.0633333   -63.4566667   291.2466774    -3.0536978   GD 1358
GD1359     11:00:41    -56:40:49     288:07:24     02:58:23   2000.0    11.0113889   -56.6802778   288.1233561     2.9731327   GD 1359
GD1360     11:00:30    -57:54:46     288:36:42     01:50:28   2000.0    11.0083333   -57.9127778   288.6118013     1.8410906   GD 1360
GD1361     11:00:00    -59:08:42     289:03:51     00:41:35   2000.0    11.0000000   -59.1450000   289.0641023     0.6929793   GD 1361
GD1362     10:59:08    -60:22:39     289:28:46    -00:28:21   2000.0    10.9855556   -60.3775000   289.4793901    -0.4725679   GD 1362
GD1363     10:57:31    -61:36:36     289:49:17     -1:40:22   2000.0    10.9586111   -61.6100000   289.8215213    -1.6727516   GD 1363
GD1364     10:55:25    -62:50:32     290:07:43     -2:53:28   2000.0    10.9236111   -62.8422222   290.1284994    -2.8909924   GD 1364
GD1365     10:51:53    -56:03:58     286:45:27     03:00:18   2000.0    10.8647222   -56.0661111   286.7575872     3.0049343   GD 1365
GD1366     10:51:43    -57:17:54     287:17:06     01:53:27   2000.0    10.8619444   -57.2983333   287.2849104     1.8907792   GD 1366
GD1367     10:51:14    -58:31:51     287:46:34     00:45:31   2000.0    10.8538889   -58.5308333   287.7760278     0.7584740   GD 1367
GD1368     10:50:23    -59:45:47     288:13:46    -00:23:33   2000.0    10.8397222   -59.7630556   288.2295113    -0.3924409   GD 1368
GD1369     10:49:09    -60:59:44     288:38:56     -1:33:41   2000.0    10.8191667   -60.9955556   288.6489976    -1.5613549   GD 1369
GD1370     10:47:09    -62:13:41     289:00:01     -2:45:59   2000.0    10.7858333   -62.2280556   289.0001687    -2.7665114   GD 1370
GD1371     10:43:13    -55:27:06     285:23:26     02:59:30   2000.0    10.7202778   -55.4516667   285.3906421     2.9917769   GD 1371
GD1372     10:43:03    -56:41:03     285:57:13     01:53:42   2000.0    10.7175000   -56.6841667   285.9537199     1.8949057   GD 1372
GD1373     10:42:35    -57:54:59     286:28:56     00:46:48   2000.0    10.7097222   -57.9163889   286.4821989     0.7799107   GD 1373
GD1374     10:41:47    -59:08:56     286:58:36    -00:21:14   2000.0    10.6963889   -59.1488889   286.9767523    -0.3538355   GD 1374
GD1375     10:40:36    -60:22:52     287:26:11     -1:30:25   2000.0    10.6766667   -60.3811111   287.4363808    -1.5068137   GD 1375
GD1376     10:38:59    -61:36:49     287:51:42     -2:40:49   2000.0    10.6497222   -61.6136111   287.8615930    -2.6802202   GD 1376
GD1377     10:34:41    -54:50:14     284:01:29     02:56:05   2000.0    10.5780556   -54.8372222   284.0247905     2.9347048   GD 1377
GD1378     10:34:32    -56:04:11     284:37:27     01:51:26   2000.0    10.5755556   -56.0697222   284.6241378     1.8572404   GD 1378
GD1379     10:34:05    -57:18:08     285:11:20     00:45:36   2000.0    10.5680556   -57.3022222   285.1888655     0.7599112   GD 1379
GD1380     10:33:18    -58:32:04     285:43:09    -00:21:26   2000.0    10.5550000   -58.5344444   285.7191688    -0.3572179   GD 1380
GD1381     10:32:10    -59:46:01     286:13:05     -1:29:37   2000.0    10.5361111   -59.7669444   286.2181282    -1.4935585   GD 1381
GD1382     10:30:37    -60:59:57     286:41:00     -2:39:02   2000.0    10.5102778   -60.9991667   286.6834508    -2.6506217   GD 1382
GD1383     10:26:17    -54:13:23     282:39:44     02:50:06   2000.0    10.4380556   -54.2230556   282.6621955     2.8349052   GD 1383
GD1384     10:26:08    -55:27:19     283:17:39     01:46:36   2000.0    10.4355556   -55.4552778   283.2942575     1.7766077   GD 1384
GD1385     10:25:42    -56:41:16     283:53:38     00:41:53   2000.0    10.4283333   -56.6877778   283.8938414     0.6980027   GD 1385
GD1386     10:24:57    -57:55:13     284:27:39    -00:24:04   2000.0    10.4158333   -57.9202778   284.4608622    -0.4010018   GD 1386
GD1387     10:23:52    -59:09:09     284:59:52     -1:31:09   2000.0    10.3977778   -59.1525000   284.9976856    -1.5191516   GD 1387
GD1388     10:22:23    -60:23:06     285:30:08     -2:39:33   2000.0    10.3730556   -60.3850000   285.5023015    -2.6591576   GD 1388
GD1389     10:18:14    -52:22:34     280:38:57     03:44:22   2000.0    10.3038889   -52.3761111   280.6492214     3.7394580   GD 1389
GD1390     10:18:00    -53:36:31     281:18:09     02:41:35   2000.0    10.3000000   -53.6086111   281.3023813     2.6930232   GD 1390
GD1391     10:17:51    -54:50:28     281:57:58     01:39:14   2000.0    10.2975000   -54.8411111   281.9661183     1.6539681   GD 1391
GD1392     10:17:26    -56:04:24     282:35:57     00:35:42   2000.0    10.2905556   -56.0733333   282.5991254     0.5950408   GD 1392
GD1393     10:16:43    -57:18:21     283:12:05    -00:29:05   2000.0    10.2786111   -57.3058333   283.2015076    -0.4847191   GD 1393
GD1394     10:15:40    -58:32:18     283:46:25     -1:35:07   2000.0    10.2611111   -58.5383333   283.7735409    -1.5853456   GD 1394
GD1395     10:14:15    -59:46:14     284:18:58     -2:42:24   2000.0    10.2375000   -59.7705556   284.3161551    -2.7066514   GD 1395
GD1396     10:10:10    -52:59:39     279:59:18     02:32:21   2000.0    10.1694444   -52.9941667   279.9882575     2.5391468   GD 1396
GD1397     10:09:42    -54:13:36     280:38:35     01:29:33   2000.0    10.1616667   -54.2266667   280.6431680     1.4924947   GD 1397
GD1398     10:09:18    -55:27:33     281:18:31     00:27:12   2000.0    10.1550000   -55.4591667   281.3085536     0.4533735   GD 1398
GD1399     10:08:36    -56:41:29     281:56:35    -00:36:27   2000.0    10.1433333   -56.6913889   281.9429742    -0.6074897   GD 1399
GD1400     10:07:36    -57:55:26     282:33:03     -1:41:18   2000.0    10.1266667   -57.9238889   282.5507044    -1.6882797   GD 1400
GD1401     10:06:14    -59:09:23     283:07:43     -2:47:30   2000.0    10.1038889   -59.1563889   283.1287300    -2.7915698   GD 1401
GD1402     10:01:58    -53:36:44     279:21:39     01:19:08   2000.0    10.0327778   -53.6122222   279.3607587     1.3188084   GD 1402
GD1403     10:01:16    -54:50:41     280:01:10     00:16:20   2000.0    10.0211111   -54.8447222   280.0195700     0.2721081   GD 1403
GD1404     10:00:36    -56:04:38     280:41:13    -00:46:06   2000.0    10.0100000   -56.0772222   280.6870423    -0.7683169   GD 1404
GD1405     09:59:38    -57:18:34     281:19:38     -1:49:46   2000.0     9.9938889   -57.3094444   281.3273217    -1.8295620   GD 1405
GD1406     09:58:19    -58:32:31     281:56:22     -2:54:49   2000.0     9.9719444   -58.5419444   281.9395550    -2.9137310   GD 1406
GD1407     09:52:42    -55:27:46     279:25:59    -00:58:01   2000.0     9.8783333   -55.4627778   279.4330326    -0.9669262   GD 1407
GD1408     09:51:46    -56:41:43     280:06:18     -2:00:30   2000.0     9.8627778   -56.6952778   280.1050765    -2.0084059   GD 1408
GD1409     09:50:30    -57:55:39     280:45:01     -3:04:21   2000.0     9.8416667   -57.9275000   280.7502774    -3.0724345   GD 1409
DG1000     18:39:04     -3:25:20      28:28:32     01:11:13   2000.0    18.6511111    -3.4222222    28.4754723     1.1868591   DG 1000
DG1001     18:39:06     -4:39:10      27:23:07     00:36:56   2000.0    18.6516667    -4.6527778    27.3854136     0.6155343   DG 1001
DG1002     18:39:08     -5:53:00      26:17:44     00:02:38   2000.0    18.6522222    -5.8833333    26.2955751     0.0440126   DG 1002
DG1003     18:39:10     -7:06:50      25:12:21    -00:31:39   2000.0    18.6527778    -7.1138889    25.2057364    -0.5274926   DG 1003
