130.656708333,19.9885861111
128.997666667,20.0779277778
130.017333333,19.4139638889
128.324916667,19.2757638889
128.94675,18.1416583333
132.736958333,19.6160805556
132.707666667,19.8101416667
129.8435,20.0818805556
129.656125,19.2579638889
130.127416667,19.933
131.787916667,18.1936944444
128.917291667,18.7078666667
129.712625,19.8505638889
130.803833333,18.5307861111
130.717833333,19.8627555556
129.819958333,19.795175
129.037375,19.2300055556
129.636791667,19.7737805556
129.203958333,19.3164722222
130.293833333,18.268625
130.458541667,19.6596333333
130.497291667,19.7458638889
129.332958333,19.0533111111
129.385083333,19.5216611111
128.4615,19.78295
130.117625,18.9358222222
130.64525,20.9946666667
130.707,18.85975
130.351916667,20.1304222222
131.659208333,19.8791055556
129.368541667,20.6079277778
130.35075,18.2340805556
130.936375,21.2095333333
132.3615,18.5220944444
129.791083333,19.7830361111
129.920958333,19.9913361111
130.675291667,19.2922944444
127.918541667,19.7983861111
129.234375,18.963325
127.874458333,20.4104138889
