08:40:17.325,+20:04:39.51
08:40:17.671,+19:47:15.04
08:40:18.145,+19:31:55.02
08:40:18.850,+19:45:16.09
08:40:20.187,+19:20:56.19
08:40:20.417,+19:33:57.30
08:40:20.793,+19:41:12.09
08:40:22.135,+19:40:11.64
08:40:22.360,+20:06:24.22
08:40:22.783,+19:43:59.76
08:40:22.762,+19:27:52.90
08:40:23.313,+19:40:23.54
08:40:23.510,+19:50:05.81
08:40:25.586,+19:28:32.46
08:40:26.185,+19:41:11.09
08:40:26.795,+20:10:55.11
08:40:27.056,+19:32:41.18
08:40:27.559,+19:39:19.65
08:40:29.952,+20:08:54.89
08:40:30.633,+19:24:28.74
08:40:33.006,+19:11:39.28
08:40:33.510,+19:38:00.79
08:40:33.714,+18:57:20.52
08:40:33.768,+18:57:15.90
08:40:35.139,+19:32:02.10
08:40:35.425,+19:11:12.43
08:40:35.523,+19:46:23.62
08:40:37.318,+19:45:01.40
08:40:38.479,+19:54:14.38
08:40:39.285,+19:13:41.57
08:40:39.965,+19:40:08.88
08:40:41.537,+19:35:47.38
08:40:41.946,+19:13:25.12
08:40:42.525,+19:33:57.42
08:40:42.736,+20:00:52.29
08:40:43.250,+19:43:09.40
08:40:45.831,+19:46:45.85
08:40:46.131,+19:18:34.28
08:40:46.880,+19:32:53.95
08:40:47.202,+19:32:37.01
08:40:48.029,+19:39:31.91
08:40:48.369,+19:55:18.74
08:40:49.225,+19:07:44.03
08:40:50.546,+19:49:44.91
08:40:51.512,+19:36:01.75
08:40:52.524,+20:15:59.38
08:40:52.569,+19:28:59.31
08:40:54.050,+19:20:44.31
08:40:54.064,+19:10:58.40
08:40:56.342,+19:34:49.05
08:40:56.737,+19:44:04.98
08:40:56.980,+19:56:05.35
08:41:04.804,+19:31:21.91
08:41:05.266,+19:44:48.05
08:41:06.505,+19:22:12.60
08:41:07.294,+19:26:48.68
08:41:07.414,+19:04:16.09
08:41:07.679,+19:36:22.42
08:41:09.650,+19:51:18.47
08:41:09.846,+19:56:07.17
08:41:10.111,+20:04:32.91
08:41:10.066,+19:30:31.79
08:41:10.352,+19:49:06.84
08:41:10.728,+19:49:46.19
08:41:12.730,+20:07:06.22
08:41:12.853,+19:28:35.71
08:41:13.104,+20:07:01.19
08:41:13.818,+19:55:19.06
08:41:15.469,+20:02:15.93
08:41:16.064,+19:44:51.33
08:41:16.931,+19:35:46.39
08:41:18.445,+19:15:39.05
08:41:21.942,+19:58:50.68
08:41:23.956,+20:14:57.15
08:41:25.888,+19:56:36.71
08:41:27.023,+19:32:32.67
08:41:27.473,+19:29:14.16
08:41:28.730,+19:44:47.86
08:41:33.351,+19:52:57.75
08:41:33.794,+19:40:43.22
08:41:33.877,+19:58:08.61
08:41:34.729,+19:43:53.03
08:41:35.084,+19:39:44.65
08:41:36.247,+19:08:33.18
08:41:37.332,+19:53:22.52
08:41:42.343,+19:39:37.75
08:41:45.472,+19:34:22.25
08:41:45.538,+19:16:01.95
08:41:46.862,+19:07:54.99
08:41:47.673,+19:20:50.65
08:41:47.805,+19:24:43.58
08:41:50.121,+19:52:26.93
08:41:52.034,+20:10:01.04
08:41:53.184,+20:09:33.89
08:41:54.423,+19:15:26.36
08:41:55.062,+19:38:04.39
08:41:55.912,+19:41:22.72
08:41:57.867,+18:54:41.91
08:41:59.366,+19:54:59.45
08:42:02.458,+19:47:54.19
08:42:03.138,+19:29:52.26
08:42:05.480,+19:35:58.38
08:42:06.538,+19:24:40.32
08:42:10.852,+18:56:03.46
08:42:11.447,+20:08:41.29
08:42:15.539,+19:41:15.36
08:42:17.691,+19:43:23.09
08:42:20.172,+20:02:11.71
08:42:21.663,+20:10:53.80
08:42:22.718,+20:07:06.40
08:42:24.730,+19:35:17.74
08:42:32.297,+19:23:46.02
08:42:33.601,+19:55:17.73
08:42:37.586,+19:10:30.82
08:42:40.766,+19:32:35.26
08:42:42.539,+19:05:58.79
08:42:43.108,+19:39:02.01
08:42:44.456,+19:34:47.67
08:42:45.193,+19:28:55.15
08:42:45.436,+19:29:03.71
08:42:46.417,+20:00:01.34
08:42:48.239,+19:28:02.20
08:42:49.952,+19:20:20.83
08:42:54.397,+19:51:06.09
08:43:01.586,+19:39:45.98
08:43:04.324,+19:17:33.33
08:43:04.796,+19:35:41.65
08:43:05.982,+19:26:15.06
08:43:07.093,+19:04:05.91
08:43:12.425,+20:14:07.24
08:43:13.565,+20:13:51.29
08:43:17.212,+19:21:55.38
08:43:17.536,+19:22:03.33
08:43:18.279,+19:49:46.72
08:43:20.237,+19:46:08.37
08:43:24.892,+18:55:10.02
08:43:35.584,+20:11:22.42
08:37:08.509,+20:09:55.13
08:37:08.953,+19:47:40.16
08:37:09.145,+19:20:20.97
08:37:10.104,+19:17:46.10
08:37:11.531,+19:48:13.26
08:37:11.703,+20:17:04.97
08:37:12.837,+19:23:17.32
08:37:14.797,+19:33:58.35
08:37:16.314,+19:51:14.43
08:37:16.411,+19:29:10.54
08:37:18.337,+19:41:56.45
08:37:20.280,+19:23:17.57
08:37:21.771,+20:11:54.28
08:37:23.041,+19:49:20.90
08:37:24.353,+19:43:31.94
08:37:25.155,+19:32:45.18
08:37:26.437,+19:29:12.97
08:37:26.440,+19:07:55.68
08:37:27.226,+19:32:52.74
08:37:27.597,+19:37:03.30
08:37:29.517,+19:41:37.78
08:37:29.925,+19:43:46.36
08:37:31.065,+20:08:44.63
08:37:31.097,+19:06:14.24
08:37:31.394,+19:22:29.32
08:37:32.622,+19:06:30.94
08:37:33.194,+20:03:21.11
08:37:33.388,+19:50:22.24
08:37:35.220,+19:31:10.79
08:37:36.221,+19:25:54.79
08:37:36.289,+19:15:54.27
08:37:37.882,+19:26:52.84
08:37:38.023,+19:33:31.65
08:37:38.118,+19:31:07.01
08:37:41.876,+19:46:24.08
08:37:42.845,+19:28:56.22
08:37:44.548,+20:19:18.86
08:37:46.460,+19:35:57.43
08:37:46.720,+19:22:12.42
08:37:47.346,+19:11:00.12
08:37:47.419,+19:03:43.41
08:37:47.439,+19:06:24.61
08:37:47.559,+19:25:09.97
08:37:47.578,+19:37:15.59
08:37:48.027,+19:49:14.17
08:37:48.578,+19:39:30.53
08:37:50.020,+19:53:28.96
08:37:50.401,+19:18:28.27
08:37:50.750,+19:39:02.74
08:37:50.897,+19:44:03.54
08:37:51.521,+18:57:11.49
08:37:51.856,+19:24:53.68
08:37:52.133,+19:59:13.88
08:37:52.733,+20:07:04.32
08:37:53.192,+19:31:11.25
08:37:53.263,+19:49:11.48
08:37:53.976,+19:27:36.81
08:37:54.268,+18:59:20.20
08:37:55.076,+19:16:58.38
08:37:55.656,+19:35:48.95
08:37:56.253,+20:02:26.37
08:37:56.281,+19:56:36.30
08:37:56.631,+20:08:02.78
08:37:56.823,+20:01:03.57
08:37:56.881,+19:32:59.63
08:37:57.049,+19:22:51.20
08:37:57.076,+20:04:43.02
08:37:57.082,+19:14:10.23
08:37:57.158,+19:22:10.64
08:37:57.303,+19:47:58.59
08:37:57.466,+20:05:06.46
08:37:57.790,+19:25:32.61
08:37:58.069,+19:19:49.50
08:37:58.260,+20:09:29.05
08:37:58.360,+19:55:23.31
08:37:59.727,+19:08:37.22
08:38:01.872,+19:31:09.36
08:38:02.342,+19:50:29.03
08:38:02.628,+20:04:41.11
08:38:03.235,+20:02:41.33
08:38:03.347,+20:07:29.31
08:38:04.935,+19:36:06.34
08:38:04.983,+19:35:37.39
08:38:06.442,+19:45:52.97
08:38:06.730,+20:22:50.26
08:38:06.770,+20:07:33.25
08:38:06.943,+20:23:07.10
08:38:06.993,+19:35:26.89
08:38:07.628,+19:59:16.38
08:38:08.130,+20:26:22.34
08:38:09.148,+19:30:58.76
08:38:09.637,+19:31:19.38
08:38:10.079,+19:23:11.41
08:38:10.200,+19:23:59.16
08:38:10.895,+19:25:07.58
08:38:12.603,+19:22:31.78
08:38:12.939,+18:54:47.55
08:38:13.084,+19:16:01.67
08:38:13.859,+20:03:50.66
08:38:13.993,+19:59:40.10
08:38:14.280,+19:47:23.54
08:38:14.412,+20:09:35.59
08:38:14.854,+20:05:57.39
08:38:15.479,+19:54:15.78
08:38:16.101,+18:59:19.40
08:38:16.405,+19:37:22.75
08:38:16.875,+19:48:38.25
08:38:17.229,+19:12:51.53
08:38:18.170,+20:06:52.31
08:38:18.245,+19:37:40.88
08:38:19.263,+19:42:07.24
08:38:19.385,+20:11:53.38
08:38:19.908,+19:24:20.18
08:38:20.088,+19:40:39.95
08:38:20.907,+19:28:20.12
08:38:22.602,+19:55:37.61
08:38:23.541,+20:01:02.50
08:38:23.713,+19:37:02.39
08:38:23.965,+20:19:09.06
08:38:24.106,+20:00:51.04
08:38:24.793,+19:23:44.31
08:38:24.823,+19:52:18.12
08:38:26.277,+19:31:22.08
08:38:27.230,+19:11:44.55
08:38:27.377,+19:17:00.18
08:38:27.797,+19:50:09.35
08:38:29.137,+19:22:57.89
08:38:30.530,+20:03:30.51
08:38:31.113,+19:35:05.51
08:38:31.728,+19:40:21.38
08:38:32.254,+20:07:52.17
08:38:32.775,+19:50:43.37
08:38:33.915,+19:39:16.09
08:38:34.768,+20:06:57.94
08:38:35.039,+19:16:58.98
08:38:36.585,+19:30:37.49
08:38:37.285,+19:01:15.94
08:38:37.619,+19:21:08.37
08:38:38.073,+19:54:02.44
08:38:38.328,+19:55:45.96
08:38:38.632,+20:15:04.39
08:38:39.437,+19:31:47.95
08:38:39.944,+18:55:38.82
08:38:40.183,+19:45:41.48
08:38:40.914,+19:34:05.14
08:38:41.515,+19:25:18.27
08:38:42.283,+19:56:26.38
08:38:42.299,+20:01:23.80
08:38:43.055,+19:19:56.76
08:38:44.204,+19:47:17.11
08:38:45.257,+20:02:05.19
08:38:45.398,+20:10:59.47
08:38:45.748,+19:26:47.90
08:38:45.798,+19:34:33.16
08:38:46.525,+19:45:17.26
08:38:47.197,+20:07:40.19
08:38:47.893,+19:34:01.79
08:38:47.980,+19:55:05.59
08:38:48.009,+20:01:47.64
08:38:48.090,+20:25:38.48
08:38:48.629,+19:40:09.12
08:38:48.839,+19:52:18.37
08:38:48.839,+19:56:08.77
08:38:48.895,+19:41:28.54
08:38:49.206,+19:44:49.94
08:38:50.048,+20:04:03.47
08:38:50.245,+19:32:09.04
08:38:50.783,+19:03:52.25
08:38:50.801,+19:17:03.19
08:38:51.881,+19:32:14.99
08:38:52.425,+19:05:03.58
08:38:52.514,+19:11:24.06
08:38:52.819,+19:48:02.11
08:38:52.860,+19:51:43.77
08:38:53.589,+19:34:16.96
08:38:54.252,+18:58:04.84
08:38:56.537,+19:12:59.51
08:38:56.821,+20:02:21.35
08:38:57.060,+20:08:03.06
08:38:57.913,+19:41:59.12
08:38:58.372,+19:36:49.60
08:38:59.032,+19:02:09.52
08:38:59.074,+19:22:44.14
08:38:59.542,+19:19:36.86
08:38:59.592,+19:55:52.01
08:38:59.596,+19:40:19.00
08:38:59.829,+19:27:22.61
08:38:59.923,+19:52:06.80
08:38:59.982,+20:08:31.82
08:39:01.120,+19:38:01.21
08:39:02.329,+19:19:34.28
08:39:04.051,+19:23:43.85
08:39:04.164,+19:31:21.64
08:39:04.639,+19:02:44.95
08:39:04.864,+18:55:19.66
08:39:04.986,+20:03:57.16
08:39:05.590,+19:12:29.47
08:39:05.852,+19:18:18.02
08:39:05.935,+20:05:31.61
08:39:06.537,+19:00:35.85
08:39:07.406,+19:14:19.46
08:39:07.587,+19:23:38.85
08:39:07.889,+19:58:53.01
08:39:08.024,+19:40:56.47
08:39:08.605,+19:57:30.54
08:39:08.717,+19:11:29.42
08:39:08.957,+19:45:24.55
08:39:10.250,+20:06:00.56
08:39:10.615,+18:55:49.49
08:39:10.853,+19:04:15.92
08:39:11.331,+19:44:42.87
08:39:13.654,+19:07:42.05
08:39:13.740,+19:20:45.91
08:39:13.952,+19:11:30.21
08:39:13.997,+19:01:55.13
08:39:14.062,+19:33:24.04
08:39:14.559,+20:24:22.58
08:39:14.658,+20:20:47.71
08:39:15.004,+19:03:23.69
08:39:15.039,+20:12:38.72
08:39:15.883,+19:11:20.77
08:39:16.696,+19:13:16.70
08:39:16.920,+19:51:45.58
08:39:17.560,+19:28:51.25
08:39:17.688,+20:17:38.44
08:39:18.189,+20:14:35.62
08:39:19.010,+19:04:08.13
08:39:19.251,+19:20:18.50
08:39:19.417,+19:59:58.69
08:39:19.844,+19:17:51.14
08:39:20.209,+19:35:52.10
08:39:20.244,+18:59:15.29
08:39:20.471,+19:37:57.47
08:39:20.941,+20:23:11.58
08:39:21.089,+19:25:03.21
08:39:21.387,+19:07:27.83
08:39:21.497,+20:14:40.75
08:39:22.649,+19:02:09.60
08:39:22.905,+20:16:21.89
08:39:23.855,+19:09:41.04
08:39:24.150,+20:05:52.56
08:39:24.261,+20:05:35.96
08:39:24.562,+20:04:41.66
08:39:24.849,+20:08:47.44
08:39:26.625,+19:11:02.45
08:39:27.166,+19:59:55.90
08:39:27.218,+19:24:14.01
08:39:27.450,+20:24:18.53
08:39:28.629,+19:28:24.94
08:39:30.074,+19:33:59.58
08:39:31.599,+20:12:44.22
08:39:31.851,+19:31:30.24
08:39:31.989,+19:14:58.89
08:39:32.287,+19:57:15.13
08:39:33.018,+19:24:50.07
08:39:33.239,+19:13:10.43
08:39:33.247,+19:51:36.22
08:39:33.583,+19:12:59.64
08:39:33.687,+20:21:55.46
08:39:33.970,+18:54:27.27
08:39:34.110,+19:43:37.64
08:39:34.324,+19:27:04.43
08:39:35.276,+19:07:20.45
08:39:35.531,+20:05:34.67
08:39:35.770,+19:30:42.28
08:39:36.485,+19:15:37.75
08:39:36.508,+19:29:07.89
08:39:36.813,+19:47:00.60
08:39:38.100,+20:08:32.48
08:39:38.923,+19:43:57.66
08:39:39.241,+18:54:16.95
08:39:41.073,+19:56:44.90
08:39:41.492,+19:04:01.09
08:39:41.564,+20:22:10.91
08:39:41.918,+20:08:35.39
08:39:42.009,+19:29:11.57
08:39:43.157,+20:09:43.35
08:39:45.076,+19:33:33.78
08:39:45.116,+19:02:40.09
08:39:45.144,+20:05:58.82
08:39:45.732,+19:58:49.45
08:39:46.286,+20:20:43.54
08:39:47.204,+19:49:09.88
08:39:47.552,+20:16:10.51
08:39:48.007,+19:46:54.32
08:39:48.828,+19:38:22.18
08:39:49.156,+20:06:20.12
08:39:49.949,+20:20:41.45
08:39:50.037,+19:47:20.55
08:39:50.232,+20:13:54.00
08:39:50.751,+19:19:06.21
08:39:51.108,+20:06:52.46
08:39:52.067,+19:43:36.48
08:39:52.126,+20:12:18.64
08:39:52.289,+18:55:17.86
08:39:52.462,+19:26:22.80
08:39:54.464,+20:11:15.74
08:39:54.712,+19:26:23.58
08:39:56.291,+19:25:42.46
08:39:56.502,+18:56:11.04
08:39:57.652,+19:20:52.01
08:39:59.142,+19:47:38.74
08:39:59.156,+19:40:07.88
08:39:59.270,+19:09:19.23
08:39:59.449,+19:20:07.06
08:39:59.609,+18:56:35.38
08:39:59.805,+19:20:41.51
08:39:59.878,+19:34:00.12
08:40:00.760,+19:18:34.70
08:40:00.762,+18:56:16.84
08:40:00.806,+20:03:01.87
08:40:01.085,+19:20:21.07
08:40:01.505,+19:19:24.73
08:40:01.887,+19:48:05.32
08:40:02.304,+19:47:12.95
08:40:02.471,+19:00:21.87
08:40:02.625,+19:54:59.14
08:40:04.076,+18:59:16.12
08:40:04.206,+19:47:03.83
08:40:04.619,+19:17:50.11
08:40:05.765,+19:01:30.46
08:40:06.020,+19:02:32.72
08:40:06.090,+19:50:14.24
08:40:06.318,+20:15:32.06
08:40:06.401,+19:18:26.27
08:40:06.724,+20:04:55.98
08:40:07.037,+20:06:43.13
08:40:07.543,+20:22:48.98
08:40:08.448,+19:02:07.21
08:40:09.503,+19:31:51.14
08:40:10.026,+20:13:39.33
08:40:10.564,+19:26:29.69
08:40:11.472,+19:09:52.59
08:40:11.556,+19:52:16.88
08:40:12.270,+19:59:35.94
08:40:13.279,+19:59:41.04
08:40:13.445,+19:15:04.11
08:40:13.555,+20:01:54.51
08:40:14.186,+19:18:14.84
08:40:14.255,+18:59:48.46
08:40:14.321,+18:57:31.26
08:40:14.681,+20:03:17.19
08:40:15.295,+20:03:58.72
08:40:15.556,+19:27:30.89
08:40:16.890,+19:56:18.23
08:40:17.264,+19:17:30.92
08:40:17.587,+19:55:56.54
08:40:18.413,+19:13:16.37
08:40:18.523,+19:27:24.15
08:40:18.988,+20:11:30.56
08:40:19.332,+19:02:02.38
08:40:19.567,+20:08:15.55
08:40:20.137,+19:32:12.32
08:40:20.241,+20:11:59.59
08:40:20.908,+19:15:22.34
08:40:21.383,+19:10:54.12
08:40:21.530,+19:50:55.77
08:40:21.675,+20:04:12.67
08:40:21.867,+19:07:44.71
08:40:22.156,+18:59:09.17
08:40:23.368,+20:11:48.60
08:40:23.679,+19:59:15.23
08:40:24.661,+20:24:47.36
08:40:24.812,+19:01:53.72
08:40:25.030,+19:23:10.67
08:40:25.495,+20:17:37.19
08:40:26.299,+19:13:09.68
08:40:26.594,+20:14:21.59
08:40:27.339,+19:28:53.05
08:40:27.474,+20:23:00.12
08:40:27.486,+19:16:40.63
08:40:28.557,+19:03:09.17
08:40:28.683,+20:10:31.94
08:40:28.690,+20:18:44.80
08:40:29.060,+20:20:08.40
08:40:29.475,+19:00:35.81
08:40:29.606,+19:01:37.21
08:40:30.166,+18:57:11.97
08:40:30.286,+18:54:57.21
08:40:30.449,+20:22:53.99
08:40:30.874,+20:18:00.40
08:40:31.323,+19:21:20.89
08:40:31.731,+19:51:00.87
08:40:31.893,+20:12:05.94
08:40:31.911,+19:55:13.32
08:40:32.070,+19:50:02.47
08:40:33.522,+19:08:49.59
08:40:34.113,+19:56:31.07
08:40:34.138,+19:59:47.04
08:40:34.544,+20:17:44.45
08:40:34.792,+19:25:50.56
08:40:35.708,+20:21:59.92
08:40:36.034,+19:55:38.80
08:40:36.419,+19:25:45.89
08:40:36.758,+19:20:47.64
08:40:39.863,+19:52:05.97
08:40:41.228,+19:08:28.10
08:40:41.501,+19:40:21.38
08:40:41.645,+19:17:59.73
08:40:42.271,+19:50:32.33
08:40:43.368,+20:10:17.21
08:40:44.286,+19:19:03.82
08:40:44.457,+19:58:06.30
08:40:45.589,+19:07:03.68
08:40:45.736,+20:14:52.81
08:40:46.378,+18:59:44.35
08:40:46.513,+19:50:27.91
08:40:46.822,+19:07:37.65
08:40:47.606,+19:13:54.09
08:40:47.663,+18:54:11.68
08:40:47.879,+20:00:10.84
08:40:48.864,+19:00:02.14
08:40:49.734,+20:03:20.01
08:40:49.761,+20:11:30.76
08:40:50.873,+19:06:30.27
08:40:53.300,+19:32:04.46
08:40:53.658,+19:33:15.85
08:40:53.915,+19:52:30.50
08:40:54.648,+19:23:32.65
08:40:54.922,+19:56:06.54
08:40:55.257,+19:09:44.10
08:40:55.262,+19:00:26.96
08:40:55.736,+19:51:52.01
08:40:55.950,+19:28:45.32
08:40:56.000,+19:38:09.10
08:40:57.141,+19:52:06.73
08:40:57.942,+19:48:39.51
08:40:58.358,+19:28:58.48
08:40:58.415,+19:26:47.03
08:40:58.592,+19:17:51.76
08:41:00.803,+20:14:58.27
08:41:01.156,+19:52:36.63
08:41:01.364,+20:10:52.27
08:41:02.054,+19:47:25.05
08:41:03.617,+19:02:11.62
08:41:04.651,+19:17:10.27
08:41:05.305,+19:53:36.87
08:41:05.989,+19:30:49.67
08:41:06.450,+19:46:17.37
08:41:06.638,+20:10:04.60
08:41:07.149,+19:11:27.67
08:41:07.909,+19:42:39.87
08:41:08.627,+19:52:24.91
08:41:08.864,+19:35:40.56
08:41:09.312,+19:54:25.42
08:41:09.575,+19:59:36.37
08:41:10.367,+19:00:15.86
08:41:10.739,+19:00:48.05
08:41:10.773,+20:09:01.02
08:41:11.689,+20:01:38.13
08:41:11.912,+19:53:56.55
08:41:13.239,+19:32:34.82
08:41:13.705,+18:55:08.76
08:41:14.097,+20:08:34.92
08:41:16.175,+19:08:30.45
08:41:16.256,+19:28:32.67
08:41:16.389,+19:01:31.94
08:41:16.591,+20:04:00.31
08:41:16.790,+20:10:50.79
08:41:18.678,+19:31:02.90
08:41:19.300,+20:17:46.51
08:41:19.472,+20:06:18.41
08:41:19.715,+20:07:19.21
08:41:19.973,+19:38:04.62
08:41:20.003,+20:10:49.03
08:41:20.208,+19:46:31.74
08:41:21.549,+19:00:25.97
08:41:21.979,+19:56:36.94
08:41:22.627,+18:56:01.76
08:41:23.698,+20:12:19.95
08:41:24.909,+20:03:06.25
08:41:25.008,+20:15:55.57
08:41:25.071,+20:16:45.79
08:41:25.665,+19:33:51.28
08:41:26.040,+19:19:26.86
08:41:26.351,+19:29:43.25
08:41:27.632,+20:24:35.72
08:41:27.826,+19:22:15.68
08:41:27.952,+20:14:37.79
08:41:29.356,+20:04:45.53
08:41:29.468,+19:53:45.90
08:41:29.649,+19:21:11.08
08:41:29.956,+20:11:13.96
08:41:31.310,+19:00:38.53
08:41:31.374,+19:31:34.50
08:41:32.808,+19:15:00.72
08:41:33.839,+19:53:54.24
08:41:34.272,+19:17:28.98
08:41:34.319,+18:56:09.30
08:41:34.959,+19:53:21.76
08:41:35.113,+19:15:56.36
08:41:35.378,+19:32:11.37
08:41:35.684,+19:22:00.48
08:41:36.041,+19:06:25.43
08:41:36.183,+20:06:43.21
08:41:36.198,+19:42:06.41
08:41:36.674,+20:18:05.36
08:41:36.735,+19:14:54.17
08:41:37.134,+19:03:01.53
08:41:37.227,+20:25:42.61
08:41:37.453,+19:31:13.87
08:41:37.544,+19:23:53.15
08:41:37.825,+19:15:54.59
08:41:38.230,+20:24:22.74
08:41:38.822,+19:19:50.24
08:41:39.074,+19:15:56.60
08:41:39.170,+20:12:27.15
08:41:39.661,+19:20:10.55
08:41:40.234,+19:39:30.89
08:41:40.235,+19:48:27.84
08:41:40.401,+19:06:06.98
08:41:43.729,+19:57:43.63
08:41:43.815,+19:16:18.33
08:41:43.864,+20:13:36.68
08:41:44.128,+20:15:21.17
08:41:44.886,+19:40:32.21
08:41:48.235,+19:27:31.10
08:41:48.645,+19:18:35.31
08:41:49.400,+19:11:47.01
08:41:50.745,+19:34:57.25
08:41:51.509,+19:35:29.66
08:41:52.474,+19:39:22.47
08:41:52.888,+19:30:29.23
08:41:53.371,+20:04:32.57
08:41:53.415,+19:42:52.51
08:41:53.668,+19:51:59.30
08:41:53.724,+19:33:47.75
08:41:54.006,+19:15:48.44
08:41:54.491,+19:13:57.76
08:41:54.599,+20:07:53.49
08:41:55.946,+20:10:33.27
08:41:57.188,+19:34:21.38
08:41:57.411,+19:51:56.21
08:41:58.882,+20:00:10.16
08:41:58.885,+20:06:27.06
08:41:59.411,+19:17:10.65
08:41:59.847,+20:09:09.47
08:42:00.340,+20:21:33.30
08:42:00.353,+19:43:36.85
08:42:00.459,+19:09:02.71
08:42:01.460,+19:25:39.82
08:42:01.675,+20:12:28.66
08:42:02.895,+19:52:32.40
08:42:03.300,+19:18:21.77
08:42:03.526,+20:04:04.21
08:42:03.619,+19:53:06.76
08:42:03.843,+20:04:18.51
08:42:03.927,+20:06:07.32
08:42:04.170,+19:45:21.63
08:42:04.999,+19:15:49.96
08:42:05.307,+20:12:57.45
08:42:05.749,+20:02:08.43
08:42:05.773,+19:13:59.45
08:42:07.434,+19:41:19.99
08:42:07.435,+19:17:37.59
08:42:07.448,+20:11:43.33
08:42:09.995,+19:42:45.79
08:42:10.122,+19:14:21.84
08:42:10.779,+19:53:06.47
08:42:11.542,+19:16:37.07
08:42:11.687,+20:00:36.00
08:42:11.699,+19:58:36.80
08:42:11.702,+19:54:43.66
08:42:12.356,+19:43:16.03
08:42:12.387,+19:12:48.63
08:42:12.786,+20:09:26.66
