130.063958333,19.9942777778,100.0
130.237208333,19.9348611111,100.0
131.620375,22.3521944444,88.7
129.65775,19.98975,100.0
129.764958333,19.99975,100.0
130.545,18.9343611111,99.2
130.307375,19.9219722222,100.0
129.2,18.8827777778,99.8
130.218625,20.2665,100.0
130.527083333,19.41125,99.8
129.787875,19.5924166667,99.9
129.419583333,19.5184166667,99.9
129.695625,19.5009166667,99.9
130.137333333,19.1943055556,99.9
130.326666667,19.2609444444,99.9
129.99325,20.1582777778,100.0
130.471416667,20.1594444444,100.0
131.367708333,20.3954166667,99.6
130.721125,20.8192222222,99.6
130.400833333,19.1426388889,99.9
129.390875,20.0136666667,100.0
132.391208333,20.5080555556,95.2
129.976333333,20.5602222222,100.0
130.294458333,19.8295833333,100.0
129.956666667,18.3473888889,91.6
130.590083333,20.1816388889,100.0
131.638625,18.7609444444,96.9
130.108916667,19.6864166667,100.0
129.771791667,20.1171666667,100.0
130.032125,21.0627222222,99.5
126.992208333,22.1020555556,58.9
130.490916667,18.9117222222,98.4
130.426208333,19.6605277778,100.0
131.325041667,18.8903888889,99.7
129.124375,18.9658333333,99.6
130.416708333,20.6721944444,99.9
130.192,19.3096111111,100.0
130.362416667,19.5424722222,100.0
129.991958333,19.2016111111,99.9
131.377041667,20.5901388889,99.7
130.005416667,20.1356111111,100.0
129.79225,19.6784166667,100.0
131.311166667,20.9975555556,97.7
130.685041667,19.5799722222,99.9
129.532166667,17.0506666667,71.4
129.366375,19.5625277778,100.0
130.669625,19.5431666667,99.9
129.258458333,19.60475,99.8
130.779375,19.0683333333,85.0
130.002583333,19.8065277778,100.0
129.996166667,20.0314444444,99.9
129.979416667,20.0650277778,100.0
130.564541667,19.6876666667,99.9
130.106416667,19.4757777778,100.0
129.367458333,19.1623055556,99.9
130.051291667,19.6395,100.0
129.761791667,19.7246944444,99.9
130.020458333,19.7292222222,100.0
129.968083333,19.3126388889,99.9
131.267583333,20.3577222222,98.4
130.381416667,18.5005833333,99.6
130.218833333,19.4831944444,100.0
130.653375,18.3888611111,98.3
130.950625,18.8007777778,81.4
128.866875,20.1963055556,99.8
130.439541667,19.2673055556,99.9
131.808791667,16.3964722222,52.4
130.583833333,20.0365833333,99.9
131.697166667,19.6447222222,99.7
131.049791667,17.9021944444,88.0
130.29175,19.5089444444,100.0
130.092958333,20.10675,100.0
129.601208333,20.1060277778,100.0
127.804,18.1536666667,86.9
131.366416667,21.6535555556,98.5
129.940625,19.3669722222,100.0
129.800708333,19.1155833333,99.9
130.834125,19.7690555556,99.6
130.898041667,20.1895833333,99.4
130.094625,19.46475,100.0
128.977291667,18.1493611111,63.3
129.795666667,18.1759722222,99.0
130.432583333,20.2268888889,99.9
129.115916667,17.9148611111,96.8
130.073416667,19.7875555556,100.0
129.444166667,19.4383611111,100.0
130.482791667,19.6896944444,99.9
128.748458333,21.097,96.7
130.357666667,19.9435833333,100.0
129.708375,20.0676388889,100.0
129.898041667,18.8768611111,99.9
130.774708333,19.4375555556,99.9
130.369541667,19.7466944444,99.9
129.387791667,18.6543333333,99.6
129.87675,20.0690833333,100.0
129.426458333,19.13375,99.9
127.731083333,19.5554722222,89.0
127.087291667,19.8440555556,68.4
129.854083333,19.4593333333,99.9
130.201333333,19.9219166667,100.0
130.007125,18.9998611111,99.8
130.688541667,18.8600555556,97.3
130.096958333,19.6732222222,99.9
130.114291667,19.2780277778,99.3
130.496833333,20.9186666667,99.7
132.499916667,18.3650277778,92.8
130.280708333,19.0712222222,99.0
130.139875,21.3151944444,99.1
131.154291667,19.7108333333,99.6
130.634375,19.3961944444,99.9
129.342583333,20.1770277778,99.9
130.844041667,21.6716944444,97.7
130.476541667,19.2573888889,99.8
129.812458333,20.2107777778,99.9
129.326208333,19.699,99.9
129.685291667,17.8081666667,95.9
129.297833333,19.8036666667,99.9
130.177,19.566,100.0
130.132041667,19.8502777778,100.0
129.467,19.9871666667,99.9
129.562375,20.5678055556,99.9
131.254416667,20.4421944444,99.6
130.174541667,19.22375,99.9
131.304583333,19.6868611111,99.8
129.1905,20.1239444444,99.7
129.204,19.2573611111,99.8
132.115958333,18.3455277778,52.9
130.14,18.6745,99.4
130.166333333,19.6692222222,99.9
130.752291667,20.3378055556,99.7
132.007208333,18.6771111111,98.2
130.677083333,19.0996944444,99.8
129.166791667,20.6097777778,99.8
130.040333333,19.6213888889,99.4
129.961833333,19.5505555556,100.0
130.150958333,21.5616944444,99.6
130.132666667,20.2016666667,100.0
129.533666667,20.4395277778,99.9
130.292958333,19.8186388889,100.0
130.391,19.9690833333,99.8
129.487625,19.2361944444,99.9
130.199916667,19.6589166667,99.9
130.198375,18.9033055556,99.8
130.794833333,19.5262777778,96.3
129.364791667,19.6175833333,99.8
130.760041667,19.1675277778,99.7
130.290041667,19.8551666667,100.0
129.839791667,20.7581388889,99.9
128.164416667,19.9561944444,94.3
129.559458333,19.3653333333,99.9
130.026458333,19.3073333333,99.8
131.899041667,21.9267777778,78.8
130.228625,19.9351944444,100.0
130.260916667,20.4577222222,99.8
129.447458333,19.1068611111,99.8
128.824166667,19.6361388889,99.7
129.443333333,19.5993055556,98.2
130.547875,19.2770277778,98.8
132.277916667,19.6864722222,97.0
129.869083333,19.4736388889,99.8
130.101666667,18.4538055556,68.7
129.068291667,19.5420277778,96.6
129.094541667,19.1914722222,99.2
131.071083333,18.7366388889,98.9
130.466625,20.1670277778,99.5
130.911666667,22.26925,94.3
129.841041667,19.8611666667,99.6
130.667541667,19.1330555556,99.3
129.692083333,20.57675,99.6
130.449,19.4121944444,97.0
130.017333333,19.7844166667,99.8
130.236208333,19.7347777778,99.8
129.707208333,18.2658611111,96.8
129.251541667,22.5463888889,94.3
125.641416667,19.0644444444,60.8
129.45825,19.8913055556,97.8
130.139458333,19.6335833333,99.7
130.701958333,20.5734444444,99.6
129.196291667,18.5796666667,79.8
127.145625,21.7950833333,56.1
127.434916667,20.6731111111,94.7
130.824333333,20.5103611111,99.6
129.906333333,18.1703888889,98.0
130.432,19.9621388889,99.6
127.550541667,23.2269444444,66.7
129.225458333,18.7568611111,95.5
129.531583333,19.9878611111,99.8
130.977791667,18.8935833333,98.8
129.117916667,20.2285833333,97.5
130.884958333,19.7438333333,99.0
129.909833333,19.4408888889,99.2
129.7595,19.3261944444,99.6
130.280208333,19.4469166667,92.6
128.987333333,20.8262777778,95.0
