wavelength flux
5352.2277042 2.83345e-15
5354.25041106 2.85801e-15
5356.27311791 3.02622e-15
5358.29582477 2.91356e-15
5360.31853162 2.86295e-15
5362.34123848 2.75169e-15
5364.36394533 2.70846e-15
5366.38665219 2.70476e-15
5368.40935904 2.41891e-15
5370.4320659 2.38448e-15
5372.45477275 2.62436e-15
5374.47747961 2.70164e-15
5376.50018646 2.91052e-15
5378.52289332 2.82263e-15
5380.54560017 2.68585e-15
5382.56830703 2.6699e-15
5384.59101388 2.72527e-15
5386.61372074 2.75626e-15
5388.63642759 2.59078e-15
5390.65913445 2.5809e-15
5392.6818413 2.52448e-15
5394.70454816 2.49381e-15
5396.72725501 2.55129e-15
5398.74996187 2.65289e-15
5400.77266872 2.628e-15
5402.79537558 2.45445e-15
5404.81808243 2.36193e-15
5406.84078929 2.38693e-15
5408.86349614 2.39531e-15
5410.886203 2.49759e-15
5412.90890985 2.57942e-15
5414.93161671 2.62406e-15
5416.95432356 2.68724e-15
5418.97703042 2.64538e-15
5420.99973727 2.5509e-15
5423.02244413 2.57959e-15
5425.04515098 2.67321e-15
5427.06785784 2.35858e-15
5429.09056469 2.42027e-15
5431.11327155 2.42907e-15
5433.1359784 2.33763e-15
5435.15868526 2.49144e-15
5437.18139211 2.60679e-15
5439.20409897 2.73776e-15
5441.22680582 2.74515e-15
5443.24951268 2.58592e-15
5445.27221953 2.25317e-15
5447.29492639 2.32202e-15
5449.31763324 2.57401e-15
5451.3403401 2.57194e-15
5453.36304695 2.42707e-15
5455.38575381 2.30295e-15
5457.40846066 2.58458e-15
5459.43116752 2.52544e-15
5461.45387437 2.3391e-15
5463.47658123 2.49346e-15
5465.49928808 2.53094e-15
5467.52199494 2.65918e-15
5469.54470179 2.59679e-15
5471.56740865 2.45983e-15
5473.5901155 2.28232e-15
5475.61282236 2.22878e-15
5477.63552921 2.35773e-15
5479.65823607 2.4124e-15
5481.68094292 2.34226e-15
5483.70364978 2.43915e-15
5485.72635663 2.43975e-15
5487.74906349 2.43864e-15
5489.77177034 2.51635e-15
5491.7944772 2.39002e-15
5493.81718405 2.33582e-15
5495.83989091 2.30866e-15
5497.86259776 2.43503e-15
5499.88530462 2.47861e-15
5501.90801147 2.32043e-15
5503.93071833 2.28113e-15
5505.95342518 2.28956e-15
5507.97613204 2.38011e-15
5509.99883889 2.38366e-15
5512.02154575 2.26401e-15
5514.0442526 2.25172e-15
5516.06695946 2.28032e-15
5518.08966631 2.4785e-15
5520.11237317 2.58608e-15
5522.13508002 2.41391e-15
5524.15778688 2.40473e-15
5526.18049373 2.25049e-15
5528.20320059 2.17486e-15
5530.22590744 2.30477e-15
5532.2486143 2.4019e-15
5534.27132115 2.44417e-15
5536.29402801 2.39117e-15
5538.31673486 2.40946e-15
5540.33944172 2.40469e-15
5542.36214858 2.27989e-15
5544.38485543 2.19819e-15
5546.40756229 2.45461e-15
5548.43026914 2.57603e-15
5550.452976 2.54281e-15
5552.47568285 2.40729e-15
5554.49838971 2.38106e-15
5556.52109656 2.41797e-15
5558.54380342 2.48399e-15
5560.56651027 2.38829e-15
5562.58921713 2.3546e-15
5564.61192398 2.31315e-15
5566.63463084 2.24613e-15
5568.65733769 2.17828e-15
5570.68004455 2.19607e-15
5572.7027514 2.28213e-15
5574.72545826 2.24825e-15
5576.74816511 2.16975e-15
5578.77087197 2.44762e-15
5580.79357882 2.46358e-15
5582.81628568 2.19894e-15
5584.83899253 2.22635e-15
5586.86169939 2.07564e-15
5588.88440624 2.07221e-15
5590.9071131 2.2224e-15
5592.92981995 2.14461e-15
5594.95252681 2.19048e-15
5596.97523366 2.21611e-15
5598.99794052 2.13172e-15
5601.02064737 2.22297e-15
5603.04335423 2.2376e-15
5605.06606108 2.2801e-15
5607.08876794 2.49061e-15
5609.11147479 2.59569e-15
5611.13418165 2.47463e-15
5613.1568885 2.24738e-15
5615.17959536 2.10337e-15
5617.20230221 2.285e-15
5619.22500907 2.37667e-15
5621.24771592 2.27607e-15
5623.27042278 2.2325e-15
5625.29312963 2.21621e-15
5627.31583649 2.30916e-15
5629.33854334 2.42082e-15
5631.3612502 2.39084e-15
5633.38395705 2.31365e-15
5635.40666391 2.32105e-15
5637.42937076 2.28194e-15
5639.45207762 2.2678e-15
5641.47478447 2.316e-15
5643.49749133 2.34336e-15
5645.52019818 2.31563e-15
5647.54290504 2.30896e-15
5649.56561189 2.33059e-15
5651.58831875 2.28576e-15
5653.6110256 2.31949e-15
5655.63373246 2.20868e-15
5657.65643931 2.18012e-15
5659.67914617 2.16778e-15
5661.70185302 2.30742e-15
5663.72455988 2.38674e-15
5665.74726673 2.32633e-15
5667.76997359 2.41226e-15
5669.79268044 2.35349e-15
5671.8153873 2.40694e-15
5673.83809415 2.45318e-15
5675.86080101 2.40341e-15
5677.88350786 2.38306e-15
5679.90621472 2.25821e-15
5681.92892157 2.33242e-15
5683.95162843 2.18624e-15
5685.97433528 2.19699e-15
5687.99704214 2.20564e-15
5690.01974899 2.19188e-15
5692.04245585 2.33019e-15
5694.0651627 2.45587e-15
5696.08786956 2.41744e-15
5698.11057641 2.32053e-15
5700.13328327 2.28626e-15
5702.15599012 2.30243e-15
5704.17869698 2.29491e-15
5706.20140383 2.20514e-15
5708.22411069 2.13776e-15
5710.24681754 2.07777e-15
5712.2695244 2.19039e-15
5714.29223125 2.4277e-15
5716.31493811 2.44782e-15
5718.33764496 2.46469e-15
5720.36035182 2.51744e-15
5722.38305867 2.42295e-15
5724.40576553 2.39967e-15
5726.42847238 2.37317e-15
5728.45117924 2.40449e-15
5730.47388609 2.38901e-15
5732.49659295 2.32321e-15
5734.5192998 2.42627e-15
5736.54200666 2.43746e-15
5738.56471351 2.48088e-15
5740.58742037 2.41265e-15
5742.61012722 2.32264e-15
5744.63283408 2.35734e-15
5746.65554093 2.38314e-15
5748.67824779 2.34963e-15
5750.70095464 2.36058e-15
5752.7236615 2.38846e-15
5754.74636835 2.41258e-15
5756.76907521 2.50122e-15
5758.79178206 2.42963e-15
5760.81448892 2.31697e-15
5762.83719577 2.33576e-15
5764.85990263 2.40289e-15
5766.88260948 2.45697e-15
5768.90531634 2.46234e-15
5770.92802319 2.34314e-15
5772.95073005 2.34461e-15
5774.9734369 2.42519e-15
5776.99614376 2.39683e-15
5779.01885061 2.27144e-15
5781.04155747 2.23126e-15
5783.06426432 2.26585e-15
5785.08697118 2.32708e-15
5787.10967803 2.34027e-15
5789.13238489 2.37125e-15
5791.15509174 2.38524e-15
5793.1777986 2.39574e-15
5795.20050546 2.41129e-15
5797.22321231 2.47448e-15
5799.24591917 2.53031e-15
5801.26862602 2.50344e-15
5803.29133288 2.45074e-15
5805.31403973 2.44484e-15
5807.33674659 2.53237e-15
5809.35945344 2.53524e-15
5811.3821603 2.45084e-15
5813.40486715 2.506e-15
5815.42757401 2.43786e-15
5817.45028086 2.38914e-15
5819.47298772 2.44327e-15
5821.49569457 2.41906e-15
5823.51840143 2.4755e-15
5825.54110828 2.527e-15
5827.56381514 2.46576e-15
5829.58652199 2.48437e-15
5831.60922885 2.49105e-15
5833.6319357 2.42056e-15
5835.65464256 2.405e-15
5837.67734941 2.45777e-15
5839.70005627 2.49105e-15
5841.72276312 2.55684e-15
5843.74546998 2.58301e-15
5845.76817683 2.55063e-15
5847.79088369 2.5297e-15
5849.81359054 2.47244e-15
5851.8362974 2.43425e-15
5853.85900425 2.33635e-15
5855.88171111 2.26262e-15
5857.90441796 2.33431e-15
5859.92712482 2.38805e-15
5861.94983167 2.42154e-15
5863.97253853 2.39881e-15
5865.99524538 2.3568e-15
5868.01795224 2.40196e-15
5870.04065909 2.40812e-15
5872.06336595 2.45841e-15
5874.0860728 2.48621e-15
5876.10877966 2.44584e-15
5878.13148651 2.40535e-15
5880.15419337 2.40648e-15
5882.17690022 2.39453e-15
5884.19960708 2.37649e-15
5886.22231393 2.01014e-15
5888.24502079 1.66282e-15
5890.26772764 1.63806e-15
5892.2904345 1.84435e-15
5894.31314135 1.66929e-15
5896.33584821 1.80447e-15
5898.35855506 2.16741e-15
5900.38126192 2.42778e-15
5902.40396877 2.43103e-15
5904.42667563 2.39165e-15
5906.44938248 2.38742e-15
5908.47208934 2.46949e-15
5910.49479619 2.47523e-15
5912.51750305 2.41216e-15
5914.5402099 2.2737e-15
5916.56291676 2.27365e-15
5918.58562361 2.31144e-15
5920.60833047 2.39232e-15
5922.63103732 2.40537e-15
5924.65374418 2.45724e-15
5926.67645103 2.45731e-15
5928.69915789 2.35664e-15
5930.72186474 2.38774e-15
5932.7445716 2.47761e-15
5934.76727845 2.51442e-15
5936.78998531 2.47706e-15
5938.81269216 2.40447e-15
5940.83539902 2.46251e-15
5942.85810587 2.44134e-15
5944.88081273 2.50709e-15
5946.90351958 2.47947e-15
5948.92622644 2.47894e-15
5950.94893329 2.42006e-15
5952.97164015 2.39773e-15
5954.994347 2.39341e-15
5957.01705386 2.3962e-15
5959.03976071 2.52085e-15
5961.06246757 2.56727e-15
5963.08517442 2.51101e-15
5965.10788128 2.41462e-15
5967.13058813 2.38278e-15
5969.15329499 2.45625e-15
5971.17600184 2.455e-15
5973.1987087 2.44066e-15
5975.22141555 2.35711e-15
5977.24412241 2.41888e-15
5979.26682926 2.40937e-15
5981.28953612 2.34854e-15
5983.31224297 2.3688e-15
5985.33494983 2.39562e-15
5987.35765668 2.48088e-15
5989.38036354 2.55925e-15
5991.40307039 2.5115e-15
5993.42577725 2.42864e-15
5995.4484841 2.39493e-15
5997.47119096 2.37771e-15
5999.49389781 2.42723e-15
6001.51660467 2.38164e-15
6003.53931152 2.34711e-15
6005.56201838 2.41591e-15
6007.58472523 2.40948e-15
6009.60743209 2.47398e-15
6011.63013894 2.41834e-15
6013.6528458 2.42395e-15
6015.67555265 2.4041e-15
6017.69825951 2.39143e-15
6019.72096636 2.38049e-15
6021.74367322 2.29409e-15
6023.76638007 2.29409e-15
6025.78908693 2.39171e-15
6027.81179378 2.43849e-15
6029.83450064 2.4764e-15
6031.85720749 2.45093e-15
6033.87991435 2.49464e-15
6035.9026212 2.49491e-15
6037.92532806 2.47875e-15
6039.94803491 2.42681e-15
6041.97074177 2.45219e-15
6043.99344862 2.46115e-15
6046.01615548 2.46272e-15
6048.03886234 2.55077e-15
6050.06156919 2.55238e-15
6052.08427605 2.48081e-15
6054.1069829 2.39861e-15
6056.12968976 2.38264e-15
6058.15239661 2.4663e-15
6060.17510347 2.53275e-15
6062.19781032 2.39711e-15
6064.22051718 2.40644e-15
6066.24322403 2.42253e-15
6068.26593089 2.50474e-15
6070.28863774 2.52891e-15
6072.3113446 2.44199e-15
6074.33405145 2.44873e-15
6076.35675831 2.46086e-15
6078.37946516 2.39081e-15
6080.40217202 2.32835e-15
6082.42487887 2.34523e-15
6084.44758573 2.45834e-15
6086.47029258 2.42329e-15
6088.49299944 2.41665e-15
6090.51570629 2.39856e-15
6092.53841315 2.4922e-15
6094.56112 2.50636e-15
6096.58382686 2.41204e-15
6098.60653371 2.41635e-15
6100.62924057 2.23396e-15
6102.65194742 2.22037e-15
6104.67465428 2.29891e-15
6106.69736113 2.33571e-15
6108.72006799 2.42059e-15
6110.74277484 2.34067e-15
6112.7654817 2.33963e-15
6114.78818855 2.39808e-15
6116.81089541 2.43587e-15
6118.83360226 2.26265e-15
6120.85630912 2.13043e-15
6122.87901597 2.20992e-15
6124.90172283 2.29056e-15
6126.92442968 2.35597e-15
6128.94713654 2.34442e-15
6130.96984339 2.40648e-15
6132.99255025 2.39102e-15
6135.0152571 2.21376e-15
6137.03796396 2.22135e-15
6139.06067081 2.34651e-15
6141.08337767 2.37709e-15
6143.10608452 2.37881e-15
6145.12879138 2.44244e-15
6147.15149823 2.43327e-15
6149.17420509 2.38088e-15
6151.19691194 2.39938e-15
6153.2196188 2.37435e-15
6155.24232565 2.34262e-15
6157.26503251 2.30292e-15
6159.28773936 2.14125e-15
6161.31044622 1.96025e-15
6163.33315307 1.9944e-15
6165.35585993 2.20083e-15
6167.37856678 2.18876e-15
6169.40127364 2.18971e-15
6171.42398049 2.29222e-15
6173.44668735 2.27868e-15
6175.4693942 2.3416e-15
6177.49210106 2.32571e-15
6179.51480791 2.33981e-15
6181.53751477 2.40986e-15
6183.56022162 2.37437e-15
6185.58292848 2.33014e-15
6187.60563533 2.24169e-15
6189.62834219 2.22225e-15
6191.65104904 2.23114e-15
6193.6737559 2.24613e-15
6195.69646275 2.31055e-15
6197.71916961 2.2774e-15
6199.74187646 2.33364e-15
6201.76458332 2.29306e-15
6203.78729017 2.36641e-15
6205.80999703 2.32809e-15
6207.83270388 2.37195e-15
6209.85541074 2.29185e-15
6211.87811759 2.23331e-15
6213.90082445 2.16011e-15
6215.9235313 2.12347e-15
6217.94623816 2.21889e-15
6219.96894501 2.23647e-15
6221.99165187 2.18091e-15
6224.01435872 2.22564e-15
6226.03706558 2.32832e-15
6228.05977243 2.24658e-15
6230.08247929 2.12152e-15
6232.10518614 2.10034e-15
6234.127893 2.27224e-15
6236.15059985 2.25974e-15
6238.17330671 2.18213e-15
6240.19601356 2.14088e-15
6242.21872042 2.09316e-15
6244.24142727 2.11659e-15
6246.26413413 2.17559e-15
6248.28684098 2.10823e-15
6250.30954784 2.1454e-15
6252.33225469 2.09131e-15
6254.35496155 2.05422e-15
6256.3776684 2.01818e-15
6258.40037526 2.08265e-15
6260.42308211 2.18711e-15
6262.44578897 2.17257e-15
6264.46849582 2.18551e-15
6266.49120268 2.1934e-15
6268.51390953 2.20532e-15
6270.53661639 2.20545e-15
6272.55932324 2.14958e-15
6274.5820301 2.17038e-15
6276.60473695 2.12604e-15
6278.62744381 2.07646e-15
6280.65015066 2.06443e-15
6282.67285752 2.07093e-15
6284.69556437 2.15459e-15
6286.71827123 2.20435e-15
6288.74097808 2.08447e-15
6290.76368494 2.14651e-15
6292.78639179 2.23295e-15
6294.80909865 2.14989e-15
6296.8318055 2.20026e-15
6298.85451236 1.93966e-15
6300.87721922 1.81683e-15
6302.89992607 2.32641e-15
6304.92263293 2.2726e-15
6306.94533978 2.20927e-15
6308.96804664 2.16562e-15
6310.99075349 2.21111e-15
6313.01346035 2.09665e-15
6315.0361672 2.07113e-15
6317.05887406 2.07561e-15
6319.08158091 2.14099e-15
6321.10428777 2.11868e-15
6323.12699462 2.20288e-15
6325.14970148 2.19939e-15
6327.17240833 2.10546e-15
6329.19511519 2.05168e-15
6331.21782204 2.11043e-15
6333.2405289 2.12079e-15
6335.26323575 2.09992e-15
6337.28594261 2.20712e-15
6339.30864946 2.25982e-15
6341.33135632 2.14372e-15
6343.35406317 2.13972e-15
6345.37677003 2.20478e-15
6347.39947688 2.25117e-15
6349.42218374 2.26005e-15
6351.44489059 2.19768e-15
6353.46759745 2.09575e-15
6355.4903043 2.0963e-15
6357.51301116 2.12244e-15
6359.53571801 2.15021e-15
6361.55842487 2.15162e-15
6363.58113172 1.99807e-15
6365.60383858 2.21838e-15
6367.62654543 2.21997e-15
6369.64925229 2.23849e-15
6371.67195914 2.28017e-15
6373.694666 2.19817e-15
6375.71737285 2.17436e-15
6377.74007971 2.19144e-15
6379.76278656 2.19867e-15
6381.78549342 2.20012e-15
6383.80820027 2.23282e-15
6385.83090713 2.16397e-15
6387.85361398 2.17063e-15
6389.87632084 2.19599e-15
6391.89902769 2.21636e-15
6393.92173455 2.15224e-15
6395.9444414 2.20514e-15
6397.96714826 2.06456e-15
6399.98985511 2.07401e-15
6402.01256197 2.18815e-15
6404.03526882 2.21915e-15
6406.05797568 2.14732e-15
6408.08068253 2.13422e-15
6410.10338939 2.16002e-15
6412.12609624 2.18563e-15
6414.1488031 2.12962e-15
6416.17150995 2.11515e-15
6418.19421681 2.13093e-15
6420.21692366 2.0841e-15
6422.23963052 2.14578e-15
6424.26233737 2.23381e-15
6426.28504423 2.22656e-15
6428.30775108 2.16083e-15
6430.33045794 2.07944e-15
6432.35316479 2.13109e-15
6434.37587165 2.23647e-15
6436.3985785 2.12069e-15
6438.42128536 2.04445e-15
6440.44399221 2.09782e-15
6442.46669907 2.20593e-15
6444.48940592 2.23416e-15
6446.51211278 2.2078e-15
6448.53481963 2.11275e-15
6450.55752649 2.0863e-15
6452.58023334 2.1393e-15
6454.6029402 2.17204e-15
6456.62564705 2.20151e-15
6458.64835391 2.25271e-15
6460.67106076 2.11084e-15
6462.69376762 2.02478e-15
6464.71647447 2.17811e-15
6466.73918133 2.20901e-15
6468.76188818 2.1322e-15
6470.78459504 2.13785e-15
6472.80730189 2.03685e-15
6474.83000875 2.13196e-15
6476.8527156 2.11763e-15
6478.87542246 2.24411e-15
6480.89812931 2.10732e-15
6482.92083617 2.13194e-15
6484.94354302 2.17765e-15
6486.96624988 2.18351e-15
6488.98895673 2.21208e-15
6491.01166359 2.13618e-15
6493.03437044 1.93748e-15
6495.0570773 1.9091e-15
6497.07978415 1.95078e-15
6499.10249101 1.93603e-15
6501.12519786 2.02859e-15
6503.14790472 2.13624e-15
6505.17061157 2.17923e-15
6507.19331843 2.1665e-15
6509.21602528 2.12856e-15
6511.23873214 2.12678e-15
6513.26143899 2.18606e-15
6515.28414585 2.17657e-15
6517.3068527 2.10572e-15
6519.32955956 2.0982e-15
6521.35226641 2.09566e-15
6523.37497327 2.15971e-15
6525.39768012 2.12158e-15
6527.42038698 2.11382e-15
6529.44309383 2.11016e-15
6531.46580069 2.17371e-15
6533.48850754 2.12848e-15
6535.5112144 2.14423e-15
6537.53392125 2.17269e-15
6539.55662811 2.17019e-15
6541.57933496 2.21096e-15
6543.60204182 2.17071e-15
6545.62474867 2.09112e-15
6547.64745553 2.00055e-15
6549.67016238 2.05062e-15
6551.69286924 2.11656e-15
6553.7155761 2.03753e-15
6555.73828295 2.05941e-15
6557.76098981 2.07667e-15
6559.78369666 2.14181e-15
6561.80640352 2.25013e-15
6563.82911037 2.16909e-15
6565.85181723 2.12479e-15
6567.87452408 2.04398e-15
6569.89723094 2.02929e-15
6571.91993779 1.97851e-15
6573.94264465 2.02951e-15
6575.9653515 2.05856e-15
6577.98805836 2.02316e-15
6580.01076521 2.07591e-15
6582.03347207 2.05691e-15
6584.05617892 2.03823e-15
6586.07888578 2.07153e-15
6588.10159263 2.0443e-15
6590.12429949 1.97022e-15
6592.14700634 1.94057e-15
6594.1697132 1.94252e-15
6596.19242005 2.00289e-15
6598.21512691 2.04368e-15
6600.23783376 2.0093e-15
6602.26054062 2.10296e-15
6604.28324747 2.05609e-15
6606.30595433 2.0187e-15
6608.32866118 1.90472e-15
6610.35136804 2.02364e-15
6612.37407489 2.05253e-15
6614.39678175 1.98067e-15
6616.4194886 1.98316e-15
6618.44219546 1.94386e-15
6620.46490231 1.96216e-15
6622.48760917 1.98524e-15
6624.51031602 1.97021e-15
6626.53302288 2.01031e-15
6628.55572973 1.98089e-15
6630.57843659 1.92544e-15
6632.60114344 1.9351e-15
6634.6238503 1.95912e-15
6636.64655715 2.02257e-15
6638.66926401 1.94611e-15
6640.69197086 1.97157e-15
6642.71467772 1.93823e-15
6644.73738457 1.9551e-15
6646.76009143 1.9836e-15
6648.78279828 1.95783e-15
6650.80550514 1.8992e-15
6652.82821199 1.99495e-15
6654.85091885 1.93083e-15
6656.8736257 1.95683e-15
6658.89633256 1.95831e-15
6660.91903941 1.87791e-15
6662.94174627 1.82895e-15
6664.96445312 1.93356e-15
6666.98715998 1.94431e-15
6669.00986683 1.87408e-15
6671.03257369 1.98722e-15
6673.05528054 2.03367e-15
6675.0779874 1.90838e-15
6677.10069425 1.90451e-15
6679.12340111 1.85722e-15
6681.14610796 1.96173e-15
6683.16881482 1.91974e-15
6685.19152167 1.84941e-15
6687.21422853 1.82229e-15
6689.23693538 1.93995e-15
6691.25964224 1.81643e-15
6693.28234909 1.89328e-15
6695.30505595 1.89115e-15
6697.3277628 1.87664e-15
6699.35046966 1.85967e-15
6701.37317651 1.86373e-15
6703.39588337 1.89099e-15
6705.41859022 1.87307e-15
6707.44129708 1.89789e-15
6709.46400393 1.90111e-15
6711.48671079 1.85798e-15
6713.50941764 1.78526e-15
6715.5321245 1.80798e-15
6717.55483135 1.76415e-15
6719.57753821 1.77366e-15
6721.60024506 1.80204e-15
6723.62295192 1.83257e-15
6725.64565877 1.81911e-15
6727.66836563 1.82088e-15
6729.69107248 1.95026e-15
6731.71377934 1.83944e-15
6733.73648619 1.82422e-15
6735.75919305 1.87454e-15
6737.7818999 1.7455e-15
6739.80460676 1.7321e-15
6741.82731361 1.69519e-15
6743.85002047 1.77941e-15
6745.87272732 1.75312e-15
6747.89543418 1.7072e-15
6749.91814103 1.72355e-15
6751.94084789 1.78893e-15
6753.96355474 1.80249e-15
6755.9862616 1.71729e-15
6758.00896845 1.71675e-15
6760.03167531 1.81297e-15
6762.05438216 1.87614e-15
6764.07708902 1.8462e-15
6766.09979587 1.77756e-15
6768.12250273 1.74323e-15
6770.14520958 1.81217e-15
6772.16791644 1.68069e-15
6774.19062329 1.62168e-15
6776.21333015 1.72996e-15
6778.236037 1.81596e-15
6780.25874386 1.78957e-15
6782.28145071 1.71619e-15
6784.30415757 1.65282e-15
6786.32686442 1.64117e-15
6788.34957128 1.73922e-15
6790.37227813 1.76797e-15
6792.39498499 1.77333e-15
6794.41769184 1.76736e-15
6796.4403987 1.75386e-15
6798.46310555 1.79306e-15
6800.48581241 1.7552e-15
6802.50851926 1.77325e-15
6804.53122612 1.76026e-15
6806.55393297 1.79698e-15
6808.57663983 1.84162e-15
6810.59934669 1.75772e-15
6812.62205354 1.71634e-15
6814.6447604 1.74751e-15
6816.66746725 1.74804e-15
6818.69017411 1.74124e-15
6820.71288096 1.74178e-15
6822.73558782 1.64935e-15
6824.75829467 1.71427e-15
6826.78100153 1.73967e-15
6828.80370838 1.77199e-15
6830.82641524 1.77168e-15
6832.84912209 1.72129e-15
6834.87182895 1.73962e-15
6836.8945358 1.65829e-15
6838.91724266 1.59931e-15
6840.93994951 1.65562e-15
6842.96265637 1.68706e-15
6844.98536322 1.67047e-15
6847.00807008 1.6954e-15
6849.03077693 1.78798e-15
6851.05348379 1.70521e-15
6853.07619064 1.58226e-15
6855.0988975 1.5903e-15
6857.12160435 1.58286e-15
6859.14431121 1.61696e-15
6861.16701806 1.6466e-15
6863.18972492 1.6253e-15
6865.21243177 1.5994e-15
6867.23513863 1.30616e-15
6869.25784548 1.03673e-15
6871.28055234 1.08994e-15
6873.30325919 1.17833e-15
6875.32596605 1.23438e-15
6877.3486729 1.38411e-15
6879.37137976 1.39771e-15
6881.39408661 1.44886e-15
6883.41679347 1.46326e-15
6885.43950032 1.43488e-15
6887.46220718 1.32289e-15
6889.48491403 1.32268e-15
6891.50762089 1.3415e-15
6893.53032774 1.37174e-15
6895.5530346 1.38942e-15
6897.57574145 1.40368e-15
6899.59844831 1.42322e-15
6901.62115516 1.50092e-15
6903.64386202 1.4617e-15
6905.66656887 1.47588e-15
6907.68927573 1.54912e-15
6909.71198258 1.53281e-15
6911.73468944 1.48683e-15
6913.75739629 1.54838e-15
6915.78010315 1.48228e-15
6917.80281 1.46495e-15
6919.82551686 1.53461e-15
6921.84822371 1.61205e-15
6923.87093057 1.57073e-15
6925.89363742 1.59463e-15
6927.91634428 1.57694e-15
6929.93905113 1.54038e-15
6931.96175799 1.55169e-15
6933.98446484 1.64006e-15
6936.0071717 1.66317e-15
6938.02987855 1.61145e-15
6940.05258541 1.57662e-15
6942.07529226 1.59018e-15
6944.09799912 1.66549e-15
6946.12070597 1.62354e-15
6948.14341283 1.58566e-15
6950.16611968 1.63895e-15
6952.18882654 1.61343e-15
6954.21153339 1.63382e-15
6956.23424025 1.67578e-15
6958.2569471 1.57528e-15
6960.27965396 1.54862e-15
6962.30236081 1.63232e-15
6964.32506767 1.6558e-15
6966.34777452 1.6664e-15
6968.37048138 1.72125e-15
6970.39318823 1.71691e-15
6972.41589509 1.64729e-15
6974.43860194 1.66838e-15
6976.4613088 1.58365e-15
6978.48401565 1.58159e-15
6980.50672251 1.59216e-15
6982.52942936 1.63411e-15
6984.55213622 1.69939e-15
6986.57484307 1.55276e-15
6988.59754993 1.44153e-15
6990.62025678 1.29145e-15
6992.64296364 1.31853e-15
6994.66567049 1.62381e-15
6996.68837735 1.61439e-15
6998.7110842 1.66852e-15
7000.73379106 1.66821e-15
7002.75649791 1.57946e-15
7004.77920477 1.54579e-15
7006.80191162 1.60009e-15
7008.82461848 1.66472e-15
7010.84732533 1.71745e-15
7012.87003219 1.57166e-15
7014.89273904 1.56954e-15
7016.9154459 1.65137e-15
7018.93815275 1.63628e-15
7020.96085961 1.61238e-15
7022.98356646 1.53116e-15
7025.00627332 1.47079e-15
7027.02898017 1.64546e-15
7029.05168703 1.64349e-15
7031.07439388 1.63723e-15
7033.09710074 1.62633e-15
7035.11980759 1.58078e-15
7037.14251445 1.6526e-15
7039.1652213 1.66425e-15
7041.18792816 1.64175e-15
7043.21063501 1.79025e-15
7045.23334187 1.67096e-15
7047.25604872 1.69536e-15
7049.27875558 1.67964e-15
7051.30146243 1.56495e-15
7053.32416929 1.65155e-15
7055.34687614 1.55211e-15
7057.369583 1.55753e-15
7059.39228985 1.53485e-15
7061.41499671 1.55691e-15
7063.43770357 1.6574e-15
7065.46041042 1.61054e-15
7067.48311728 1.58233e-15
7069.50582413 1.54535e-15
7071.52853099 1.53011e-15
7073.55123784 1.59681e-15
7075.5739447 1.59765e-15
7077.59665155 1.57235e-15
7079.61935841 1.56766e-15
7081.64206526 1.58999e-15
7083.66477212 1.52427e-15
7085.68747897 1.53918e-15
7087.71018583 1.56272e-15
7089.73289268 1.50732e-15
7091.75559954 1.53339e-15
7093.77830639 1.50441e-15
7095.80101325 1.49595e-15
7097.8237201 1.53177e-15
7099.84642696 1.51758e-15
7101.86913381 1.43026e-15
7103.89184067 1.44079e-15
7105.91454752 1.54529e-15
7107.93725438 1.4965e-15
7109.95996123 1.43194e-15
7111.98266809 1.59372e-15
7114.00537494 1.56975e-15
7116.0280818 1.53006e-15
7118.05078865 1.60669e-15
7120.07349551 1.5383e-15
7122.09620236 1.45178e-15
7124.11890922 1.5082e-15
7126.14161607 1.54505e-15
7128.16432293 1.48158e-15
7130.18702978 1.406e-15
7132.20973664 1.46519e-15
7134.23244349 1.43181e-15
7136.25515035 1.53972e-15
7138.2778572 1.61541e-15
7140.30056406 1.46216e-15
7142.32327091 1.5594e-15
7144.34597777 1.54516e-15
7146.36868462 1.42476e-15
7148.39139148 1.50909e-15
7150.41409833 1.46679e-15
7152.43680519 1.48692e-15
7154.45951204 1.50922e-15
7156.4822189 1.61391e-15
7158.50492575 1.52896e-15
7160.52763261 1.51328e-15
7162.55033946 1.4786e-15
7164.57304632 1.51543e-15
7166.59575317 1.50587e-15
7168.61846003 1.44308e-15
7170.64116688 1.56716e-15
7172.66387374 1.56861e-15
7174.68658059 1.41363e-15
7176.70928745 1.47673e-15
7178.7319943 1.47472e-15
7180.75470116 1.44605e-15
7182.77740801 1.42223e-15
7184.80011487 1.51899e-15
7186.82282172 1.40915e-15
7188.84552858 1.46119e-15
7190.86823543 1.42665e-15
7192.89094229 1.4801e-15
7194.91364914 1.52202e-15
7196.936356 1.41082e-15
7198.95906285 1.35515e-15
7200.98176971 1.39868e-15
7203.00447656 1.47257e-15
7205.02718342 1.45447e-15
7207.04989027 1.54837e-15
7209.07259713 1.49648e-15
7211.09530398 1.4521e-15
7213.11801084 1.54978e-15
7215.14071769 1.51293e-15
7217.16342455 1.45372e-15
7219.1861314 1.56735e-15
7221.20883826 1.61294e-15
7223.23154511 1.54587e-15
7225.25425197 1.52386e-15
7227.27695882 1.52947e-15
7229.29966568 1.58515e-15
7231.32237253 1.60504e-15
7233.34507939 1.37849e-15
7235.36778624 1.48367e-15
7237.3904931 1.61419e-15
7239.41319995 1.60607e-15
